[00:00:03--00:00:05] 大家都知道图像是大自然创造的
[00:18:29--00:18:32] 有什么问题呢
[00:18:32--00:18:33] 就比如说
[00:18:33--00:18:34] 我们知道那个
[00:18:34--00:18:38] 我们就从三个角度来看这个就是
[00:18:38--00:18:41] 自然语言数据和静态图像
[00:18:41--00:18:43] 把它视频例外视频可能
[00:18:43--00:18:44] 蕴含更丰富的信息
[00:18:44--00:18:47] 但是知道从自然语言角度
[00:18:47--00:18:48] 它的深层
[00:18:48--00:18:50] 尤其在GPT这个框架下
[00:18:50--00:18:52] 它的深层理解
[00:18:52--00:18:54] 和人类的这个对齐
[00:18:54--00:18:55] 这三件事
[00:18:55--00:18:57] 它是合三为一的
[00:18:57--00:18:59] 对
[00:18:59--00:19:01] 也就是说我只需要做
[00:19:01--00:19:06] 当我像做出了一个类似GPT这样的一个深层模型
[00:19:06--00:19:06] 来说你
[00:19:06--00:19:09] 建模了它的联合概念
[00:19:09--00:19:11] 你只要建模了联合概念
[00:19:11--00:19:14] 你就同时拥有了深层理解和人类对齐
[00:19:14--00:19:15] 这是为什么呢
[00:19:15--00:19:18] 比如说像对于GPT这样的
[00:19:18--00:19:19] 它这个字闭环嘛
[00:19:19--00:19:21] 像GPT这样的架构
[00:19:21--00:19:22] 它的前文
[00:19:22--00:19:25] 你给定了这个前文
[00:19:25--00:19:27] 当你在输出
[00:19:27--00:19:29] 后文
[00:19:29--00:19:32] 关于前文的这个条件概率的时候
[00:19:32--00:19:35] 它的前文一定会影响
[00:19:35--00:19:36] 后文的这个条件概率
[00:19:36--00:19:38] 改变了这个分布
[00:19:38--00:19:39] 在后面这个分布
[00:19:39--00:19:41] 它就可以输出
[00:19:41--00:19:43] 跟前文所匹配的这些文字
[00:19:43--00:19:46] 这其实就是一种理解
[00:19:46--00:19:48] 因为你可以在中间
[00:19:48--00:19:50] 要求它通过一些crumb
[00:19:50--00:19:52] 要约束它
[00:19:52--00:19:54] 让它回答前文中的
[00:19:54--00:19:57] 你可以任意对前文进行提问
[00:19:57--00:19:58] 它
[00:19:58--00:20:03] 在这个联合概率建模的过程中
[00:20:03--00:20:06] 它针对这个后文的这个条件概率进行采样
[00:20:06--00:20:08] 就可以回答前文的问题
[00:20:08--00:20:10] 我们可以认为这就是一种深层
[00:20:10--00:20:12] 当然也是很利的
[00:20:12--00:20:13] 因为它本身就是一个
[00:20:13--00:20:15] 就像GPT的话
[00:20:15--00:20:17] 它本身就是一个深层模型
[00:20:17--00:20:19] 那么当然可以对
[00:20:19--00:20:20] 对它进行做深层
[00:20:20--00:20:21] 对
[00:20:21--00:20:22] 那么
[00:20:22--00:20:24] 它所预训的呢
[00:20:24--00:20:25] 它训练的语调呢
[00:20:25--00:20:27] 都是人类来自于人类
[00:20:27--00:20:28] 就是自然的语调
[00:20:28--00:20:31] 那你建模了它的本末
[00:20:31--00:20:33] 那你当然就完成了
[00:20:33--00:20:35] 跟人类的对齐
[00:20:35--00:20:35] 对
[00:20:35--00:20:38] 然后呢我们再反过来再看这张图片
[00:20:38--00:20:40] 仍然从这三个维度
[00:20:40--00:20:43] 一个是深层理解和人类对齐
[00:20:43--00:20:44] 这三个维度
[00:20:44--00:20:45] 然后你发现图像
[00:20:45--00:20:47] 尤其是静态图像这个领域
[00:20:47--00:20:48] 它不是自闭化的
[00:20:48--00:20:51] 也就是说为什么呢
[00:20:51--00:20:52] 我给你一张图像
[00:20:52--00:20:54] 或者给你一个图像数据集
[00:20:54--00:20:57] 大家想想你能拿到的最多的信息
[00:20:57--00:20:58] 就能够
[00:20:58--00:21:00] 最充分利用这个数据
[00:21:00--00:21:04] 充分利用这个数据集信息的模型是什么
[00:21:04--00:21:06] 那肯定是这样生成模型
[00:21:06--00:21:10] 也就是说我完全可以做一个生成模型
[00:21:10--00:21:15] 把你这个图像的数据集的联合概率分布都给做出来
[00:21:15--00:21:17] 当我做出了这样一个模型以后
[00:21:17--00:21:20] 我认为我已经拿到了这个数据集的全部信息
[00:21:20--00:21:24] 但大家想想这个模型当然可以做生成
[00:21:24--00:21:27] 但它能够做理解
[00:21:27--00:21:29] 这个显然是不可以的
[00:21:29--00:21:34] 因为这个数据集你建模的是这个数据集的所有图像
[00:21:34--00:21:37] 它的每一个pixel之间的联合分布
[00:21:37--00:21:41] 这个联合分布的建模可以用无数种方式
[00:21:41--00:21:45] 但是没有什么这里面的一个限制
[00:21:45--00:21:47] 要求它这个建模的方式
[00:21:47--00:21:51] 就刚好符合人类对这个图像的理解方式
[00:21:51--00:21:53] 因为图像的客观存在
[00:21:53--00:21:55] 它是来自于大自然
[00:21:55--00:21:58] 它跟人类的就是如何理解
[00:21:58--00:21:59] 在这个图像里面
[00:21:59--00:22:03] 这个信息并不蕴含在这张图上
[00:22:03--00:22:04] 可能有少量的图
[00:22:04--00:22:06] 比如说我说带文字的图
[00:22:06--00:22:09] 你可以认为是它拥有人类对它的理解
[00:22:09--00:22:10] 但是in general
[00:22:10--00:22:11] 一个图像是
[00:22:11--00:22:14] 大家都知道图像是大自然创造的
[00:22:14--00:22:17] 它不管你人类对它怎么理解
[00:22:17--00:22:19] 它就在那里
[00:22:19--00:22:25] 所以这张图像不必然包括人类对它的理解
[00:22:25--00:22:27] 它其实缺少了这类信息
[00:22:27--00:22:28] 大家想
[00:22:28--00:22:30] 为什么我们说的mrm
[00:22:30--00:22:32] 或者像contrast能力
[00:22:32--00:22:34] 它双方能瓦合的程度
[00:22:34--00:22:37] 说白了还是注入了人类的理解
[00:22:37--00:22:39] 比如说我这张图摆在这里
[00:22:39--00:22:41] 如果我不注入
[00:22:41--00:22:44] 我不注入
[00:22:44--00:22:49] 这张图的特征需要有某种不变性
[00:22:49--00:22:50] 这样的一个东西
[00:22:50--00:22:53] 那么这张图它自己是不可能拥有这样的不变性
[00:22:53--00:22:55] 因为它不知道你对人类来说
[00:22:55--00:22:56] 比如说对人类来说
[00:22:56--00:22:57] 我理解这个杯子
[00:22:57--00:22:59] 它需要一个遮挡的不变性
[00:22:59--00:23:01] 它的特征是遮挡不变性
[00:23:01--00:23:02] 我遮挡注意部门
[00:23:02--00:23:03] 我还知道它是杯子
[00:23:03--00:23:05] 但如果是一个动物
[00:23:05--00:23:06] 或者是一个外星生物
[00:23:06--00:23:08] 或者是一个机器人
[00:23:08--00:23:12] 它需要用人这种方式来理解这张图
[00:23:12--00:23:14] 当然是不必别的
[00:23:14--00:23:15] 也就是说遮挡不变性这件事
[00:23:15--00:23:17] 它并不予以含在这张图
[00:23:17--00:23:18] 对
[00:23:18--00:23:22] 所以你会发现这个理解和生成
[00:23:22--00:23:26] 在就至少静态图像这个维度就产生了割裂
[00:23:26--00:23:29] 当然很多人问视频能不能补偿这些
[00:23:29--00:23:31] 因为视频我可能有不同角度拍摄
[00:23:31--00:23:34] 它自然就有了这种遮挡不变性
[00:23:34--00:23:35] 我只能说有可能
[00:23:35--00:23:38] 但是视频数据的利用实际上是比
[00:23:38--00:23:40] 这可能是下一个方向
[00:23:40--00:23:43] 因为视频数据的有效利用是要比
[00:23:43--00:23:45] 静态图像的利用要难很多
[00:23:45--00:23:47] 它的信息密度也是低很多
[00:23:47--00:23:49] 最后一点就是人类对齐
[00:23:49--00:23:51] 那自然更不必说了
[00:23:51--00:23:53] 我们语言模型的语料是人类生成的
[00:23:53--00:23:55] 你在上面训练一个生成模型
[00:23:55--00:23:59] 自然你的分布跟人类所产生的分布是对齐的
[00:23:59--00:24:02] 但这个图像它来自于大自然
[00:24:02--00:24:04] 它是未必是对齐的
[00:24:04--00:24:06] 或者说它一定不是对齐的
[00:24:06--00:24:10] 这就是对静态图像来说它的理解生成
[00:24:10--00:24:12] 还有人类对齐的三点是隔离的
[00:24:12--00:24:15] 也就是说你在静态图像上你做再多的东西
[00:24:15--00:24:20] 我认为你都很难形成人类所谓意义上的那种智力
[00:24:20--00:24:22] 所以其实想到这里
[00:24:22--00:24:24] 我是在
[00:24:25--00:24:29] 2022年那回我基本上就停止了对静态图像
[00:24:29--00:24:31] 做表征这一块的研究
[00:24:31--00:24:33] 我认为要在视觉里面
[00:24:33--00:24:35] 首先一个真正的AGI系统
[00:24:35--00:24:37] 或者是智能系统
[00:24:37--00:24:41] 视觉肯定是必不可少的这样一个模块
[00:24:41--00:24:43] 但是肯定不是按现在
[00:24:43--00:24:45] 我们做检查训练做MMM
[00:24:45--00:24:49] 这样的一个方式就可以真正通向
[00:24:49--00:24:52] 就在视觉领域的智能
[00:24:52--00:24:56] 所以我当时大致构思了一个方向
[00:24:56--00:25:00] 短期内我可以利用视觉和语言的对齐关系
[00:25:00--00:25:04] 你们知道在互联网上有大量的图文交错类的数据
[00:25:04--00:25:09] 不管是网页还是论文
[00:25:09--00:25:12] 还是期刊杂志还是公众号
[00:25:12--00:25:14] 我往往都组织成这种图文交错
[00:25:14--00:25:16] 图文牌的形式
[00:25:16--00:25:19] 图像自己是很难表达很多东西的
[00:25:19--00:25:21] 但是如果我让图像嵌入在
[00:25:21--00:25:23] 文字的文字流里面
[00:25:23--00:25:26] 我利用文字的自闭环
[00:25:26--00:25:28] 我刚刚说的理解生成
[00:25:28--00:25:30] 和人类对齐
[00:25:30--00:25:32] 这个自闭环的性质
[00:25:32--00:25:35] 是不是图像也可以介入这种对齐
[00:25:35--00:25:38] 让我这个智能系统拥有智能能力
[00:25:38--00:25:41] 这是一个短期内最容易想到的方法
[00:25:41--00:25:43] 但是长期的
[00:25:43--00:25:45] 因为这一类语料毕竟这个BIOS
[00:25:45--00:25:47] 是特别显著的
[00:25:47--00:25:49] 还是局限性的很大
[00:25:49--00:25:51] 比如说它很少包含
[00:25:51--00:25:53] 这种细节的视觉的过程
[00:25:53--00:25:56] 尤其是物理运动的这种过程
[00:25:56--00:25:59] 这种数据更多的还是在视频里面
[00:25:59--00:26:02] 从长期来看我们还是要通过视频
[00:26:02--00:26:04] 甚至像这种巨声系统
[00:26:04--00:26:08] 从这里面来挖掘视觉智能的可能性
[00:26:08--00:26:10] 但是到20年时候其实想到这里
[00:26:10--00:26:12] 这个框架我觉得就已经
[00:26:12--00:26:14] 像VR模组
[00:26:14--00:26:17] 就是做这个视觉多么太大模型
[00:26:17--00:26:20] 这个想法已经非常显现了
[00:26:20--00:26:22] 我有一个比较短期的目标
[00:26:22--00:26:24] 还有一个比较长期的目标
[00:26:24--00:26:25] 那就干嘛
[00:26:25--00:26:27] 但是也聊了一些人
[00:26:27--00:26:29] 大家都不相信
[00:26:29--00:26:31] 因为刚好22年那个时间点
[00:26:31--00:26:33] 年终那个时间是比较尴尬
[00:26:33--00:26:35] 因为当时在21年的时候
[00:26:35--00:26:37] 尤其是国内
[00:26:37--00:26:39] 就出过一波大模型的热潮
[00:26:39--00:26:41] 就在GPT尤其是GPT-3出来以后
[00:26:41--00:26:43] 就相当的人都跳出来说
[00:26:43--00:26:45] 我做了一个多少亿参数
[00:26:45--00:26:47] 千亿甚至万亿的会有
[00:26:47--00:26:49] 这样的大模型
[00:26:49--00:26:52] 但是最后都没有取得非常好的效果
[00:26:52--00:26:55] 所以大部分人是不信这个故事
[00:26:55--00:26:59] 当然这里就要插一句
[00:26:59--00:27:01] 为什么那个时候的大模型
[00:27:01--00:27:02] 其实效果都不好
[00:27:02--00:27:05] 其实我认为主要可能还有两个原因
[00:27:05--00:27:07] 第一个就是老生常难
[00:27:07--00:27:08] 属于质量
[00:27:08--00:27:12] 尤其是像那些寂寞
[00:27:12--00:27:14] 它在没有Instructuring的时候
[00:27:14--00:27:16] 它确实是很不好用
[00:27:16--00:27:18] 而且能做的事情也很少
[00:27:18--00:27:21] 但是当时更重要的一个原因
[00:27:21--00:27:23] 我认为是大家远远低估了
[00:27:23--00:27:25] 这个Skilling Law中
[00:27:25--00:27:28] 这个数据的部分所占的比例
[00:27:28--00:27:31] 尤其是像GPT-3出的时候
[00:27:31--00:27:33] 就GPT-3刚出的那回
[00:27:33--00:27:35] 它用了千亿的参数
[00:27:35--00:27:38] 但只配了几百币的数据
[00:27:38--00:27:39] 按今天的观点来看
[00:27:39--00:27:43] 这就是相当于完全倒置了
[00:27:43--00:27:45] 像这么大的一个模型
[00:27:45--00:27:48] 我不配一个实际体验
[00:27:48--00:27:49] 甚至几十T的数据
[00:27:49--00:27:51] 肯定都对不起这一场
[00:27:51--00:27:52] 所以当时模型都是一个
[00:27:52--00:27:54] 训练严重不足的一个状态
[00:27:54--00:27:55] 也是因为这两个原因
[00:27:55--00:27:58] 导致了其实整个21年
[00:27:58--00:27:59] 其实大家
[00:28:00--00:28:04] 在复现GP3其实没有说出特别好的效果
[00:28:04--00:28:07] 但是很快时间到20年底
[00:28:07--00:28:09] 确实继续出来
[00:28:09--00:28:12] 就一下子就打了很多人的脸
[00:28:12--00:28:15] 说原来这个东西可以做到这么有用
[00:28:15--00:28:19] 让人感觉是非常promising
[00:28:19--00:28:21] 感觉智能时代就一下来了
[00:28:21--00:28:24] 因为过去主要是叫视觉类数据
[00:28:24--00:28:26] 今天是文本类数据
[00:28:26--00:28:28] 大家都想更好地结合起来
[00:28:28--00:28:29] 从我的理解下
[00:28:29--00:28:30] 今天视觉类的很多数据
[00:28:30--00:28:32] 其实还没有跟文本关联起来
[00:28:32--00:28:34] 其实关联起来也是一个很难的
[00:28:34--00:28:35] 我不知道做这个过程中
[00:28:35--00:28:38] 会遇到哪些难的地方吗
[00:28:38--00:28:40] 不管说数据上
[00:28:40--00:28:41] 包括架构上
[00:28:41--00:28:43] 包括做实验的过程当中
[00:28:43--00:28:48] 其实我觉得就是做多模态模型的机构
[00:28:48--00:28:49] 都会有很多的团队
[00:28:49--00:28:51] 都会跟我有类似的想法
[00:28:51--00:28:53] 就觉得语言模型
[00:28:53--00:28:55] 尤其GBT在GBT成功之后
[00:28:55--00:28:57] 因为它是个纯语言模型
[00:28:57--00:28:59] 就觉得多模态应该
[00:28:59--00:29:00] 可以复刻同样的路线
[00:29:00--00:29:02] 包括我创业的时候
[00:29:02--00:29:03] 当然也这样想
[00:29:03--00:29:04] 当时从现在看
[00:29:04--00:29:06] 也是大大低估了这件事的难度
[00:29:06--00:29:08] 我当时想法其实非常简单
[00:29:08--00:29:10] 无论是互联网还是书籍
[00:29:10--00:29:12] 我们这些都有大量的
[00:29:12--00:29:12] 图文混台
[00:29:12--00:29:15] 我们交错了这些数据
[00:29:15--00:29:17] 那其实既然语言
[00:29:17--00:29:18] next to prediction
[00:29:18--00:29:20] 这条路我们验证是walk
[00:29:20--00:29:24] 那么对于图像进来
[00:29:24--00:29:25] 那我就很简单
[00:29:25--00:29:27] 我想办法把这个图像
[00:29:27--00:29:28] 首先用tokenizer的方法
[00:29:28--00:29:29] 首先用tokenizer的方法
[00:29:29--00:29:31] 把这个图像对齐到跟语言
[00:29:31--00:29:32] 同样的一个空间
[00:29:32--00:29:37] 那么我也用跟语言相同的方式
[00:29:37--00:29:39] 来处理这种多模态的
[00:29:39--00:29:40] 交错式的数据
[00:29:40--00:29:42] 也就是说遇到文字
[00:29:42--00:29:43] pre-dig文字
[00:29:43--00:29:44] 遇到图像pre-dig文字
[00:29:44--00:29:45] 这样不就成功了
[00:29:45--00:29:47] 所以我们当时做
[00:29:47--00:29:49] 在二三年的时候
[00:29:49--00:29:51] 我们做我们的第一代语言模型
[00:29:51--00:29:52] 就step1的时候
[00:29:52--00:29:55] 就完全走了这样的一个路线
[00:29:55--00:29:57] 我们当时没有做
[00:29:57--00:29:59] 就是一个纯的语言模型
[00:29:59--00:30:01] 还是从我们预计量最开始
[00:30:01--00:30:03] 我就把我所有的数据
[00:30:03--00:30:07] 都把它组织成图文混排的一个形式
[00:30:07--00:30:08] 对
[00:30:08--00:30:09] 然后遇到图像
[00:30:09--00:30:10] 我就pre-dig到图像
[00:30:10--00:30:12] 遇到文字
[00:30:12--00:30:13] 我就pre-dig到文字
[00:30:13--00:30:15] 文字的话也是token化
[00:30:15--00:30:16] 图像也是token化
[00:30:16--00:30:20] 只有一点是跟文字略有区别
[00:30:20--00:30:21] 在生成的那个地方
[00:30:21--00:30:23] 生成这个图像的地方
[00:30:23--00:30:26] 因为auto-regressive
[00:30:26--00:30:27] 至少在那个时间点
[00:30:27--00:30:29] 它直接用auto-regressive
[00:30:29--00:30:32] regressive生成图像还是效果会差一些
[00:30:32--00:30:34] 所以我外挂了一个diffusion
[00:30:34--00:30:37] 已经预训练好的一个diffusion的模块
[00:30:37--00:30:39] 来做这个图像的生成
[00:30:39--00:30:39] 对
[00:30:39--00:30:40] 好
[00:30:40--00:30:43] 这就是我们就做了当时的第一版的
[00:30:43--00:30:46] 这个就是我们的多摩泰模型
[00:30:46--00:30:47] 就step1
[00:30:47--00:30:48] 对
[00:30:48--00:30:51] 这个模型就说一下效果怎么样
[00:30:51--00:30:56] 首先文字部分跟直接训练文字相比差不多
[00:30:56--00:30:58] 效果也是挺好的
[00:30:58--00:30:58] 对
[00:30:58--00:31:01] 它的图像理解效果尤其的好
[00:31:01--00:31:03] 经过这种图文混排训练
[00:31:03--00:31:07] 因为当时的就是尤其学术界流行的方法
[00:31:07--00:31:09] 先训完语言模型之后
[00:31:09--00:31:14] 我再把其他的模态通过后训练对齐的方法
[00:31:14--00:31:15] 我给它对到这个语言模型
[00:31:15--00:31:20] 它并没有在预训练最开始就把这个东西数据加进去
[00:31:20--00:31:22] 所以我们的这个方法呢
[00:31:22--00:31:25] 在其实在预训练最开始就把数据加进去以后
[00:31:25--00:31:28] 就发现它其实图像和这个文字对齐的非常好
