[00:00:00 - 00:00:02] 原来你做DeepResearch单独做的
[00:14:25 - 00:14:28] 这个它这个这个drag的动作
[00:14:28 - 00:14:29] 它这个drag就它比较
[00:14:29 - 00:14:32] 你想吧这是一个1080p的一个屏幕
[00:14:32 - 00:14:34] 然后它这个音量这个bar可能就占里面
[00:14:34 - 00:14:37] 比如20乘100乘一个块一个矩形
[00:14:37 - 00:14:37] 很精细
[00:14:37 - 00:14:38] 然后你要把它
[00:14:38 - 00:14:40] 你要识别到那个80%在哪
[00:14:40 - 00:14:42] 然后在这么大个屏幕里面
[00:14:42 - 00:14:43] 识别到80%在哪
[00:14:43 - 00:14:45] 有些UI它是点下就能到
[00:14:45 - 00:14:46] 有些UI你点也不好识
[00:14:46 - 00:14:47] 你要拖过去
[00:14:47 - 00:14:48] 那你要识别这个事情
[00:14:48 - 00:14:49] 其实这个事情
[00:14:49 - 00:14:50] 就我们所谓的光顶
[00:14:50 - 00:14:51] 其实是一个比较困难的事情
[00:14:51 - 00:14:53] 所以当时做了非常多合成数据的
[00:14:53 - 00:14:54] 来搞这个事情
[00:14:54 - 00:14:56] 然后另外一个
[00:14:56 - 00:14:57] 其实跟也是跟数据相关
[00:14:57 - 00:14:59] 其实1925年就是在做数据
[00:14:59 - 00:15:00] 现在模型迭代
[00:15:00 - 00:15:02] 就是已经有专门人分工
[00:15:02 - 00:15:03] 他去做model arc了
[00:15:03 - 00:15:04] 我们可能很多是在做数据
[00:15:04 - 00:15:06] 那PoTrain里面数据
[00:15:06 - 00:15:07] 我们其实还有一个
[00:15:07 - 00:15:09] 就做了很多environment scaling上的事情
[00:15:09 - 00:15:10] 那这个environment
[00:15:10 - 00:15:12] 其实就拿OpenAI Jam举例
[00:15:12 - 00:15:14] 它这environment不仅要有一些
[00:15:14 - 00:15:15] 环境上的infra
[00:15:15 - 00:15:17] 比如说像我们web对吧
[00:15:17 - 00:15:18] 我们要有很多网页啊
[00:15:18 - 00:15:20] 还有这个web本身的browser啊
[00:15:20 - 00:15:21] 然后比如说computer
[00:15:21 - 00:15:24] 它要比如本身computer的这个沙盒
[00:15:24 - 00:15:25] computer这个环境
[00:15:25 - 00:15:27] 然后你要能去把它弹性的扩容
[00:15:27 - 00:15:29] 比如说你想开1000个
[00:15:29 - 00:15:32] 10K个机器去做训练
[00:15:32 - 00:15:34] 那你能不能把这个云幅
[00:15:34 - 00:15:35] 变成你这个
[00:15:35 - 00:15:36] 比如OS4的这种environment
[00:15:36 - 00:15:39] 然后去支持他做这种弹性扩容
[00:15:39 - 00:15:41] 然后并且就是环境上的
[00:15:41 - 00:15:42] 并且环境上还有一个点
[00:15:42 - 00:15:43] 就是你要能提供reward
[00:15:43 - 00:15:44] 就你要有体面
[00:15:44 - 00:15:45] 那体面比如说
[00:15:45 - 00:15:46] 就是用户的instruction
[00:15:46 - 00:15:47] 用户的query
[00:15:47 - 00:15:48] 比如说说说
[00:15:48 - 00:15:50] 就是一些真实的
[00:15:50 - 00:15:51] 对真实的就是很难
[00:15:51 - 00:15:53] 然后真实之后
[00:15:53 - 00:15:54] 你要标一个严丝合缝的reward
[00:15:54 - 00:15:56] 那这个也很难
[00:15:56 - 00:15:56] 到底有多难呢
[00:15:56 - 00:15:58] 其实我们当时在OS4里面
[00:15:58 - 00:16:01] 每个task我们大概标了三四遍
[00:16:01 - 00:16:03] 每个task平均用时都超过了十个小时
[00:16:03 - 00:16:05] 但即便如此
[00:16:05 - 00:16:07] 当时OpenAI在刷完Operator O3之后
[00:16:07 - 00:16:08] 它就有一行小字写着说
[00:16:08 - 00:16:10] 其实我们已经到50多份了
[00:16:10 - 00:16:11] 我们人工看是50多份
[00:16:11 - 00:16:13] 但实际上刷出来只有40多份
[00:16:13 - 00:16:13] 为什么呢
[00:16:13 - 00:16:15] 因为OS我很多标错了
[00:16:15 - 00:16:16] 然后我们就这种收集了
[00:16:16 - 00:16:18] 最后居然能收集到300多个问题
[00:16:18 - 00:16:21] 注意这个奔车一共就369个
[00:16:21 - 00:16:23] 例子能收集到300个问题
[00:16:23 - 00:16:24] 然后再去修
[00:16:24 - 00:16:26] 其实很多就是模型水上船高
[00:16:26 - 00:16:27] 你只有Revolve Hacking
[00:16:27 - 00:16:28] 它就能Hack
[00:16:28 - 00:16:29] 比如说Cloud 4.5
[00:16:29 - 00:16:31] 前一阵就还是能反馈给我一些
[00:16:31 - 00:16:33] 新的问题几十个
[00:16:33 - 00:16:34] 又是50个问题
[00:16:34 - 00:16:35] 那你原来没有想象过
[00:16:35 - 00:16:36] 就是你这个模型也好
[00:16:36 - 00:16:37] 用户也好
[00:16:37 - 00:16:38] 就会跳出来你那个原来那个
[00:16:38 - 00:16:40] 比如说你写的那个revolve function
[00:16:40 - 00:16:42] 就是能意想不到的达成这个任务
[00:16:42 - 00:16:43] 其实这个space很大
[00:16:43 - 00:16:45] 那你能标的很有限
[00:16:45 - 00:16:46] 那你就只能不断的去
[00:16:46 - 00:16:47] 在interaction中去
[00:16:47 - 00:16:48] 把这东西标出来
[00:16:48 - 00:16:49] 其实这个
[00:16:49 - 00:16:50] 那这就是environment
[00:16:50 - 00:16:53] 我们刚才说第二点部分的一个困境
[00:16:53 - 00:16:54] 就是说你拿
[00:16:54 - 00:16:57] 就是wirefable reward去做RL
[00:16:57 - 00:16:59] 那wirefable reward
[00:16:59 - 00:17:00] 比如说我们原来做open的WQA
[00:17:00 - 00:17:01] 或者做这个math
[00:17:01 - 00:17:02] 或者做这个
[00:17:02 - 00:17:03] 就是code
[00:17:03 - 00:17:05] 他写这东西就会相对固定一点
[00:17:05 - 00:17:06] 那computer user来讲
[00:17:06 - 00:17:07] 这个space要大得多
[00:17:07 - 00:17:08] 那computer user里面
[00:17:08 - 00:17:10] 你去如何写好这个reward
[00:17:10 - 00:17:11] 它是一个超级耗时
[00:17:11 - 00:17:12] 可能每一个case
[00:17:12 - 00:17:14] 它可能消耗专家
[00:17:14 - 00:17:15] 可能都十来个小时
[00:17:15 - 00:17:15] 这么一个范围
[00:17:15 - 00:17:17] 去写这么一个体面
[00:17:17 - 00:17:18] 然后这一个体面
[00:17:18 - 00:17:19] 可能训完这也没有用了
[00:17:19 - 00:17:21] 那就是这么一个过程
[00:17:21 - 00:17:21] 会有这么一个问题
[00:17:21 - 00:17:22] 其实所以说我
[00:17:22 - 00:17:23] 基本上25年
[00:17:23 - 00:17:25] 就是花了非常多的时间
[00:17:25 - 00:17:25] 在这上面
[00:17:25 - 00:17:27] 对所以说
[00:17:27 - 00:17:28] 但对于benchmark来讲
[00:17:28 - 00:17:28] 这是必要的
[00:17:28 - 00:17:29] 其实我们也在探究
[00:17:29 - 00:17:31] 更多的去如何去scaling
[00:17:31 - 00:17:32] 你这个东西没办法scaling
[00:17:32 - 00:17:33] 你拿没有那么多专家
[00:17:33 - 00:17:34] 没有那么多人
[00:17:34 - 00:17:34] 也没有那么多钱
[00:17:34 - 00:17:36] 所以说可能
[00:17:36 - 00:17:37] 想办法怎么去再合成
[00:17:37 - 00:17:39] 然后怎么样
[00:17:39 - 00:17:40] 当然刚才也说
[00:17:40 - 00:17:40] environment上
[00:17:40 - 00:17:42] 除了reward
[00:17:42 - 00:17:43] 还有这个info上
[00:17:43 - 00:17:44] 也要去做scaling
[00:17:44 - 00:17:45] 就花了很多时间
[00:17:45 - 00:17:46] 在做这种东西
[00:17:46 - 00:17:46] 对
[00:17:46 - 00:17:47] 所以这是我可能
[00:17:47 - 00:17:48] 2025年中
[00:17:48 - 00:17:48] 说到这个
[00:17:48 - 00:17:49] 我感觉到
[00:17:49 - 00:17:50] 最近也有个蛮大的现象
[00:17:50 - 00:17:50] 就是其实
[00:17:50 - 00:17:52] 大家开始去想要
[00:17:52 - 00:17:52] environment
[00:17:52 - 00:17:54] 在更早的一天
[00:17:54 - 00:17:55] 大家scaling都是data
[00:17:55 - 00:17:56] 其实这是一种
[00:17:56 - 00:17:57] 新的商业模式
[00:17:57 - 00:17:57] 其实硅谷
[00:17:57 - 00:17:59] 其实蛮多这种商业模式的
[00:17:59 - 00:18:00] 就是说
[00:18:00 - 00:18:01] 就是我没有
[00:18:01 - 00:18:02] 太具体了解过
[00:18:02 - 00:18:02] 其实你看他们
[00:18:02 - 00:18:03] 比如说
[00:18:03 - 00:18:04] 这种RL的数据
[00:18:04 - 00:18:05] 也是可以卖的
[00:18:05 - 00:18:06] 比如说按次
[00:18:06 - 00:18:07] 按次调用收费
[00:18:07 - 00:18:08] 对比如说我这个体面
[00:18:08 - 00:18:09] 我卖给你的公司
[00:18:09 - 00:18:10] 可能你这个公司
[00:18:10 - 00:18:11] 现在因为我们知道
[00:18:11 - 00:18:12] RL可能是从
[00:18:12 - 00:18:13] 帕塞的64
[00:18:13 - 00:18:14] 把它
[00:18:14 - 00:18:15] 就是它的本质
[00:18:15 - 00:18:16] 可能是说
[00:18:16 - 00:18:16] 我原来的模型
[00:18:16 - 00:18:17] 64次轴
[00:18:17 - 00:18:18] 我里面能对出来一次
[00:18:18 - 00:18:19] 然后我尝试让它
[00:18:19 - 00:18:20] 一次就对出来
[00:18:20 - 00:18:21] 让它或者四次
[00:18:21 - 00:18:22] 就能对出来一个
[00:18:22 - 00:18:23] 那这样就是我RL
[00:18:23 - 00:18:23] 做这种事情
[00:18:23 - 00:18:25] 那它其实就是说
[00:18:25 - 00:18:26] OK我卖你这个
[00:18:26 - 00:18:26] RL Environment
[00:18:26 - 00:18:28] 然后你去投好好跑
[00:18:28 - 00:18:30] 然后那我这边
[00:18:30 - 00:18:31] 就作为一个API
[00:18:31 - 00:18:32] 我给你提供好
[00:18:32 - 00:18:32] 然后你去
[00:18:32 - 00:18:33] 跟我做交货
[00:18:33 - 00:18:35] 然后那你这个模型里面
[00:18:35 - 00:18:36] 你就不用别的了
[00:18:36 - 00:18:37] 你就专门这模型
[00:18:37 - 00:18:37] 只做算法就行了
[00:18:37 - 00:18:38] 你玩玩们的交给我
[00:18:38 - 00:18:39] 我帮你维护
[00:18:39 - 00:18:41] 然后你来想要
[00:18:41 - 00:18:42] screenshot
[00:18:42 - 00:18:43] 我给你个screenshot
[00:18:43 - 00:18:44] 你想执行一个
[00:18:44 - 00:18:44] 鼠标挪动
[00:18:44 - 00:18:46] 我给你个鼠标挪动
[00:18:46 - 00:18:46] 对
[00:18:46 - 00:18:47] reward我也给你
[00:18:47 - 00:18:48] 每一步子都给你reward
[00:18:48 - 00:18:50] 其实如果是all come reward
[00:18:50 - 00:18:50] 就是最后一步
[00:18:50 - 00:18:51] 给你一或者零
[00:18:51 - 00:18:52] 然后如果是
[00:18:52 - 00:18:53] process reward
[00:18:53 - 00:18:55] 可能中间还会再给你一星
[00:18:55 - 00:18:55] 类似这种
[00:18:55 - 00:18:57] 其实这就按次卖
[00:18:57 - 00:18:57] 然后轮流卖
[00:18:57 - 00:18:59] 其实是一个很好的商业模式
[00:18:59 - 00:19:00] 然后我相当于
[00:19:00 - 00:19:01] 拿语文服务拿专家
[00:19:01 - 00:19:02] 然后这边直接卖给你服务
[00:19:02 - 00:19:03] 其实有很多这种
[00:19:03 - 00:19:05] 其实我理解那个
[00:19:05 - 00:19:07] Observation还有这个Action
[00:19:07 - 00:19:08] 这个就是
[00:19:08 - 00:19:10] 我就state这种
[00:19:10 - 00:19:12] 这个信息是好反馈的
[00:19:12 - 00:19:13] 但是reward的
[00:19:13 - 00:19:14] 这个比如说
[00:19:14 - 00:19:15] 它是不是需要
[00:19:15 - 00:19:18] 你和服务提供方
[00:19:18 - 00:19:19] 和这个用的人
[00:19:19 - 00:19:22] 有更好的那么一个对齐
[00:19:22 - 00:19:23] 就是怎么才能变一个
[00:19:23 - 00:19:25] 服务提供方会把体面
[00:19:25 - 00:19:26] 跟reward一起打包
[00:19:26 - 00:19:29] 对对对 是的
[00:19:29 - 00:19:30] 对 你这样的话
[00:19:30 - 00:19:31] 你肯定不是说你有一个新的任务
[00:19:31 - 00:19:32] 他来给你generate reward
[00:19:32 - 00:19:34] 这个事情不太现实
[00:19:34 - 00:19:36] 这也特别其实就很
[00:19:36 - 00:19:37] 就那个METR那两个公司
[00:19:37 - 00:19:39] 他们就在做说
[00:19:39 - 00:19:40] 以后的数据公司也好
[00:19:40 - 00:19:43] 或者会有专门的一种形态的公司
[00:19:43 - 00:19:46] 他会帮你来把模型做好evaluation
[00:19:46 - 00:19:49] 然后来给你提供你所需要的数据
[00:19:49 - 00:19:51] 然后可能你自己模型公司
[00:19:51 - 00:19:52] 做算法的人都没有意识到
[00:19:52 - 00:19:53] 你模型可能需要这个数据
[00:19:53 - 00:19:55] 或者他在这方面有问题
[00:19:55 - 00:19:57] 然后给你深入的做一个analyzation
[00:19:57 - 00:20:00] 那这不是让一个第三方公司
[00:20:00 - 00:20:03] 就是抓住你命运的咽喉了
[00:20:03 - 00:20:04] 把生产服务都卖包了
[00:20:04 - 00:20:04] 对
[00:20:04 - 00:20:05] 但其实你看
[00:20:05 - 00:20:06] 比如说
[00:20:06 - 00:20:07] 比如说签问VL出来
[00:20:07 - 00:20:08] 对
[00:20:08 - 00:20:09] 我想迭代下一代签问
[00:20:09 - 00:20:10] 那我不在乎
[00:20:10 - 00:20:11] 我上一代签问的问题
[00:20:11 - 00:20:11] 你发没发现
[00:20:11 - 00:20:12] 你发现的最好
[00:20:12 - 00:20:13] 对
[00:20:13 - 00:20:15] 可能是有这种效果
[00:20:15 - 00:20:16] 我觉得Cloud可能
[00:20:16 - 00:20:17] 他们也会有这种问题
[00:20:17 - 00:20:18] 我觉得还
[00:20:18 - 00:20:20] 还算能行得通
[00:20:20 - 00:20:22] 但是就这种公司
[00:20:22 - 00:20:22] 现在有的硅谷
[00:20:22 - 00:20:23] 可能有一些
[00:20:23 - 00:20:24] 但在国内可能
[00:20:24 - 00:20:26] 还没有看到什么迹象
[00:20:26 - 00:20:28] 你们的爱命的机会来
[00:20:28 - 00:20:31] 我可能会说的更宏观一点吧
[00:20:31 - 00:20:33] 就是我觉得首先从
[00:20:33 - 00:20:35] 就是整个社区的层面来讲
[00:20:35 - 00:20:37] 就25年很多人在说是
[00:20:37 - 00:20:38] agent的元年
[00:20:38 - 00:20:40] 对我觉得这个是有两个方面
[00:20:40 - 00:20:43] 第一方面首先从research角度来说
[00:20:43 - 00:20:45] 就首先就24年那会儿
[00:20:45 - 00:20:47] 大家再更多的讲这个
[00:20:47 - 00:20:48] reading model
[00:20:48 - 00:20:51] 那时候更多是把数学
[00:20:51 - 00:20:52] 或者coding这种场景
[00:20:52 - 00:20:55] 作为就是你优化模型能力的一个
[00:20:55 - 00:20:56] 主要的方向
[00:20:56 - 00:21:25] 对吧,然后但到25年的时候,就是你像这个Gemini OpenAI读在IMO得到了金牌,对吧,就是很大的就是社会事件,所以就是你通过Math这些路线来提升模型能力,其实差不多已经就快到一个天花板了,所以说很自然的大家就会想,就是下一代你要继续去优化你的模型,你应该要去做什么事情,所以就是说很自然的就是下一个,就是下一个level的更有挑战性的任务,就是Raging的任务。
[00:21:25 - 00:21:26] 从research层面
[00:21:26 - 00:21:28] 就是包括之前web aging lab
[00:21:28 - 00:21:30] 就是很感谢aging lab
[00:21:30 - 00:21:30] 作为一个统计
[00:21:30 - 00:21:32] 就是关于这个aging论文
[00:21:32 - 00:21:33] 在二五年
[00:21:33 - 00:21:34] 就最近几个月
[00:21:34 - 00:21:35] 有个很爆发式的增长
[00:21:35 - 00:21:36] 对吧
[00:21:36 - 00:21:37] 所以这是第一点
[00:21:37 - 00:21:38] 我觉得二五年确实就是
[00:21:38 - 00:21:40] 就aging research
[00:21:40 - 00:21:41] 或者过aging research
[00:21:41 - 00:21:43] 它得到的关注度
[00:21:43 - 00:21:43] 是完全不一样
[00:21:43 - 00:21:44] 然后第二点
[00:21:44 - 00:21:46] 从产品层面来讲
[00:21:46 - 00:21:47] 我觉得有一点也很重要
[00:21:47 - 00:21:49] 就是二三二四年
[00:21:49 - 00:21:50] 大家很喜欢说的一个词
[00:21:50 - 00:21:50] 是talk
[00:21:50 - 00:21:52] 对吧
[00:21:52 - 00:21:53] 但二五年开始之后
[00:21:53 - 00:21:55] 就是大家对于产品形态的认可
[00:21:55 - 00:21:56] 越来越高了
[00:21:56 - 00:21:58] 这个很大程度上
[00:21:58 - 00:21:59] 也要归功于
[00:21:59 - 00:22:00] 像Manus之类产品的成功
[00:22:00 - 00:22:01] 当然可能Manus
[00:22:01 - 00:22:03] 比如三四月份出来的时候
[00:22:03 - 00:22:04] 那会儿还是会有一些人
[00:22:04 - 00:22:04] 说套壳
[00:22:04 - 00:22:05] 大家可能观察到
[00:22:05 - 00:22:07] 就是套壳这个词
[00:22:07 - 00:22:08] 现在可能说的越来越少
[00:22:08 - 00:22:10] 就大家可以意识到
[00:22:10 - 00:22:11] 就是模型只是模型
[00:22:11 - 00:22:13] 你要真的让它可用
[00:22:13 - 00:22:14] 你外面这一层
[00:22:14 - 00:22:16] 就是产品化的东西
[00:22:16 - 00:22:18] 它不仅仅是一个
[00:22:18 - 00:22:19] thing wrapper
[00:22:19 - 00:22:20] 它可能会有很大的
[00:22:20 - 00:22:23] 就是空间和很大的这种
[00:22:23 - 00:22:25] 就是design
[00:22:25 - 00:22:25] 需要你去做
[00:22:25 - 00:22:27] 对我觉得这是community
[00:22:27 - 00:22:28] 就是二五年
[00:22:28 - 00:22:30] 对于agent就是从research和产品层面
[00:22:30 - 00:22:31] 都有两个我觉得
[00:22:31 - 00:22:33] 我个人觉得很积极的方面
[00:22:33 - 00:22:36] 然后从我个人层面来说的话
[00:22:36 - 00:22:38] 二五年对我来说也是一个变化的一年
[00:22:38 - 00:22:39] 因为我是从一个
[00:22:39 - 00:22:41] 就在学校的这个博士生
[00:22:41 - 00:22:44] 或者在学校的研究者的身份
[00:22:44 - 00:22:45] 转化成了一个
[00:22:45 - 00:22:47] 就是业界的创业者
[00:22:47 - 00:22:49] 对所以对我来说就是
[00:22:49 - 00:22:51] 这其实还是
[00:22:51 - 00:22:53] 虽然我们想做的事情
[00:22:53 - 00:22:54] 就是我一开始也说是
[00:22:54 - 00:22:55] 一以贯之的一个目标
[00:22:55 - 00:22:58] 但是你要考虑的因素肯定是会不一样的
[00:22:58 - 00:23:00] 在学校和在这个创业
[00:23:00 - 00:23:01] 你需要考虑因素
[00:23:01 - 00:23:03] 你需要考虑事情都会很不一样
[00:23:03 - 00:23:06] 我觉得26年对于26年预期就是
[00:23:06 - 00:23:08] 我们希望就是真的能够
[00:23:08 - 00:23:10] 把我们之前做了一些就是
[00:23:10 - 00:23:12] Goal Aging或者Web Aging的research
[00:23:12 - 00:23:16] 真正的能够落地去产生一些商业价值
[00:23:16 - 00:23:19] 就你做落地和做研究
[00:23:19 - 00:23:21] 会有很多的不一样
[00:23:21 - 00:23:23] 比如说要去落地一个产品
[00:23:23 - 00:23:24] 你可能在学术研究上
[00:23:24 - 00:23:26] 你一个比如说OS World
[00:23:26 - 00:23:28] 刷到百分之六七十
[00:23:28 - 00:23:29] 非常可观
[00:23:29 - 00:23:31] 但你要真正让它可用
[00:23:31 - 00:23:32] 你在很多场景底下
[00:23:32 - 00:23:34] 你就是可能要百分之九十多
[00:23:34 - 00:23:35] 甚至百分之百的这个
[00:23:35 - 00:23:38] 所以这个是会是我们
[00:23:38 - 00:23:40] 二六年去关注的一个
[00:23:40 - 00:23:41] 对最重要的一个点
[00:23:41 - 00:23:44] 怎么样把事情就变得
[00:23:44 - 00:23:45] 真正的能够落地
[00:23:45 - 00:23:46] 真正能够产生商业价值
[00:23:46 - 00:23:48] 对我说的比较宏观
[00:23:48 - 00:23:51] 就是没有前面大家说的
[00:23:51 - 00:23:52] 这么多干货的
[00:23:52 - 00:23:55] 就其实我们大家都做过
[00:23:55 - 00:23:56] 就是挺多100流星的工作
[00:23:56 - 00:23:58] 就天猫刚提了位座
[00:23:58 - 00:24:00] 然后像我们这边Munchweb系列
[00:24:00 - 00:24:03] 包括就是Ming也做Munchweb Live
[00:24:03 - 00:24:06] 所以我其实还挺想跟大家聊一聊
[00:24:06 - 00:24:07] 就100流星这个话题
[00:24:07 - 00:24:09] 就是有很多background
[00:24:09 - 00:24:12] 就首先就过去一年
[00:24:12 - 00:24:13] 大家都在说
[00:24:13 - 00:24:15] benchmark的分数不重要
[00:24:15 - 00:24:17] 所有人都在聊这个话题
[00:24:17 - 00:24:18] 就现在大模型
[00:24:18 - 00:24:20] 每一个厂商release
