[00:00:06--00:00:07] 开了一扇窗户
[00:17:16--00:17:17] 反正还有很多人
[00:17:17--00:17:18] 包括学校的领导
[00:17:18--00:17:19] 都很支持这个事
[00:17:19--00:17:21] 大家一起坐在一起聊这个事情
[00:17:21--00:17:22] 怎么办
[00:17:22--00:17:23] 怎么分
[00:17:23--00:17:24] 怎么样合理
[00:17:24--00:17:25] 对吧
[00:17:25--00:17:26] 因为刚开始
[00:17:26--00:17:27] 国家的意图也很明显
[00:17:27--00:17:28] 就鼓励大家去做
[00:17:28--00:17:29] 这个科技生活转化
[00:17:29--00:17:30] 对吧
[00:17:30--00:17:32] 不要躺在保险柜里
[00:17:32--00:17:35] 然后把它转化成产业的价值
[00:17:35--00:17:37] 所以就开始聊
[00:17:37--00:17:38] 有意愿其实还是
[00:17:38--00:17:40] 其实双方都很有意愿
[00:17:40--00:17:41] 无非就是说
[00:17:41--00:17:42] 在这个过程当中
[00:17:42--00:17:43] 怎么把这个东西厘清
[00:17:43--00:17:45] 操作的流程
[00:17:45--00:17:47] 怎么来定这个东西
[00:17:47--00:17:48] 之后大家不要留下一些
[00:17:48--00:17:49] 疑虑的问题
[00:17:49--00:17:51] 没考虑到的细节等等等等
[00:17:51--00:17:53] 所以当时我们就开始走这个事情
[00:17:53--00:17:55] 它真正走通就已经到19年
[00:17:55--00:17:56] 走了两年
[00:17:56--00:17:57] 一年多
[00:17:57--00:17:58] 一年多
[00:17:58--00:17:59] 那个办法是18年的
[00:17:59--00:18:01] 我记得是应该是18年的1月份
[00:18:01--00:18:02] 出来的
[00:18:02--00:18:03] 然后研究这个细节
[00:18:03--00:18:04] 走通整个流程
[00:18:04--00:18:06] 公司注册到6月
[00:18:06--00:18:07] 19年的6月份
[00:18:07--00:18:08] 那段时间
[00:18:08--00:18:09] 我们是第一家
[00:18:09--00:18:10] 我们系里面第一家
[00:18:10--00:18:12] 所有整个清华都可以
[00:18:12--00:18:13] 都是第一家
[00:18:13--00:18:14] 至少我们计算机系是第一家
[00:18:14--00:18:16] 其他学习效果不是很清楚
[00:18:16--00:18:17] 不太了解
[00:18:17--00:18:20] 这一年半主要就是时间耗在哪
[00:18:20--00:18:22] 就是谈这个中间这个过程
[00:18:22--00:18:23] 比如说大家分多少
[00:18:23--00:18:25] 是37开28开还是19开
[00:18:25--00:18:27] 然后你评估多少
[00:18:27--00:18:28] 就是你整个这个东西
[00:18:28--00:18:30] 我们有科技成果
[00:18:30--00:18:31] 我们也有拿奖的成果
[00:18:31--00:18:33] 这成果都做过一些鉴定
[00:18:33--00:18:34] 那到底它值多少钱
[00:18:34--00:18:37] 以前都不拿钱来评判的
[00:18:37--00:18:38] 顶多是说
[00:18:38--00:18:40] 是一个什么样的一个水平
[00:18:40--00:18:41] 对吧
[00:18:41--00:18:42] 它没有拿钱
[00:18:42--00:18:43] 你一旦产业化
[00:18:43--00:18:45] 这多东西最后都归到钱上
[00:18:45--00:18:46] 对吧
[00:18:46--00:18:47] 因为占股本什么之类的
[00:18:47--00:18:48] 你都需要作为
[00:18:48--00:18:50] 用钱作为单位来衡量
[00:18:50--00:18:52] 所以它最后评估的过程
[00:18:52--00:18:56] 怎么来定义这个价值是多少
[00:18:56--00:18:58] 货币上怎么定义这个事情
[00:18:58--00:19:00] 这谈就弄了很久
[00:19:00--00:19:01] 最后让你们满意吗
[00:19:01--00:19:02] 我觉得还挺好的吧
[00:19:02--00:19:03] 我觉得还挺好的
[00:19:03--00:19:05] 还算是比较顺利
[00:19:05--00:19:07] 虽然耗去了一年多时间
[00:19:07--00:19:08] 但是我刚才讲了
[00:19:08--00:19:10] 因为你毕竟是第一个吃螃蟹的
[00:19:10--00:19:12] 你前面没有人走过这个路
[00:19:12--00:19:14] 就学校也没走过
[00:19:14--00:19:16] 学校也不太清楚这个事情该怎么办
[00:19:16--00:19:18] 所以大家是在互相理解
[00:19:18--00:19:20] 互相的配合
[00:19:20--00:19:21] 找到这个契合点
[00:19:21--00:19:22] 合适的契合点
[00:19:22--00:19:26] 又不要给大家造成一些后续的麻烦
[00:19:26--00:19:27] 因为他们可能也
[00:19:27--00:19:28] 体制内满
[00:19:28--00:19:29] 他总会也还有一些
[00:19:29--00:19:30] 国资什么的
[00:19:30--00:19:32] 这些事情的一些要求
[00:19:32--00:19:33] 能把这个事情
[00:19:33--00:19:34] 能这么快的走下来
[00:19:34--00:19:35] 我觉得是非常不容易的
[00:19:35--00:19:36] 肯定是学校
[00:19:36--00:19:37] 我们还有各方
[00:19:37--00:19:39] 大家配合把这事情走下来的
[00:19:39--00:19:41] 当时有没有参考一些
[00:19:41--00:19:42] 比如说
[00:19:42--00:19:44] 陈散福教授在我们看公司
[00:19:44--00:19:46] 因为海外这个非常多
[00:19:46--00:19:48] 所以当时确实是看了很多
[00:19:48--00:19:50] 然后学校这边肯定是
[00:19:50--00:19:53] 广泛的调研和看过这个事情
[00:19:53--00:19:54] 然后我们也
[00:19:54--00:19:56] 就反正也举过一些例子
[00:19:56--00:19:58] 跟大家解释这些事情
[00:19:58--00:19:59] 谈这些事情
[00:19:59--00:20:00] 但是这个细节
[00:20:00--00:20:01] 我有一点不太清楚
[00:20:01--00:20:02] 因为主要是
[00:20:02--00:20:03] 德宾他们说
[00:20:03--00:20:05] 跟他们去学校去谈的
[00:20:05--00:20:06] 我那时候这个事
[00:20:06--00:20:07] 我没参与太多
[00:20:07--00:20:08] 但这个历程我知道
[00:20:08--00:20:09] 确实不容易
[00:20:09--00:20:11] 搞了挺久的
[00:20:11--00:20:12] 但是我们那个团队运转
[00:20:12--00:20:13] 是17年就开始
[00:20:13--00:20:14] 我们就在
[00:20:14--00:20:16] 相对比较独立的在运转
[00:20:16--00:20:18] 但是公司注册成立
[00:20:18--00:20:19] 是19年
[00:20:19--00:20:20] 完全转出来
[00:20:20--00:20:21] 那个时候就19年注册以后
[00:20:21--00:20:22] 就把这个团队
[00:20:22--00:20:23] 从学校的实验室里面
[00:20:23--00:20:24] 全部都转出来
[00:20:24--00:20:25] 这个还挺有意思的
[00:20:25--00:20:26] 因为其实这个政策
[00:20:26--00:20:28] 出的时候是18年
[00:20:28--00:20:29] 然后第一个
[00:20:29--00:20:30] 你们作为第一个吃螃蟹的人
[00:20:30--00:20:31] 其实你们在很主动
[00:20:31--00:20:32] 在push这件事情
[00:20:32--00:20:33] 在整个情话里面
[00:20:33--00:20:35] 所以你们才是一帮非常
[00:20:35--00:20:36] 就是想创业的人对吧
[00:20:36--00:20:37] 相对于其他人来说
[00:20:37--00:20:39] 对所以刚才你说的是谁让你去
[00:20:39--00:20:40] 让你去创业
[00:20:40--00:20:41] 我们自己想做这个事
[00:20:41--00:20:42] 所以我一直说
[00:20:42--00:20:44] 志普这个包括我们的团队
[00:20:44--00:20:46] 还是非常幸运的一帮人
[00:20:46--00:20:48] 很多事情恰好就在那个时间
[00:20:48--00:20:49] 发生了
[00:20:49--00:20:50] 你碰到了最好的事情
[00:20:50--00:20:52] 然后对发生了
[00:20:52--00:20:54] 然后你正好又踩在这个点上
[00:20:54--00:20:55] 这是17年到19年
[00:20:55--00:20:56] 其实一条线
[00:20:56--00:20:57] 你们是在跟学校谈
[00:20:57--00:20:58] 在公司这条线上
[00:20:58--00:21:00] 你们当时在做哪些事情
[00:21:00--00:21:01] 以及有哪些尝试
[00:21:01--00:21:02] 当时的话
[00:21:02--00:21:04] 因为我们这个团队
[00:21:04--00:21:06] 从学院时
[00:21:06--00:21:08] 那个时候就已经有一个
[00:21:08--00:21:09] 不小的团队
[00:21:09--00:21:10] 大概有一个
[00:21:10--00:21:11] 一二十人
[00:21:11--00:21:13] 一团队就专门做这些事
[00:21:13--00:21:15] 当时我们主要做的是一个
[00:21:15--00:21:16] 科技情报的一个平台
[00:21:16--00:21:17] 一个产品
[00:21:17--00:21:19] 这产品在国际上还是非常有
[00:21:19--00:21:22] 包括国内也有很大的一个影响力
[00:21:22--00:21:24] 叫A-minor
[00:21:24--00:21:25] 当时我们有专门的一个团队
[00:21:25--00:21:26] 在做这些产品化
[00:21:26--00:21:28] 做服务商业化的转化
[00:21:28--00:21:30] 那个时候我们就已经在
[00:21:30--00:21:31] 通过这个产品
[00:21:31--00:21:33] 通过这个技术服务很多的客户
[00:21:33--00:21:36] 包括一些高科技企业
[00:21:36--00:21:37] 刚才说正美元
[00:21:37--00:21:40] 当时的什么谷歌
[00:21:40--00:21:41] X美服务
[00:21:41--00:21:43] 这些包括IBM
[00:21:43--00:21:45] 全部是我们的客户
[00:21:45--00:21:47] 那时候公司是盈利的吗
[00:21:47--00:21:48] 那时候没公司
[00:21:48--00:21:49] 当然我们肯定很赚钱
[00:21:49--00:21:50] 很赚钱
[00:21:50--00:21:51] 就是按项目制
[00:21:51--00:21:53] 去一个一个的去给他交付
[00:21:53--00:21:54] 对
[00:21:54--00:21:55] 能赚多少钱那时候
[00:21:55--00:21:57] 我倒是不是太关心这个事情
[00:21:57--00:21:59] 但是我当时有点印象是
[00:21:59--00:22:00] 有一年我们大概
[00:22:00--00:22:02] 整个实验室的
[00:22:02--00:22:03] 就挣的这种
[00:22:03--00:22:05] 我们叫横向的科研经费
[00:22:05--00:22:06] 项目经费
[00:22:06--00:22:07] 我们就挣了
[00:22:07--00:22:09] 好像一年有接近两千万
[00:22:09--00:22:10] 所以你们
[00:22:10--00:22:12] 当时已经是学校非常有钱的老师了
[00:22:12--00:22:15] 这个钱进不了个人兜
[00:22:15--00:22:17] 对一方面我是觉得其实挺好的
[00:22:17--00:22:18] 市场有很大的需求
[00:22:18--00:22:20] 这个技术确实也有它的领先性
[00:22:20--00:22:21] 我们就想做这个事情
[00:22:21--00:22:24] 而且也确实让我们看到了一些机会
[00:22:24--00:22:26] 说去向这个
[00:22:26--00:22:27] 就刚才说的
[00:22:27--00:22:28] 下一步的这个认知智能
[00:22:28--00:22:30] 这个方向去迈进
[00:22:30--00:22:32] 对这个更新迭代的速度
[00:22:32--00:22:34] 可能在去产业界之后会更快
[00:22:34--00:22:36] 你们怎么定义这个感知智能
[00:22:36--00:22:39] 到认知智能的这个技术区别
[00:22:39--00:22:41] 其实有一个很经典的问题
[00:22:41--00:22:43] 就是我们跟张博老师聊天的时候
[00:22:43--00:22:44] 张博老师老举的一个事情
[00:22:44--00:22:45] 那个时候
[00:22:45--00:22:47] 他说那个时候的上一代的人工智能
[00:22:47--00:22:50] 是解决的是个感知的问题
[00:22:50--00:22:52] 其实他不知道
[00:22:52--00:22:53] 他不知道
[00:22:53--00:22:54] 对你想想这个问题
[00:22:54--00:22:55] 其实挺有意思
[00:22:55--00:22:56] 他画了一个象限
[00:22:56--00:22:57] 他在一个象限里面
[00:22:57--00:22:58] 一个二维的象限里面
[00:22:58--00:22:59] 他画了一下
[00:22:59--00:23:00] 叫现在的问题
[00:23:00--00:23:02] 人工智能解决的这个问题
[00:23:02--00:23:03] 就是说
[00:23:03--00:23:06] 就是一些非常小的一个范围的问题
[00:23:06--00:23:08] 然后再往外就是认知上
[00:23:08--00:23:11] 就是我知道我不知道
[00:23:11--00:23:12] 对吧
[00:23:12--00:23:14] 就人有这个能力
[00:23:14--00:23:17] 然后还有一块是我不知道我不知道
[00:23:17--00:23:19] 所以其实我们现在探索的事情
[00:23:19--00:23:21] 就是想让机器具备
[00:23:21--00:23:23] 类似这样的认知的能力
[00:23:23--00:23:24] 不是简单的
[00:23:24--00:23:25] 就是说我识别一个图片
[00:23:25--00:23:27] 或者是理解翻译一个语音
[00:23:27--00:23:28] 这样的一个事情
[00:23:28--00:23:30] 其实这个东西它没有脑子
[00:23:30--00:23:31] 就原来的这个技术
[00:23:31--00:23:32] 它其实不是个脑子
[00:23:32--00:23:34] 它只是一些技能
[00:23:34--00:23:35] 单个的技能
[00:23:35--00:23:37] 现在人工智能具备认知了吗
[00:23:37--00:23:38] 我看前几个月吧
[00:23:38--00:23:40] 唐家老师还发了一个微博说
[00:23:40--00:23:41] 大家觉得人工智能有认知吗
[00:23:41--00:23:42] 可以跟我交流
[00:23:42--00:23:44] 所以现在解决这个问题了吗
[00:23:44--00:23:46] 我觉得正在解决的途径当中
[00:23:46--00:23:47] 还没有解决完
[00:23:47--00:23:49] 因为认知的本质是什么
[00:23:49--00:23:53] 这件事情还没有得到最终答案
[00:23:53--00:23:57] 这个事是一直是计算机科学家
[00:23:57--00:23:59] 还有脑科学
[00:23:59--00:24:00] 还有认知科学
[00:24:00--00:24:02] 有专门的认知科学
[00:24:02--00:24:03] 认知心理学
[00:24:03--00:24:06] 这些科学家们一起在研究的一个问题
[00:24:06--00:24:08] 人的认知能力到底是因为什么
[00:24:08--00:24:09] 不知道
[00:24:09--00:24:12] 现在还没有彻底把这个奥秘解开
[00:24:12--00:24:15] 所以现在的包括戴大模型之内
[00:24:15--00:24:17] 在内的这些技术
[00:24:17--00:24:20] 是不是真的模拟了人的这个认知
[00:24:20--00:24:23] 或者说掌握了人类认知的这个本质
[00:24:23--00:24:25] 我觉得肯定不是
[00:24:25--00:24:26] 还没有到那个地步
[00:24:26--00:24:27] 因为你自己都没搞清楚
[00:24:27--00:24:28] 这个本质是啥
[00:24:28--00:24:29] 对吧
[00:24:29--00:24:30] 所以你很难说
[00:24:30--00:24:31] 这个事情你已经解决掉了
[00:24:31--00:24:34] 但是站在那个时间窗口上
[00:24:34--00:24:35] 你们当时看到的下一代人工智能
[00:24:35--00:24:36] 就是这个了
[00:24:36--00:24:37] 这个认知智能
[00:24:37--00:24:38] 所以想做这个
[00:24:38--00:24:39] 认知智能和那个情报系统
[00:24:39--00:24:40] 它们是什么关系
[00:24:40--00:24:42] 我们是把这个认知智能的能力
[00:24:42--00:24:44] 应用在某一个领域里面去
[00:24:44--00:24:46] 去做这个研究
[00:24:46--00:24:47] 以及体现它的能力
[00:24:47--00:24:50] 因为为什么做情报这个事情呢
[00:24:50--00:24:53] 其实我不知道你了不了解这个情报学
[00:24:53--00:24:54] 原来情报学的定义
[00:24:54--00:24:55] 其实在学科定义里面
[00:24:55--00:24:58] 情报学的定义是在图书馆下面
[00:24:58--00:25:00] 就是原来就很多的这种图书馆
[00:25:00--00:25:02] 它保存了大量的科技文献
[00:25:02--00:25:05] 然后所谓的情报学就是通过大量的
[00:25:05--00:25:08] 文献数据的这种分析和研究
[00:25:08--00:25:11] 得出新的知识或者新的信息
[00:25:11--00:25:13] 这个叫我理解
[00:25:13--00:25:15] 它就是情报学要做的事情
[00:25:15--00:25:16] 那你想想
[00:25:16--00:25:20] 为什么这些顶级的研究人员
[00:25:20--00:25:22] 才能做这个事情
[00:25:22--00:25:24] 因为它需要引用新出新的知识
[00:25:24--00:25:25] 对
[00:25:25--00:25:28] 它要理解原有的那些文献表达的那些知识
[00:25:28--00:25:30] 首先这是第一理解的能力
[00:25:30--00:25:32] 第二你要把能把这些理解的这些能力
[00:25:32--00:25:34] 这些知识综合起来
[00:25:34--00:25:35] 重新演绎
[00:25:35--00:25:36] 重新按照你的目标
[00:25:36--00:25:38] 你的想要解决的问题
[00:25:38--00:25:40] 重新演绎去推理
[00:25:40--00:25:42] 并且第三得到一个新的东西
[00:25:42--00:25:43] 得到新的知识
[00:25:43--00:25:44] 这个事情很伟大
[00:25:44--00:25:46] 人类的知识就是这样出来的
[00:25:46--00:25:48] 不断的增长不断的增长不断的增长
[00:25:48--00:25:50] 因为用旧的东西然后融合
[00:25:50--00:25:52] 然后推演然后得到新的东西
[00:25:52--00:25:54] 其实本质上就是这么来的
[00:25:54--00:25:55] 对
[00:25:55--00:25:56] 所以情报学研究的这个东西
[00:25:56--00:25:59] 它特别像我们刚才说的那个认知的能力
[00:25:59--00:26:00] 就不是像
[00:26:00--00:26:02] 它本质就是认知能力的一种应用
[00:26:02--00:26:04] 非常密集的一种应用
[00:26:04--00:26:05] 典型的一种应用
[00:26:05--00:26:07] 所以我们一开始就做这件事
[00:26:07--00:26:08] 它因为难度很高
[00:26:08--00:26:09] 大公司为什么买单
[00:26:09--00:26:10] 比如说Google
[00:26:10--00:26:12] 你知道他们找我们做什么事吗
[00:26:12--00:26:13] 不知道
[00:26:13--00:26:14] 非常有意思
[00:26:14--00:26:15] 就大公司向我们买单
[00:26:15--00:26:16] 就是找我们做这件事
[00:26:16--00:26:18] 他问的问题也非常简单
[00:26:18--00:26:20] 你就告诉我未来三到五年
[00:26:20--00:26:22] 在某一个领域里边
[00:26:22--00:26:25] 哪些技术会成为热点
[00:26:25--00:26:28] 成为重要的技术
[00:26:28--00:26:29] 它其实是预测
[00:26:29--00:26:30] 对
[00:26:30--00:26:31] 技术预测
[00:26:31--00:26:32] 对
[00:26:32--00:26:33] 所以你看预测这种事情
[00:26:33--00:26:34] 它一定是要基于认知的
[00:26:34--00:26:35] 像市场上
[00:26:35--00:26:36] 大家也在做市场预测
[00:26:36--00:26:37] 是一个事
[00:26:37--00:26:38] 是一个事
[00:26:38--00:26:39] 但是这个事情
[00:26:39--00:26:41] 你再往下下钻细分
[00:26:41--00:26:43] 其实还有很多种的问题
[00:26:43--00:26:45] 你像科技情报
[00:26:45--00:26:46] 科技类的信息
[00:26:46--00:26:47] 它相对来说比较规范
[00:26:47--00:26:48] 比较好做
[00:26:48--00:26:49] 论文
[00:26:49--00:26:50] 科技报告
[00:26:50--00:26:51] 专利这些东西
[00:26:51--00:26:53] 它都是有规范性格式的
