[00:00:03--00:00:10] Hello 大家好,欢迎收听张小俊商业访谈录,我是小俊
[00:00:10--00:00:14] 这是一档由语言级世界工作室出品的深度访谈节目
[00:13:41--00:13:42] 朗诵那么长的文本
[00:13:42--00:13:43] 因为人的带宽
[00:13:43--00:13:44] 听力的东西
[00:13:44--00:13:45] 其实你会很着急
[00:13:45--00:13:46] 所以我们觉得
[00:13:46--00:13:48] 当时从技术层面来
[00:13:48--00:13:48] 讲下来
[00:13:48--00:13:49] 它缺的是什么
[00:13:49--00:13:50] 是一个高效紧凑的
[00:13:50--00:13:51] representation
[00:13:51--00:13:52] 就表达形式
[00:13:52--00:13:53] 而那个时候
[00:13:53--00:13:55] 我们想到的一个概念
[00:13:55--00:13:56] 其实是知识图谱
[00:13:56--00:13:56] 知识图谱
[00:13:56--00:13:57] 现在也是一个
[00:13:57--00:13:58] 半截身子埋在土里的概念
[00:13:58--00:13:59] 老词
[00:13:59--00:14:00] 老词
[00:14:00--00:14:00] 对
[00:14:00--00:14:01] 但是当时我们
[00:14:01--00:14:02] 也是有追求的团队
[00:14:02--00:14:03] 然后我们在
[00:14:03--00:14:04] 知识图谱人设
[00:14:04--00:14:05] 我们再往下下转
[00:14:05--00:14:06] 看那到底是什么
[00:14:06--00:14:07] 限制了知识图谱
[00:14:07--00:14:09] 这个概念真正落地呢
[00:14:09--00:14:10] 我们当时找到的
[00:14:10--00:14:10] 一个切入点是
[00:14:10--00:14:11] 我们认为知识图谱
[00:14:11--00:14:13] 其实完全都不够完备
[00:14:13--00:14:14] 因为那个时候
[00:14:14--00:14:15] 你能找到的知识图谱
[00:14:15--00:14:16] 无论是通用的
[00:14:16--00:14:17] 还是就是行业
[00:14:17--00:14:19] 行业领域知识图谱
[00:14:19--00:14:20] 也是一个很久的一个词
[00:14:20--00:14:22] 它其实大量的依赖
[00:14:22--00:14:22] 是人的编解
[00:14:22--00:14:23] 比如说
[00:14:23--00:14:25] 如果你要在一个行业内
[00:14:25--00:14:26] 比如当时有做些
[00:14:26--00:14:27] 什么这个工业领域的
[00:14:27--00:14:27] 知识图谱
[00:14:27--00:14:28] 比如科学领域的知识图谱
[00:14:28--00:14:30] 其实都是需要一些专家
[00:14:30--00:14:31] 进行去标注
[00:14:31--00:14:32] 比如你要标注SPO
[00:14:32--00:14:34] 就是三元组这样的形式
[00:14:34--00:14:34] 去进行标注
[00:14:34--00:14:36] 而通用或者说
[00:14:36--00:14:37] 通识领域的知识图谱
[00:14:37--00:14:38] 其实当时世界上
[00:14:38--00:14:39] 有几个比较大的平台
[00:14:39--00:14:40] 有一个叫做Freebase
[00:14:40--00:14:42] 好像后来是被谷歌收购了
[00:14:42--00:14:43] 他们就以一种
[00:14:43--00:14:44] 重包的形式
[00:14:44--00:14:45] 让大家贡献这些知识
[00:14:45--00:14:46] 后来它应该演化成了
[00:14:46--00:14:47] Wikimedia Foundation
[00:14:47--00:14:48] 下面的一个项目
[00:14:48--00:14:49] 叫做Wikidata
[00:14:49--00:14:50] 它里头做的就是
[00:14:50--00:14:51] 比如说
[00:14:51--00:14:52] 关于你张老师
[00:14:52--00:14:53] 你是一个实体
[00:14:53--00:14:53] 叫Entity
[00:14:53--00:14:55] 你下面有各种你的属性
[00:14:55--00:14:57] 比如说你的出生日期
[00:14:57--00:14:59] 你的之前工作的场景
[00:14:59--00:15:00] 你的节目是什么
[00:15:00--00:15:01] 这样你能形成
[00:15:01--00:15:03] 各个实体之间的关系
[00:15:03--00:15:03] 这就是所谓知识图谱
[00:15:03--00:15:05] 但很明显这个东西
[00:15:05--00:15:06] 完全依赖于人类
[00:15:06--00:15:07] 这个东西我觉得
[00:15:07--00:15:09] 是我们探测到的一个瓶颈
[00:15:09--00:15:10] 所以我们想找到一种技术
[00:15:10--00:15:11] 来把这件事自动化
[00:15:11--00:15:13] 当时的技术供给
[00:15:13--00:15:13] 能做到什么
[00:15:13--00:15:15] 就是刚才讲到
[00:15:15--00:15:15] 那一个年代的NLP
[00:15:15--00:15:17] 还在一个比较初期
[00:15:17--00:15:18] 比较混沌的一个阶段
[00:15:18--00:15:19] 当时要做的事情
[00:15:19--00:15:21] 可能已经有的方案是这样
[00:15:21--00:15:22] 你可以首先进行叫
[00:15:22--00:15:23] 命名实体识别
[00:15:23--00:15:24] 叫NER
[00:15:24--00:15:25] Name Entity Recognition
[00:15:25--00:15:27] 就相对于你读一篇文章的时候
[00:15:27--00:15:28] 你把里头所有的实体
[00:15:28--00:15:30] 能够由一个AI模型
[00:15:30--00:15:31] 来标记出来
[00:15:31--00:15:32] 但这样的话
[00:15:32--00:15:33] 你其实只获得到了实体
[00:15:33--00:15:34] 就比如说张小俊
[00:15:34--00:15:35] 这是一个实体
[00:15:35--00:15:37] 然后这档节目是一个实体
[00:15:37--00:15:38] 但是所谓知识图谱
[00:15:38--00:15:40] 图谱之间是要有边的
[00:15:40--00:15:42] 那这个边是怎么来的呢
[00:15:42--00:15:43] 当时有另外一项技术
[00:15:43--00:15:44] 叫做关系提取
[00:15:44--00:15:45] 叫Relation Extraction
[00:15:45--00:15:47] 就是对于两个实体之间
[00:15:47--00:15:47] 我能探测到
[00:15:47--00:15:49] 比如说张小俊
[00:15:49--00:15:50] 是这一档节目的主持人
[00:15:50--00:15:51] 那么主持人
[00:15:51--00:15:52] 这其实就是一个边
[00:15:52--00:15:54] 或者叫Predicate 谓语
[00:15:54--00:15:55] 然后这样的话
[00:15:55--00:15:57] 我们用这两套技术
[00:15:57--00:15:58] 能构建怎样的一个知识图谱呢
[00:15:58--00:16:00] 就是说我如果能限定领域
[00:16:00--00:16:03] 那么我能进行很好的实体识别
[00:16:03--00:16:04] 如果我能限定提取类
[00:16:04--00:16:07] 提取的关系的总类型
[00:16:07--00:16:08] 我也可以进行这个工作
[00:16:08--00:16:09] 比如说我提前知道
[00:16:09--00:16:10] 这世界上有
[00:16:10--00:16:12] 什么的节目的主持人是谁
[00:16:12--00:16:13] 这是一种关系
[00:16:13--00:16:14] 人的出生日期是什么时候
[00:16:14--00:16:15] 这是一种关系
[00:16:15--00:16:16] 那很明显这个东西
[00:16:16--00:16:17] 好像不可枚举对吧
[00:16:17--00:16:19] 因为任何两个实体
[00:16:19--00:16:20] 之间的关系
[00:16:20--00:16:21] 它应该是一个无限节
[00:16:21--00:16:22] 所以我们就意识到
[00:16:22--00:16:23] 当前的技术
[00:16:23--00:16:24] 肯定是有局限性的
[00:16:24--00:16:26] 那么我们当时就投入到了
[00:16:26--00:16:28] 一种新技术的研发
[00:16:28--00:16:28] 后来的话
[00:16:28--00:16:30] 这个技术在学术界的定义
[00:16:30--00:16:31] 应该叫做
[00:16:31--00:16:32] Open Information Extraction
[00:16:32--00:16:32] 叫Open IE
[00:16:32--00:16:33] 开放式信息提取
[00:16:33--00:16:35] 它跟刚才这些技术的区别
[00:16:35--00:16:37] 就是说我不需要提前定义
[00:16:37--00:16:38] 一套规则或者schema
[00:16:38--00:16:40] 就是说我不用规定
[00:16:40--00:16:41] 哪些东西是实体
[00:16:41--00:16:43] 因为传统医生的命名实体识别
[00:16:43--00:16:44] 可能关注几类
[00:16:44--00:16:46] 比如说人名地名
[00:16:46--00:16:48] 然后组织名这些东西
[00:16:48--00:16:49] 你看这其实又是一个
[00:16:49--00:16:50] 白名单机制
[00:16:50--00:16:51] 我们要避免这层面的白名单
[00:16:51--00:16:54] 同时在进行关系提取的时候
[00:16:54--00:16:56] 我们要避免提前预设的这些关系
[00:16:56--00:16:57] 而完全变成一个schemaless
[00:16:57--00:17:00] 就是说无大纲的形式的提取
[00:17:00--00:17:01] 所以最后我们做到的
[00:17:01--00:17:02] 一个技术是什么
[00:17:02--00:17:05] 就是说AI在阅读一篇文本的时候
[00:17:05--00:17:06] 它能够自己识别出
[00:17:06--00:17:07] 这里头有哪些
[00:17:07--00:17:08] 潜在的东西是实体
[00:17:08--00:17:11] 以及这些实体之间的关系是哪些
[00:17:11--00:17:12] 并把它们提取出三元组
[00:17:12--00:17:14] 并持续自动地构建一个知识图谱
[00:17:14--00:17:16] 所以这个在当时
[00:17:16--00:17:17] 我觉得还是很重要的一个技术
[00:17:17--00:17:19] 而且我们选择了最苦的一条路
[00:17:19--00:17:20] 就是我们从零讯的模型
[00:17:20--00:17:23] 而且你想这件事是从2013年底
[00:17:23--00:17:24] 2014年开始的
[00:17:24--00:17:26] 我非常幸运又不幸地
[00:17:26--00:17:28] 赶上了LOP技术最跃进的那几年
[00:17:28--00:17:29] 所以我们一开始的话
[00:17:29--00:17:31] 当时是一条
[00:17:31--00:17:32] 我们团队分两边
[00:17:32--00:17:33] 一边在做基于传统的
[00:17:33--00:17:35] 依存句法分析的一个解决方案
[00:17:35--00:17:37] 同时我这边在做
[00:17:37--00:17:37] 基于G-Word2Vec
[00:17:37--00:17:39] 相量化的一个解决方案
[00:17:39--00:17:40] 然后做了几年之后
[00:17:40--00:17:41] 我们发现这个东西
[00:17:41--00:17:42] 好像可以去scale up
[00:17:42--00:17:44] 然后开始用LCM去做
[00:17:44--00:17:45] 后来是LCM加attention
[00:17:45--00:17:47] 再到后来我们觉得
[00:17:47--00:17:47] 我们觉得
[00:17:47--00:17:48] 其实Word2Vec
[00:17:48--00:17:49] 或者是LCM加attention
[00:17:49--00:17:51] 它其实在输入层的信息损失就很大
[00:17:51--00:17:52] 因为那个时候
[00:17:52--00:17:52] 如果你用基于
[00:17:52--00:17:54] 纯词相量的方法去做的话
[00:17:54--00:17:55] 它无法分析
[00:17:55--00:17:56] 分清楚一个完全
[00:17:56--00:17:58] 同名的词的不同的含义
[00:17:58--00:17:59] 我举个例子
[00:17:59--00:18:00] 比如孙悟空
[00:18:00--00:18:02] 孙悟空可能是咱们
[00:18:02--00:18:03] 中国传统西游记中的孙悟空
[00:18:03--00:18:05] 可能是我举例子
[00:18:05--00:18:06] 像日本七龙珠里头的孙悟空
[00:18:06--00:18:07] 其实再后来还有
[00:18:07--00:18:09] 王者荣耀里有孙悟空
[00:18:09--00:18:09] 对
[00:18:09--00:18:10] 你如果完全基于
[00:18:10--00:18:12] 这个Word2Vec这种技术去做的话
[00:18:12--00:18:13] 你发现同样一个词
[00:18:13--00:18:15] 它在不同上下文中的意义
[00:18:15--00:18:16] 都被压缩在了同样的一个
[00:18:16--00:18:19] 512或768维的向量中
[00:18:19--00:18:20] 所以当时我们就很苦恼
[00:18:20--00:18:21] 说能不能再进一步
[00:18:21--00:18:22] 其实就需要有一个
[00:18:22--00:18:24] 上下文相关的编码方式
[00:18:24--00:18:25] 然后那时候
[00:18:25--00:18:26] 我觉得那几年是非常幸福的
[00:18:26--00:18:27] 一方面是什么
[00:18:27--00:18:28] 就是你基本上想
[00:18:28--00:18:29] 什么这个世界上就会发生什么
[00:18:29--00:18:30] 那时候再后来
[00:18:30--00:18:31] Transformer出来了
[00:18:31--00:18:31] Bird出来
[00:18:31--00:18:33] 它很好解决了Contextual
[00:18:33--00:18:34] 就是上下文相关这个问题
[00:18:34--00:18:35] 但是不幸的就是
[00:18:35--00:18:37] 每一次这种技术迭代
[00:18:37--00:18:37] 你会发现
[00:18:37--00:18:38] 我们过去几天积累
[00:18:38--00:18:39] 基本都算了
[00:18:39--00:18:40] 不用去做了
[00:18:40--00:18:41] 所以很痛苦
[00:18:41--00:18:42] 然后我们就是
[00:18:42--00:18:44] 等于从2014年底
[00:18:44--00:18:45] 一直做到2018年
[00:18:45--00:18:45] 才把这事做完
[00:18:45--00:18:46] 我们当时所有的模型
[00:18:46--00:18:48] 是自己从预训链区
[00:18:48--00:18:49] 开始做起的
[00:18:49--00:18:50] 是非常痛苦的一事
[00:18:50--00:18:51] 然后也很早就开始
[00:18:51--00:18:51] 这是多大的模型
[00:18:51--00:18:53] 总共加起来
[00:18:53--00:18:53] 我们这有两个模型
[00:18:53--00:18:54] 总共加起来
[00:18:54--00:18:57] 大概是两个0.3B的模型
[00:18:57--00:18:58] 那时候这叫大模型
[00:18:58--00:18:59] 但是现在这已经都不算什么
[00:18:59--00:19:00] 对 然后也很早地
[00:19:00--00:19:01] 遇见一些问题
[00:19:01--00:19:02] 比如当年像Bird的话
[00:19:02--00:19:03] 它默认情况下
[00:19:03--00:19:04] 我如果没记错的话
[00:19:04--00:19:05] 它的Context Lens
[00:19:05--00:19:06] 或那时候我们还叫Sequence Lens
[00:19:06--00:19:07] 是512个Token
[00:19:07--00:19:09] 512我的天哪
[00:19:09--00:19:10] 你如果去掉
[00:19:10--00:19:11] 比如说它一开始的
[00:19:11--00:19:12] CLS跟SEP Token
[00:19:12--00:19:13] 你这510个Token
[00:19:13--00:19:14] 那这时候如果我要让AI
[00:19:14--00:19:16] 去自动在互联网上
[00:19:16--00:19:16] 去读网页的话
[00:19:16--00:19:18] 这个是完全不够的
[00:19:18--00:19:20] 所以我们当时从2018年底
[00:19:20--00:19:22] 就开始解决Long Context的问题
[00:19:22--00:19:23] 但是那时候我们解决了
[00:19:23--00:19:24] Long Context
[00:19:24--00:19:26] 在今天看来也很小儿科
[00:19:26--00:19:27] 我们解决了16K长度
[00:19:27--00:19:29] 对 然后这个我如果没记错
[00:19:29--00:19:29] 它那个模型
[00:19:29--00:19:30] 后来我也开远了
[00:19:30--00:19:31] 反正我们当时就一直在做这个事
[00:19:31--00:19:33] 然后就当时做了一个产品
[00:19:33--00:19:34] 叫做Maggie
[00:19:34--00:19:35] Maggie是来自于
[00:19:35--00:19:37] 我很喜欢的一部动画里的
[00:19:37--00:19:37] 一个超级设计
[00:19:37--00:19:39] 对 然后它做的事情
[00:19:39--00:19:40] 就是如刚才所说
[00:19:40--00:19:42] 就是AI能够自己去
[00:19:42--00:19:43] 到网络上去
[00:19:43--00:19:44] 看各种各样类型的
[00:19:44--00:19:45] 不限领域的文章
[00:19:45--00:19:46] 并持续构建
[00:19:46--00:19:48] 并更新一个知识突破
[00:19:48--00:19:50] 然后当时我们做的这个事
[00:19:50--00:19:51] 现在的学术定义
[00:19:51--00:19:52] 应该叫Lifelong Learning
[00:19:52--00:19:53] 或者Continuous Learning
[00:19:53--00:19:55] 对 反正就很好玩
[00:19:55--00:19:56] 然后这个项目
[00:19:56--00:19:57] 其实做的我们是自己很嗨的
[00:19:57--00:19:58] 我到今天也觉得
[00:19:58--00:20:00] 这是我智力和我的
[00:20:00--00:20:02] 编程和research能力的巅峰
[00:20:02--00:20:03] 对 再后来就是
[00:20:03--00:20:04] 人就已经逐渐老灯化了
[00:20:04--00:20:05] 就水准开始下降
[00:20:05--00:20:07] 但是那段时间的话
[00:20:07--00:20:08] 我们做到后面
[00:20:08--00:20:08] 就会觉得很痛苦
[00:20:08--00:20:09] 就是外界的创新
[00:20:09--00:20:11] 实在太多 太快了
[00:20:11--00:20:13] 直到2019年的某一天
[00:20:13--00:20:15] 我拿到了GPT-3的Early Access
[00:20:15--00:20:17] 我觉得天要塌了
[00:20:17--00:20:18] 为什么
[00:20:18--00:20:19] 因为是这样
[00:20:19--00:20:20] 就我刚才讲的
[00:20:20--00:20:21] 我们当时选择很苦的一条路
[00:20:21--00:20:22] 就是一切
[00:20:22--00:20:24] 我们要做垂直整合
[00:20:24--00:20:24] 对吧
[00:20:24--00:20:25] 就是模型自己做
[00:20:25--00:20:26] 产品自己做
[00:20:26--00:20:27] 那好
[00:20:27--00:20:29] 我其实每一次产品的迭代
[00:20:29--00:20:31] 我等着我底下模型的完成
[00:20:31--00:20:32] 那时候模型现在还
[00:20:32--00:20:34] 跟现在比简直非常非常小
[00:20:34--00:20:35] 但是同样evaluation
[00:20:35--00:20:36] 这是也很恶心
[00:20:36--00:20:36] 对吧
[00:20:36--00:20:37] 你的infra
[00:20:37--00:20:37] 也要自己去搞
[00:20:37--00:20:39] 所以我们当时迭代的周期
[00:20:39--00:20:40] 基本是两到三周
[00:20:40--00:20:41] 能有一个模型的迭代
[00:20:41--00:20:42] 但是两到三周
[00:20:42--00:20:43] 在当时的外部
[00:20:43--00:20:44] 这简直是巨变了
[00:20:44--00:20:46] 然后拿到GPT-3的时候
[00:20:46--00:20:47] 我测了一下
[00:20:47--00:20:48] 我觉得天塌了
[00:20:48--00:20:49] 原因是什么
[00:20:49--00:20:50] 我们把同样的任务
[00:20:50--00:20:50] 我拿GPT
[00:20:50--00:20:51] 我随便写了一个prompt
[00:20:51--00:20:52] 那时候大家没有什么
[00:20:52--00:20:53] prompt的艺术
[00:20:53--00:20:53] 对吧
[00:20:53--00:20:53] 都胡写
[00:20:53--00:20:55] 我发现他有跟我们自己
[00:20:55--00:20:56] 训练端端端模型五五开
[00:20:56--00:20:57] 你知道吗
[00:20:57--00:20:58] 而且我当时就意识到
[00:20:58--00:20:59] 一个问题就是
[00:20:59--00:21:01] 它虽然现在很贵
[00:21:01--00:21:03] 但是它是一个通解
[00:21:03--00:21:04] 就是那个时候
[00:21:04--00:21:05] 我们在比如NLP领域内
[00:21:05--00:21:06] 大家互相交流
[00:21:06--00:21:07] 你会有很明确的感觉
[00:21:07--00:21:08] 就是比如我跟别人
[00:21:08--00:21:09] 自我介绍的时候说
[00:21:09--00:21:10] 你好我是Maggie团队的
[00:21:10--00:21:12] 我们是做信息抽取的
[00:21:12--00:21:13] 然后这边可能是做
[00:21:13--00:21:15] 这个机器翻译的
[00:21:15--00:21:17] 然后这边是做客服系统的
[00:21:17--00:21:18] 大家经未分明
[00:21:18--00:21:18] 对吧
[00:21:18--00:21:19] 就互相握手
[00:21:19--00:21:21] 互相学习互相学习
[00:21:21--00:21:22] 但GPT-3出来之后
[00:21:22--00:21:24] 其实它印证了一件事
[00:21:24--00:21:25] 就是好像我们做的
[00:21:25--00:21:26] 不同的任务
[00:21:26--00:21:26] 是能够大一统的
[00:21:26--00:21:28] 其实它不是第一个工作
[00:21:28--00:21:29] 就之前其实Google
[00:21:29--00:21:30] 有一篇叫Flan T5的
[00:21:30--00:21:31] 一个paper出来
[00:21:31--00:21:33] 已经当时有这个苗头了
[00:21:33--00:21:34] 但是那个时候
[00:21:34--00:21:34] 大家还觉得
[00:21:34--00:21:36] Google土豪太厉害了
[00:21:36--00:21:37] 做出一个很好的demonstration
[00:21:37--00:21:38] 但是你要垂直领域
[00:21:38--00:21:39] 还得看我们
[00:21:39--00:21:41] 但是GPT-3出来之后
[00:21:41--00:21:42] 就彻底就把我们那条心
[00:21:42--00:21:44] 给摁死了你知道吧
[00:21:44--00:21:45] 所以当时我的第一反
