[00:00:04--00:00:06] 我觉得给通用Editor换个描述方式
[00:15:20--00:15:21] 我觉得MOE是个非常好的架构
[00:15:21--00:15:22] 对
[00:15:22--00:15:24] 它相当于把一堆专家
[00:15:24--00:15:24] 组合在一起
[00:15:24--00:15:26] 然后每一个是一个专家能力
[00:15:26--00:15:28] 那包含它在
[00:15:28--00:15:29] 做这专家能力
[00:15:29--00:15:30] 是怎么来构建的
[00:15:30--00:15:32] 其实挺明显的
[00:15:32--00:15:33] 当我们想去构建能力的时候
[00:15:33--00:15:34] DeepSeek给你展示了
[00:15:34--00:15:35] 一个最佳实践
[00:15:35--00:15:36] 就第一步
[00:15:36--00:15:37] 一定要先搞研究
[00:15:37--00:15:38] 对 我觉得这个是非常重要的
[00:15:38--00:15:39] 就是任何的时候
[00:15:39--00:15:40] 当我们想去改变能力
[00:15:40--00:15:41] 和提升能力的时候
[00:15:41--00:15:42] 第一步定是搞研究
[00:15:42--00:15:44] 然后搞完研究以后
[00:15:44--00:15:45] 其实才搞研发
[00:15:45--00:15:47] 对 然后搞完研发以后
[00:15:47--00:15:48] 我觉得第三步
[00:15:48--00:15:50] 是要把能力表达出来
[00:15:50--00:15:51] 然后第四步
[00:15:51--00:15:52] 是能力
[00:15:52--00:15:53] 然后变成业务的价值
[00:15:53--00:15:55] 所以这个四个步骤
[00:15:55--00:15:57] 是个极简的人类最佳实践
[00:15:57--00:15:58] 但我们经常坐着就忘掉了
[00:15:58--00:16:00] 对 然后看到什么东西
[00:16:00--00:16:02] 就直接去启动研发
[00:16:02--00:16:02] 而没有去搞研究
[00:16:02--00:16:04] 我们自己也很受益
[00:16:04--00:16:06] 其实我们是在端到端
[00:16:06--00:16:07] 和这个VLM上
[00:16:07--00:16:08] 还是今天做VLA的时候
[00:16:08--00:16:10] 对 然后我们的研究团队
[00:16:10--00:16:12] 其实表现得非常好
[00:16:12--00:16:14] 包括你可以看国外的
[00:16:14--00:16:14] 像李飞飞什么的
[00:16:14--00:16:16] 其实他在引用自动驾驶的时候
[00:16:16--00:16:18] 也经常会引用我们的
[00:16:18--00:16:19] 关于自动驾驶方面的
[00:16:19--00:16:20] 这些研究的论文
[00:16:20--00:16:21] 对吧
[00:16:21--00:16:22] 那我觉得这个其实同样
[00:16:22--00:16:23] 那研究跑通了以后
[00:16:23--00:16:24] 研发的效率
[00:16:24--00:16:25] 会变得非常的高
[00:16:25--00:16:26] 但是研发的又非常在意价值
[00:16:26--00:16:28] 它能够把价值表达出来
[00:16:28--00:16:29] 然后变成业务
[00:16:29--00:16:30] 对吧
[00:16:30--00:16:31] 那我觉得这是一个
[00:16:31--00:16:31] 这个很重要的过程
[00:16:31--00:16:33] 比如说我再举一个例子
[00:16:33--00:16:35] 像大家如果用我们的端到端
[00:16:35--00:16:35] 我们是端到端上
[00:16:35--00:16:36] 唯一给你展示的
[00:16:36--00:16:37] 端到端是怎么工作的
[00:16:37--00:16:39] 对 端到端
[00:16:39--00:16:41] 然后是怎么来取轨迹的
[00:16:41--00:16:42] 然后端到端的attention
[00:16:42--00:16:44] 注意力是怎么工作的
[00:16:44--00:16:45] 然后VLM是怎么工作的
[00:16:45--00:16:46] 其实这本身
[00:16:46--00:16:48] 是你的能力的一个展示
[00:16:48--00:16:49] 能让你的使用者
[00:16:49--00:16:50] 或让所有的参与者
[00:16:50--00:16:51] 能够理解
[00:16:51--00:16:52] 我觉得这是一方面
[00:16:52--00:16:53] 这个交互和产品
[00:16:53--00:16:53] 对
[00:16:53--00:16:55] 这是技术才能实现的
[00:16:55--00:16:56] 今天在有模型的
[00:16:56--00:16:57] 有技术才能实现的
[00:16:57--00:16:58] 这并不是简单产品
[00:16:58--00:16:59] 能实现的
[00:16:59--00:16:59] 对
[00:16:59--00:17:00] 那我觉得这是一个
[00:17:00--00:17:01] 做得好的
[00:17:01--00:17:03] 我觉得是DeepSeek V3的
[00:17:03--00:17:03] 一个表现
[00:17:03--00:17:04] 那DeepSeek R1
[00:17:04--00:17:05] 又追寻了另外一个
[00:17:05--00:17:06] 它是个raising
[00:17:06--00:17:07] 它是个推理
[00:17:07--00:17:08] 说白了
[00:17:08--00:17:09] 其实它就是业务
[00:17:09--00:17:10] 对吧
[00:17:10--00:17:12] 它其实就是业务
[00:17:12--00:17:12] 那业务
[00:17:12--00:17:13] 就是没有用户
[00:17:13--00:17:14] 就不是业务
[00:17:14--00:17:15] 但是呢
[00:17:15--00:17:15] 你可以看
[00:17:15--00:17:17] 其实从它的整个
[00:17:17--00:17:18] 思维链里边来看
[00:17:18--00:17:19] 它又追寻了一个
[00:17:19--00:17:20] 人类业务的
[00:17:20--00:17:21] 极简的最佳实践
[00:17:21--00:17:22] 对
[00:17:22--00:17:23] 然后第一步是什么呢
[00:17:23--00:17:24] 第一步其实先做索引分析
[00:17:24--00:17:26] 这个用户给你一个需求
[00:17:26--00:17:27] 先做索引分析
[00:17:27--00:17:28] 然后第二步是什么呢
[00:17:28--00:17:28] 第二步其实
[00:17:28--00:17:30] 是来确定目标
[00:17:30--00:17:31] 因为用户
[00:17:31--00:17:32] 很多时候给的是一个提示
[00:17:32--00:17:34] 给的是一个方向
[00:17:34--00:17:35] 会不会给出职业目标
[00:17:35--00:17:36] 所以它通过分析完以后
[00:17:36--00:17:37] 再来
[00:17:37--00:17:38] 其实制定
[00:17:38--00:17:39] 接下来要推理一个目标
[00:17:39--00:17:40] 然后第三个
[00:17:40--00:17:41] 其实它会有出策略
[00:17:41--00:17:42] 当然
[00:17:42--00:17:43] 作为一个推理的
[00:17:43--00:17:43] 一个raising的模型
[00:17:43--00:17:44] 其实
[00:17:44--00:17:45] 它的整个策略本身
[00:17:45--00:17:46] 也就是它的
[00:17:46--00:17:47] 推演的执行了
[00:17:47--00:17:48] 然后我觉得第四步
[00:17:48--00:17:49] 它还有一个特别好的一点
[00:17:49--00:17:51] 就是它会做一定的反思
[00:17:51--00:17:52] 就是反馈
[00:17:52--00:17:53] 就是看一看
[00:17:53--00:17:54] 我最后的这个结果
[00:17:54--00:17:55] 和目标之间的差异
[00:17:55--00:17:56] 对吧
[00:17:56--00:17:57] 那我觉得这方面
[00:17:57--00:17:59] 其实它跟人做的非常像
[00:17:59--00:17:59] 就人
[00:17:59--00:18:01] 你要做一个业务的时候
[00:18:01--00:18:01] 面向客户
[00:18:01--00:18:02] 面向用户的业务的时候
[00:18:02--00:18:03] 你也要先做
[00:18:03--00:18:05] 然后用户市场的分析
[00:18:05--00:18:05] 第二个
[00:18:05--00:18:07] 你要针对用户来确定目标
[00:18:07--00:18:08] 然后第三个
[00:18:08--00:18:09] 其实你要有策略
[00:18:09--00:18:10] 然后并且
[00:18:10--00:18:11] 其实执行第四步
[00:18:11--00:18:12] 你要有复盘
[00:18:12--00:18:13] 我觉得它特别好的
[00:18:13--00:18:15] 做了一个最佳实践
[00:18:15--00:18:15] 而且呢
[00:18:15--00:18:17] 本身你可以想象一个模式
[00:18:17--00:18:18] 其实就是在做
[00:18:18--00:18:19] raising的过程
[00:18:19--00:18:21] 在做整个业务推理的过程中
[00:18:21--00:18:22] 其实它是
[00:18:22--00:18:23] 调多个专家一起来做的
[00:18:23--00:18:24] 如果用到组织中
[00:18:24--00:18:25] 也是非常好的
[00:18:25--00:18:27] 一定是大家群策群力的
[00:18:27--00:18:28] 然后去做分析
[00:18:28--00:18:30] 群策群力的去制定目标
[00:18:30--00:18:31] 群策群力的
[00:18:31--00:18:32] 其实是去制定策略
[00:18:32--00:18:33] 编辑起来复盘
[00:18:33--00:18:34] 其实很多时候
[00:18:34--00:18:36] 包括复盘如果有问题
[00:18:36--00:18:37] 我们就继续进行改正
[00:18:37--00:18:39] 如果是业绩的差距
[00:18:39--00:18:40] 我就继续增加分析
[00:18:40--00:18:41] 调整策略就可以了
[00:18:41--00:18:43] 如果是能力的差距
[00:18:43--00:18:44] 我就去那边
[00:18:44--00:18:45] 其实改善能力去
[00:18:45--00:18:46] 又继续走研究那条路径
[00:18:46--00:18:47] 对吧
[00:18:47--00:18:47] 因为很多时候
[00:18:47--00:18:49] 你如果能力不够
[00:18:49--00:18:50] 然后硬推着去做业务
[00:18:50--00:18:50] 其实也做不到
[00:18:50--00:18:52] 所以我觉得特别好
[00:18:52--00:18:54] 就是打个问号
[00:18:54--00:18:54] 因为它这个不是
[00:18:54--00:18:55] 一个完整的知行合一
[00:18:55--00:18:56] 因为它是
[00:18:56--00:18:58] 把行的策略给出来了
[00:18:58--00:18:58] 但是它并没有
[00:18:58--00:18:59] 真正去做action
[00:18:59--00:19:01] 比如控制一台机器
[00:19:01--00:19:02] 或者控制一台电脑
[00:19:02--00:19:03] 去操作软件
[00:19:03--00:19:04] 它并没有这么去做
[00:19:04--00:19:04] 但是呢
[00:19:04--00:19:05] 它某种程度上
[00:19:05--00:19:06] 是个非常好的知行
[00:19:06--00:19:07] 知行合一的
[00:19:07--00:19:08] 这样的一个脑系统
[00:19:08--00:19:10] 我觉得这是特别好的一点
[00:19:11--00:19:12] 的最佳实践
[00:19:12--00:19:13] 只不过人类
[00:19:13--00:19:13] 我们经常坐着坐着
[00:19:13--00:19:14] 就忘记最佳实践了
[00:19:14--00:19:15] 对
[00:19:15--00:19:17] 然后我们想拉动一群人
[00:19:17--00:19:18] 一起去推进一个业务
[00:19:18--00:19:19] 但就你一个人在做分析
[00:19:19--00:19:21] 你一个人在制定目标
[00:19:21--00:19:23] 然后又逼着大家去执行
[00:19:23--00:19:24] 然后当你发现
[00:19:24--00:19:25] 目标不对的时候
[00:19:25--00:19:27] 然后你要改东西的时候
[00:19:27--00:19:27] 你又没去做复盘
[00:19:27--00:19:29] 然后也不做分析
[00:19:29--00:19:30] 也不重新设定目标
[00:19:30--00:19:31] 就直接去改策略
[00:19:31--00:19:32] 那所有的参与者
[00:19:32--00:19:34] 都说这到底发生了什么
[00:19:34--00:19:34] 对
[00:19:34--00:19:36] 我觉得这个其实就是
[00:19:36--00:19:37] 很多时候人类
[00:19:37--00:19:37] 反而没有追求
[00:19:37--00:19:38] 自己的最佳实践
[00:19:38--00:19:39] 对
[00:19:39--00:19:40] 然后包括人类
[00:19:40--00:19:41] 去构建能力的时候
[00:19:41--00:19:43] 他到底是应该改善
[00:19:43--00:19:43] 能力解决问题
[00:19:43--00:19:44] 还是其实改善
[00:19:44--00:19:46] 整个策略解决问题
[00:19:46--00:19:46] 其实人类
[00:19:46--00:19:47] 今天很多时候
[00:19:47--00:19:48] 就是大家很忙
[00:19:48--00:19:49] 很辛苦
[00:19:49--00:19:50] 但并分不清
[00:19:50--00:19:52] 到底要解决哪些问题
[00:19:52--00:19:52] 我觉得这个
[00:19:52--00:19:53] 其实DeepSeek
[00:19:53--00:19:54] 做的特别棒
[00:19:54--00:19:55] 刚才我们聊了
[00:19:55--00:19:57] 人类最佳实践的步骤
[00:19:57--00:19:58] 你觉得你们最容易
[00:19:58--00:19:59] miss掉的是哪个
[00:19:59--00:20:00] 最容易忘记的
[00:20:00--00:20:01] 遗忘的是哪个
[00:20:01--00:20:02] 对
[00:20:02--00:20:03] 那我觉得在做能力的时候
[00:20:03--00:20:04] 大家比较容易的
[00:20:04--00:20:05] 上来就搞研发
[00:20:05--00:20:07] 既不去做研究
[00:20:07--00:20:08] 研发完以后
[00:20:08--00:20:09] 也不做能力的展示
[00:20:09--00:20:09] 对
[00:20:09--00:20:11] 然后也不去
[00:20:11--00:20:12] 真正的去面对
[00:20:12--00:20:13] 市场的这个实战
[00:20:13--00:20:14] 就认为自己研发完了
[00:20:14--00:20:15] 就拥有了一切
[00:20:15--00:20:17] 那我觉得在业务的时候
[00:20:17--00:20:18] 最大的麻烦在于
[00:20:18--00:20:19] 其实大家遇到问题
[00:20:19--00:20:20] 只想改策略
[00:20:20--00:20:22] 然后不去做复盘
[00:20:22--00:20:24] 不去做诱惑市场的分析
[00:20:24--00:20:26] 也不一起来确定目标
[00:20:26--00:20:27] 其实这些在做的时候
[00:20:27--00:20:28] 每个人都想
[00:20:28--00:20:29] 自己来决定就行了
[00:20:29--00:20:31] 我自己来决定研发
[00:20:31--00:20:33] 我自己来决定策略
[00:20:33--00:20:33] 其实就可以了
[00:20:33--00:20:34] 对
[00:20:34--00:20:35] 我觉得这个是最大的问题
[00:20:35--00:20:36] 那因为严格的
[00:20:36--00:20:37] 按照最佳实践
[00:20:37--00:20:38] 其实是反人性的
[00:20:38--00:20:39] 对
[00:20:39--00:20:40] 随心所欲
[00:20:40--00:20:41] 然后才是
[00:20:41--00:20:43] 然后满足人性的
[00:20:43--00:20:44] 所以呢
[00:20:44--00:20:45] 我觉得一个好的组织
[00:20:45--00:20:47] 对
[00:20:47--00:20:48] 然后一个卓越的组织
[00:20:48--00:20:50] 然后一个卓越的人
[00:20:50--00:20:51] 很多时候
[00:20:51--00:20:52] 其实要跟人性做对抗
[00:20:52--00:20:53] 那你应该怎么
[00:20:53--00:20:54] 把这个方法论
[00:20:54--00:20:55] 观测下去呢
[00:20:55--00:20:56] 我觉得我们
[00:20:56--00:20:57] 从创业初期的时候
[00:20:57--00:20:58] 就比较擅长
[00:20:58--00:20:59] 去使用和学习方法论
[00:20:59--00:21:01] 我们最开始的时候
[00:21:01--00:21:03] 围绕用户的需求的时候
[00:21:03--00:21:04] 为了让大家统一
[00:21:04--00:21:05] 我们建立了四步法
[00:21:05--00:21:06] 从用户的需求
[00:21:06--00:21:08] 然后我们的需求
[00:21:08--00:21:10] 然后目标策略
[00:21:10--00:21:10] 来做分析
[00:21:10--00:21:11] 其实跟这比较类似
[00:21:11--00:21:12] 所以当我看到
[00:21:12--00:21:15] 它背后的隐藏的
[00:21:15--00:21:16] 这套人类最佳实践的时候
[00:21:16--00:21:17] 所以我特别的高兴
[00:21:17--00:21:19] 而且它比我们原来
[00:21:19--00:21:20] 做的那个更完善一些
[00:21:20--00:21:21] 比如它
[00:21:21--00:21:23] 不会直接从用户切入
[00:21:23--00:21:24] 会先做分析
[00:21:24--00:21:25] 就如果做业务的时候
[00:21:25--00:21:25] 对吧
[00:21:25--00:21:26] 如果做能力的时候
[00:21:26--00:21:27] 就更确定了
[00:21:27--00:21:28] 我们过去很多年
[00:21:28--00:21:29] 然后做的各种研究
[00:21:29--00:21:30] 是对的
[00:21:30--00:21:30] 我们做操作系统
[00:21:30--00:21:31] 是做研究了
[00:21:31--00:21:33] 我们做芯片
[00:21:33--00:21:33] 是做研究了
[00:21:33--00:21:35] 做了非常深入的研究工作
[00:21:35--00:21:36] 然后我们在做
[00:21:36--00:21:37] 短道端和VRM
[00:21:37--00:21:38] 包括我们今天做VLA
[00:21:38--00:21:40] 都做了非常多的研究工作
[00:21:40--00:21:41] 大家也可以看到
[00:21:41--00:21:42] 非常多的论文
[00:21:42--00:21:43] 包含机器人领域
[00:21:43--00:21:45] 大家在讲空间智能的时候
[00:21:45--00:21:47] 包括这些各种的行业的大咖
[00:21:47--00:21:48] 也都在引用我们的论文
[00:21:48--00:21:49] 对
[00:21:49--00:21:50] 所以这也是
[00:21:50--00:21:52] 你做好了研究工作
[00:21:52--00:21:53] 你再做研发
[00:21:53--00:21:54] 就会更加顺利
[00:21:54--00:21:55] 那因为你做完研发以后
[00:21:55--00:21:57] 还要表达能力
[00:21:57--00:21:58] 这时候能力的展示
[00:21:58--00:21:58] 也非常好
[00:21:58--00:22:00] 比如就像你看到
[00:22:00--00:22:01] 我们的车的
[00:22:01--00:22:01] 端道端和VRM
[00:22:01--00:22:03] 我们是少有的企业
[00:22:03--00:22:04] 能够把人工智能
[00:22:04--00:22:05] 是怎么工作的
[00:22:05--00:22:05] 讲明白
[00:22:05--00:22:07] 端道端是怎么
[00:22:07--00:22:08] 从感知到轨迹的选择
[00:22:08--00:22:10] 然后它的注意力
[00:22:10--00:22:11] attention系统
[00:22:11--00:22:12] 是怎么工作的
[00:22:12--00:22:12] 然后VRM
[00:22:12--00:22:14] 又是怎么拿语义
[00:22:14--00:22:16] 去来理解ETC
[00:22:16--00:22:17] 然后红绿灯
[00:22:17--00:22:18] 和复杂路况的
[00:22:18--00:22:20] 我觉得这个其实
[00:22:20--00:22:21] 是非常重要的能力的
[00:22:21--00:22:22] 这个展示
[00:22:22--00:22:24] 然后也包含这个能力
[00:22:24--00:22:25] 最后要去变成
[00:22:25--00:22:26] 真正的业务的结果
[00:22:26--00:22:27] 就要去参与到
[00:22:27--00:22:28] 业务去作战去
[00:22:28--00:22:30] 因为我们自己坐着坐着
[00:22:30--00:22:30] 也经常会
[00:22:30--00:22:32] 偏离了最佳时间
[00:22:32--00:22:33] 对吧
[00:22:33--00:22:33] 但是呢
[00:22:33--00:22:33] 我觉得
[00:22:33--00:22:35] 它非常好的一个方式
[00:22:35--00:22:35] 说
[00:22:35--00:22:35] 哎
[00:22:35--00:22:36] 我们如何让自己
[00:22:36--00:22:37] 坚守最佳时间
[00:22:37--00:22:39] 因为只有坚守最佳时间
[00:22:39--00:22:41] 我们才能构建出来
[00:22:41--00:22:42] 最好的能力
[00:22:42--00:22:43] 对
[00:22:43--00:22:44] 然后只有坚守最佳时间
[00:22:44--00:22:45] 我们才能以用户为中心
[00:22:45--00:22:46] 然后构建出来
[00:22:46--00:22:47] 最好的业务
[00:22:47--00:22:49] 你怎么看梁万峰啊
[00:22:49--00:22:50] 你觉得他是怎么找到
[00:22:50--00:22:50] 你说的这个
[00:22:50--00:22:51] 人类最佳时间呢
[00:22:51--00:22:54] 我只跟他聊过一次啊
[00:22:54--00:22:55] 是去年的九月份
[00:22:55--00:22:57] 应该有印象特别深
[00:22:57--00:22:57] 应该是这个
[00:22:57--00:22:58] Chad GPT的OE
[00:22:58--00:22:59] 发布前的几天
[00:22:59--00:23:00] 我自己个人感觉
[00:23:00--00:23:02] 然后两个特点吧
[00:23:02--00:23:02] 第一个我觉得
[00:23:02--00:23:04] 我觉得第一
[00:23:04--00:23:05] 他是个特别自律的人
[00:23:05--00:23:05] 对
[00:23:05--00:23:06] 明显你跟他沟通的过程
[00:23:06--00:23:07] 其实能够看到
[00:23:07--00:23:09] 然后第二个是
[00:23:09--00:23:09] 我觉得
[00:23:09--00:23:11] 我个人认为
[00:23:11--00:23:11] 其实他
[00:23:11--00:23:14] 会在全世界范围之内
[00:23:14--00:23:15] 去研究和学习
[00:23:15--00:23:16] 最佳时间
[00:23:16--00:23:18] 和最好的方法论的
[00:23:18--00:23:18] 这样的一个人
[00:23:18--00:23:19] 嗯
[00:23:19--00:23:20] 怎么理解自律啊
[00:23:21--00:23:23] 我觉得自律的最大特点
[00:23:23--00:23:23] 就是能够
[00:23:24--00:23:25] 坚守这些
