[00:00:00--00:00:02] 就是蒋曾国藩从二十多岁
[00:16:46--00:16:47] 太有魔力了
[00:16:47--00:16:48] 因为我都发现
[00:16:48--00:16:49] 这个计算机
[00:16:49--00:16:51] 可以从数据当中自己
[00:16:51--00:16:52] 体验规律
[00:16:52--00:16:53] 那你说
[00:16:53--00:16:54] 我们编程序
[00:16:54--00:16:55] 因为我大学也编程序嘛
[00:16:55--00:16:56] 编程序干啥
[00:16:56--00:16:58] 编程序很多时候就是人体验规律啊
[00:16:58--00:16:59] 体验规律
[00:16:59--00:17:00] 写成一些规则
[00:17:00--00:17:01] 一个语句
[00:17:01--00:17:02] if else什么之类的
[00:17:02--00:17:03] 现在不用人了
[00:17:03--00:17:04] 啊
[00:17:04--00:17:05] 就就机器学习
[00:17:05--00:17:06] 啊
[00:17:06--00:17:07] 神经网络
[00:17:07--00:17:08] 自己从数据当中体验规律
[00:17:08--00:17:11] 他把这些规律里边的所谓的if else
[00:17:11--00:17:13] 变成了自己神经网络当中的参数
[00:17:13--00:17:14] 这过程全都自动了
[00:17:14--00:17:15] 哎
[00:17:15--00:17:16] 我觉得这这事儿
[00:17:16--00:17:17] 太强了
[00:17:17--00:17:18] 太牛了
[00:17:18--00:17:19] 我我得做这个
[00:17:19--00:17:20] 嗯
[00:17:20--00:17:21] 然后当时我觉得人未来应该
[00:17:21--00:17:22] 不太会用
[00:17:22--00:17:23] 就很少会用编程了
[00:17:23--00:17:24] 啊
[00:17:24--00:17:25] 然后
[00:17:25--00:17:26] 然后
[00:17:26--00:17:27] 我现在都很记得
[00:17:27--00:17:28] 就当时那场景是我
[00:17:28--00:17:29] 有一天从那个
[00:17:29--00:17:30] 实习那地方
[00:17:30--00:17:31] 出来
[00:17:31--00:17:32] 那实习地方的创业大厦
[00:17:32--00:17:34] 就是清华科技园里边的一栋楼
[00:17:34--00:17:35] 然后
[00:17:35--00:17:36] 我就在想
[00:17:36--00:17:38] 当时训练完这个神经网络的一些感受
[00:17:38--00:17:39] 然后骑着自行车
[00:17:39--00:17:41] 然后突然就是想到这个
[00:17:41--00:17:42] 我感觉这以后
[00:17:42--00:17:44] 这个这个神经网络可以代替人
[00:17:44--00:17:46] 在数据当中发现规律
[00:17:46--00:17:47] 啊
[00:17:47--00:17:48] 这个事儿太牛了
[00:17:48--00:17:49] 嗯
[00:17:49--00:17:50] 我我以后得做这个
[00:17:50--00:17:51] 嗯
[00:17:51--00:17:52] 啊
[00:17:52--00:17:53] 所以那个时候我就想好
[00:17:53--00:17:54] 我就一定要做这个事儿
[00:17:54--00:17:55] 啊
[00:17:55--00:17:56] 那这是我我怎么就是开始做AI的
[00:17:56--00:17:57] 啊
[00:17:57--00:17:58] 也是那个时候其实
[00:17:58--00:17:59] 就是就是就是
[00:17:59--00:18:00] 我特别感谢我到现在
[00:18:00--00:18:02] 上汤的就是这种文化
[00:18:02--00:18:03] 就是其实给了我
[00:18:03--00:18:04] 我们这种就是
[00:18:04--00:18:05] 从来没有接触过的
[00:18:05--00:18:07] 还好是学校也没接触过的
[00:18:07--00:18:08] 人家给你一个机会
[00:18:08--00:18:09] 可以去学习
[00:18:09--00:18:10] 啊
[00:18:10--00:18:11] 你在上汤多久
[00:18:11--00:18:12] 小半年吧
[00:18:12--00:18:13] 小半年
[00:18:13--00:18:14] 四五个月
[00:18:14--00:18:15] 可能只有
[00:18:15--00:18:17] 汤老师同时offer了几个人这样的机会
[00:18:17--00:18:18] 没有
[00:18:18--00:18:19] 当时我我汤老师肯定是跟
[00:18:19--00:18:20] 大概当时十几个人嘛
[00:18:20--00:18:21] 然后呢
[00:18:21--00:18:22] 这十几个人
[00:18:22--00:18:23] 反正汤老师都是比较open的
[00:18:23--00:18:24] 想来都可以来
[00:18:24--00:18:25] 啊
[00:18:25--00:18:26] 然后那个那个
[00:18:26--00:18:27] 我就比较主动嘛
[00:18:27--00:18:28] 然后我去
[00:18:28--00:18:29] 当时我是跟的那个
[00:18:29--00:18:30] 啊
[00:18:30--00:18:31] 历程
[00:18:31--00:18:32] 啊
[00:18:32--00:18:33] 鲁书
[00:18:33--00:18:34] 然后去去去做的
[00:18:34--00:18:35] 啊
[00:18:35--00:18:36] 当时我还记得
[00:18:36--00:18:37] 我当时做的叫
[00:18:37--00:18:38] Pulse Estimation
[00:18:38--00:18:39] 就是预测人的这些
[00:18:39--00:18:40] 这个这个肩膀啊
[00:18:40--00:18:41] 胳膊肘啊
[00:18:41--00:18:42] 这些关节点
[00:18:42--00:18:43] 啊
[00:18:43--00:18:44] 就就做的这么一个
[00:18:44--00:18:45] 后来看吧
[00:18:45--00:18:46] 这个这个工作本身
[00:18:46--00:18:47] 我当时我也没做出啥
[00:18:47--00:18:48] 啊
[00:18:48--00:18:49] 但是是我的一个
[00:18:49--00:18:50] 就是开始做AI这个起点了
[00:18:50--00:18:51] 嗯
[00:18:51--00:18:52] 所以其实你
[00:18:52--00:18:53] 不管你
[00:18:53--00:18:54] 从小到大的这个成长轨迹
[00:18:54--00:18:55] 第一个重要的节点是
[00:18:55--00:18:56] 六年级到初中的时候
[00:18:56--00:18:57] 就是你第一次发现
[00:18:57--00:18:58] 哦
[00:18:58--00:18:59] 我可能在考试上是有天赋的
[00:18:59--00:19:00] 因为我通过很短的
[00:19:00--00:19:01] 时间就拿到了
[00:19:01--00:19:03] 年级前三的这个结果
[00:19:03--00:19:04] 嗯
[00:19:04--00:19:05] 然后第二次一个很重要的点是
[00:19:05--00:19:08] 你觉得从大学申请博士
[00:19:08--00:19:09] 学校不是足够好
[00:19:09--00:19:10] 然后让你转向了
[00:19:10--00:19:12] 你觉得可能学术这条路不适合我
[00:19:12--00:19:14] 你想转向那个一条更现实的路
[00:19:14--00:19:15] 是吗
[00:19:15--00:19:16] 嗯
[00:19:16--00:19:17] 对我觉得
[00:19:17--00:19:18] 我觉得上清华那个
[00:19:18--00:19:19] 那个当时保护上清华
[00:19:19--00:19:20] 也很重要
[00:19:20--00:19:21] 啊
[00:19:21--00:19:22] 就是哎
[00:19:22--00:19:23] 我就觉得这个
[00:19:23--00:19:24] 因为我
[00:19:24--00:19:25] 其实高中的时候
[00:19:25--00:19:26] 我从来没想过我能上清华
[00:19:26--00:19:27] 从来没想过
[00:19:27--00:19:28] 哦
[00:19:28--00:19:29] 从来没想过
[00:19:29--00:19:30] 从来没想过
[00:19:30--00:19:32] 就是高考不可能
[00:19:32--00:19:35] 我的那个语文和英语都不太好
[00:19:35--00:19:36] 哦
[00:19:36--00:19:37] 然后那个
[00:19:37--00:19:38] 有多不好
[00:19:38--00:19:39] 多不好
[00:19:39--00:19:40] 嗯
[00:19:40--00:19:41] 哎呀多不好
[00:19:41--00:19:43] 对想起有一次考试
[00:19:43--00:19:44] 就是我一卷
[00:19:44--00:19:45] 就是语文是一卷二卷嘛
[00:19:45--00:19:48] 一卷就是什么那个阅读理解呀
[00:19:48--00:19:49] 之类的
[00:19:49--00:19:50] 二卷是作文嘛
[00:19:50--00:19:52] 一卷二卷分加起来
[00:19:52--00:19:55] 可能跟考的比较好的一卷的分一样高
[00:19:55--00:19:56] 啊
[00:19:56--00:19:57] 就是满分可能一百五
[00:19:57--00:20:00] 我两个加起来就一百来分
[00:20:00--00:20:01] OK
[00:20:01--00:20:03] 然后别人一卷可能就九十多分
[00:20:03--00:20:04] 哦
[00:20:04--00:20:05] 对啊然后
[00:20:05--00:20:06] 那物理竞赛对你很重要
[00:20:06--00:20:07] 很重要啊
[00:20:07--00:20:08] 就我觉得当时我就这么
[00:20:08--00:20:10] 我就想就是物理竞赛要是考不上
[00:20:10--00:20:11] 考不上清华
[00:20:11--00:20:12] 那我就高考呗
[00:20:12--00:20:14] 高考我就说那我能上个
[00:20:14--00:20:16] 能上个四川大学
[00:20:16--00:20:17] 厦门大学这样的
[00:20:17--00:20:18] 嗯
[00:20:18--00:20:19] 我都已经挺开心的了
[00:20:19--00:20:20] 啊
[00:20:20--00:20:21] 对
[00:20:21--00:20:22] 然后所以其实我觉得上清华
[00:20:22--00:20:23] 那个是挺重要的
[00:20:23--00:20:24] 那他就是
[00:20:24--00:20:25] 当时我虽然没有这个目标
[00:20:25--00:20:27] 但是我确实很勤奋
[00:20:27--00:20:28] 可能别人就刷题嘛
[00:20:28--00:20:29] 那时候就刷题
[00:20:29--00:20:31] 然后别人刷一遍题
[00:20:31--00:20:32] 我刷两遍
[00:20:32--00:20:33] 别人刷两遍的我刷四遍
[00:20:33--00:20:34] 啊
[00:20:34--00:20:35] 就是就是这样
[00:20:35--00:20:36] 然后总结归纳
[00:20:36--00:20:39] 我觉得其实我过去考试也好呀
[00:20:39--00:20:40] 啊
[00:20:40--00:20:41] 就是就是应付这些东西
[00:20:41--00:20:43] 我主要的方法论就是
[00:20:43--00:20:45] 就是归纳总结
[00:20:45--00:20:46] 嗯
[00:20:46--00:20:47] 就这些东西
[00:20:47--00:20:48] 嗯
[00:20:48--00:20:50] 上大学之后的那次小打击
[00:20:50--00:20:51] 我觉得是
[00:20:51--00:20:53] 就是我觉得让我更
[00:20:53--00:20:56] 就是我我从来也没有想过走学术的这条路线
[00:20:56--00:20:59] 但让我从更底层的去有一个机会
[00:20:59--00:21:02] 去想我应该去怎么选方向
[00:21:02--00:21:03] 然后我应该怎么去推进
[00:21:03--00:21:04] 我想去做这件事
[00:21:04--00:21:06] 我应该把什么当成目标
[00:21:06--00:21:07] 啊
[00:21:07--00:21:09] 而不是把一些表面的东西当成目标
[00:21:09--00:21:10] 在当时清华
[00:21:10--00:21:12] 是杨志林也是你们同学
[00:21:12--00:21:13] 是
[00:21:13--00:21:14] 他是一个什么样的人
[00:21:14--00:21:16] 他就是就是高不可攀的大神啊这是
[00:21:16--00:21:17] 哈哈
[00:21:17--00:21:18] 真的就是他一直都很厉害
[00:21:18--00:21:20] 然后他应该也是接近特长的一个
[00:21:20--00:21:22] 我觉得在清华里边也
[00:21:22--00:21:24] 也我觉得也比较普通吧
[00:21:24--00:21:25] 就是年级
[00:21:25--00:21:27] 在电子系就是大神也很多
[00:21:27--00:21:28] 我也就是top
[00:21:28--00:21:29] 就是
[00:21:29--00:21:30] 谈不上top
[00:21:30--00:21:32] 可能百分之三四十成绩大概就是这样
[00:21:32--00:21:33] 嗯
[00:21:33--00:21:34] 对
[00:21:34--00:21:35] 然后
[00:21:35--00:21:37] 直林那一直都是很厉害的
[00:21:37--00:21:39] 我觉得他本科的时候就已经做了特别
[00:21:39--00:21:40] 特别棒的工作了
[00:21:40--00:21:41] 嗯
[00:21:41--00:21:43] 他的厉害是来自于什么呀
[00:21:43--00:21:44] 是天赋
[00:21:44--00:21:45] 我觉得是天才吧
[00:21:45--00:21:47] 我觉得确实清华里边就是说上了清华之后
[00:21:47--00:21:48] 就是更
[00:21:48--00:21:51] 让自己见识到什么叫真正的天赋了
[00:21:51--00:21:53] 就是就是学物理竞赛的时候
[00:21:53--00:21:55] 已经见识到天赋了
[00:21:55--00:21:56] 就是我们学校有几个
[00:21:56--00:21:58] 最后他们拿全国一同奖那几个人
[00:21:58--00:21:59] 我觉得真的是天赋
[00:21:59--00:22:01] 就是人家做一遍就会了
[00:22:01--00:22:02] 嗯
[00:22:02--00:22:03] 我反正就就是
[00:22:03--00:22:04] 搞不明白
[00:22:04--00:22:05] 对
[00:22:05--00:22:07] 然后然后上了清华之后更是这样
[00:22:07--00:22:08] 我们那一届
[00:22:08--00:22:10] 我我们系我们班
[00:22:10--00:22:11] 有一个是韩沈
[00:22:11--00:22:13] 这可能那个叫韩衍俊
[00:22:13--00:22:14] 他就是更神的
[00:22:14--00:22:15] 就是
[00:22:15--00:22:17] 就是他写的作业
[00:22:17--00:22:18] 我看他写的作业
[00:22:18--00:22:19] 我就想学习一下
[00:22:19--00:22:20] 我都看不太懂
[00:22:20--00:22:21] 我得换一个人作业抄一下
[00:22:21--00:22:22] 或者是参考一下
[00:22:22--00:22:23] 对
[00:22:23--00:22:25] 然后就我确实就是当时就感觉到
[00:22:25--00:22:26] 就是这个这个
[00:22:26--00:22:28] 就是这个清华里边真的大神才
[00:22:28--00:22:29] 太多了
[00:22:29--00:22:30] 所以我在清华里边就是
[00:22:30--00:22:32] 就是学到了就还是要
[00:22:32--00:22:33] 要谦虚吧
[00:22:33--00:22:34] 嗯
[00:22:34--00:22:35] 要要要要低调啊
[00:22:35--00:22:36] 对因为确实是天外有天人
[00:22:36--00:22:37] 人外有人
[00:22:37--00:22:38] 嗯
[00:22:38--00:22:39] 啊
[00:22:39--00:22:40] 那个像直林啊
[00:22:40--00:22:41] 像韩衍俊啊
[00:22:41--00:22:42] 我们都是
[00:22:42--00:22:43] 我觉得那一届里面最最杰出的
[00:22:43--00:22:44] 学生了
[00:22:44--00:22:45] 直林哥你是一届吗
[00:22:45--00:22:46] 是一届的
[00:22:46--00:22:47] 是一届的
[00:22:47--00:22:48] 哦
[00:22:48--00:22:49] 他也是一一级的
[00:22:49--00:22:50] 对对对
[00:22:50--00:22:51] 你大二头发摆的是为啥
[00:22:51--00:22:52] 哎呀
[00:22:52--00:22:54] 这个也也其实也不知道
[00:22:54--00:22:56] 就是有可能是当时那个
[00:22:56--00:22:58] 我我比较喜欢搞客状吧
[00:22:58--00:23:00] 就是参加挑战杯啊
[00:23:00--00:23:01] 然后啊
[00:23:01--00:23:03] 挑战杯反正当时那还行
[00:23:03--00:23:04] 就是
[00:23:04--00:23:05] 呃
[00:23:05--00:23:06] 学校里边拿了一个一等奖
[00:23:06--00:23:07] 然后
[00:23:07--00:23:08] 然后弄完挑战杯
[00:23:08--00:23:09] 有一天我发现哎
[00:23:09--00:23:10] 这个
[00:23:10--00:23:11] 就是这个位置
[00:23:11--00:23:14] 然后有有有有几根白头发了
[00:23:14--00:23:15] 啊
[00:23:15--00:23:16] 我说啊
[00:23:16--00:23:17] 这可能是内的吧
[00:23:17--00:23:18] 然后我也就没管他了
[00:23:18--00:23:19] 然后后来反正就就出现就是
[00:23:19--00:23:20] 越来越多了
[00:23:20--00:23:21] 就这样啊
[00:23:21--00:23:22] 嗯
[00:23:22--00:23:23] 哈哈哈
[00:23:23--00:23:24] 对但所以好多人都觉得哎呀
[00:23:24--00:23:26] 这个季洋你你是不是染的啊
[00:23:26--00:23:27] 哎呀其实不是染的啊
[00:23:27--00:23:28] 就是自然白的
[00:23:28--00:23:29] 嗯
[00:23:29--00:23:30] 你后来就没有动过了
[00:23:30--00:23:31] 啊
[00:23:31--00:23:32] 没没管
[00:23:32--00:23:34] 我我发现杨志玲跟你是有那个轨迹交错的
[00:23:34--00:23:35] 那你在商汤实习的时候
[00:23:35--00:23:36] 严俊杰当时在吗
[00:23:37--00:23:39] 我跟他不是很熟
[00:23:39--00:23:43] 我当时是就是我的直接的mentor是鲁叔嘛
[00:23:43--00:23:44] 然后的话
[00:23:44--00:23:45] 当时我认识了曹旭东
[00:23:45--00:23:46] 啊
[00:23:46--00:23:47] 啊旭东
[00:23:47--00:23:48] 对然后这也是后来我去
[00:23:48--00:23:49] 莫门塔
[00:23:49--00:23:50] 莫门塔的原因之一
[00:23:50--00:23:52] 他们当时在商汤是一个什么样的状态啊
[00:23:53--00:23:54] 呃
[00:23:54--00:23:56] 旭东当时在商汤应该已经是
[00:23:56--00:23:57] 就是那个
[00:23:57--00:23:58] 那个
[00:23:58--00:24:01] 就是核心的就是技术leader啊之一了
[00:24:01--00:24:02] 嗯
[00:24:02--00:24:03] 然后呢
[00:24:03--00:24:05] 当时做就是人脸这块的嘛
[00:24:05--00:24:06] 啊
[00:24:06--00:24:08] 就是因为当我就是个小实习生
[00:24:08--00:24:10] 其实跟人家也没有
[00:24:10--00:24:12] 特别多的直接的这个交流
[00:24:12--00:24:13] 但是感觉到就是说
[00:24:13--00:24:15] 当时的那一拨人
[00:24:15--00:24:16] 其实都很强
[00:24:16--00:24:17] 然后呢
[00:24:17--00:24:18] 那个那个
[00:24:18--00:24:21] 而且他们不仅仅是说学术上有自己的造诣
[00:24:21--00:24:25] 而且是在工程和产品化上面也也很强啊
[00:24:25--00:24:28] 对带团队组织管理上面都很都很强
[00:24:28--00:24:30] 他不是那种全纯学术型的
[00:24:30--00:24:31] 嗯
[00:24:31--00:24:32] 其实我也是当时有这个认知
[00:24:32--00:24:36] 所以后来回国的时候跟旭东聊的比较不快
[00:24:36--00:24:37] 后来去美国
[00:24:37--00:24:38] 然后因为他做自动驾驶
[00:24:38--00:24:40] 我在vmall也做自动驾驶嘛
[00:24:40--00:24:41] 然后就更熟了
[00:24:41--00:24:42] 有更多的共同语言了
[00:24:42--00:24:46] 后来你博士是为什么选择了就是CV这个方向
[00:24:46--00:24:47] 是在商汤实习完之后
[00:24:47--00:24:48] 你开始
[00:24:48--00:24:49] 对就是在商汤
[00:24:49--00:24:50] 对对对
[00:24:50--00:24:51] 就是在商汤实习的时候就做CV嘛
[00:24:51--00:24:52] 当时我也是想好
[00:24:52--00:24:54] 那个去去USA呢
[00:24:54--00:24:55] 我就就做这个方向
[00:24:55--00:24:56] 如果要是
[00:24:56--00:24:58] 我找不到合适的实验室或者老师
[00:24:58--00:25:01] 带我的话我就quit都不读了
[00:25:01--00:25:02] 对
[00:25:02--00:25:03] 但很幸运
[00:25:03--00:25:04] 反正到那之后
[00:25:04--00:25:05] 我就到那之前吧
[00:25:05--00:25:06] 我就开始看
[00:25:06--00:25:08] 我这个能找哪些学长
[00:25:08--00:25:10] 然后能联系一下
[00:25:10--00:25:11] 对
[00:25:11--00:25:13] 然后当时就找了那个孙晨
[00:25:13--00:25:14] 陈哥
[00:25:14--00:25:15] 然后我提前就联系他
[00:25:15--00:25:17] 他是清华七字班的
[00:25:17--00:25:18] 嗯
[00:25:18--00:25:21] 然后现在在那个布朗大学做教授
[00:25:21--00:25:22] 然后
[00:25:22--00:25:24] 那个我后来我就通过陈哥
[00:25:24--00:25:25] 孙晨
[00:25:25--00:25:27] 然后进到那个rum的实验室
[00:25:27--00:25:28] 然后开始做这个
[00:25:28--00:25:30] 为什么三年半毕业
[00:25:30--00:25:33] 这也也有归纳总结吧
[00:25:33--00:25:34] 归纳总结
[00:25:34--00:25:36] 这是人生重要的好夕
[00:25:36--00:25:38] 首先我觉得就是当时
[00:25:38--00:25:39] 我先给自己定了一个目标
[00:25:39--00:25:40] 就我觉得
[00:25:40--00:25:42] 我觉得既然我已经想好
[00:25:42--00:25:44] 我要未来我要创业
[00:25:44--00:25:45] 我要进入产业界
[00:25:45--00:25:48] 那读博士其实我是一个阶段
[00:25:48--00:25:50] 它是为了完成我的某些训练
[00:25:50--00:25:52] 而这个训练完成的时间
[00:25:52--00:25:53] 肯定是越快越好的
[00:25:53--00:25:55] 那所以我就想
[00:25:55--00:25:56] 那我能不能四年毕业
[00:25:56--00:25:58] 可能正常在美国读博士
[00:25:58--00:25:59] 五年
[00:25:59--00:26:00] 可能甚至六年
[00:26:00--00:26:01] 那我给自己定目标
[00:26:01--00:26:02] 我说四年
[00:26:02--00:26:03] 然后四年毕业呢
[00:26:03--00:26:04] 你就得
[00:26:04--00:26:06] 你就得推导一下
[00:26:06--00:26:08] 四年你又不想水水的毕业
