[00:00:02--00:00:04] 就在京都在鸭川边上
[00:14:57--00:14:59] 让你去干转账
[00:14:59--00:15:00] 干各种产品工作
[00:15:00--00:15:02] 坦白说都没有什么想法
[00:15:02--00:15:02] 就比如说今天
[00:15:02--00:15:04] 我去面试很多年轻的同学
[00:15:04--00:15:06] 我觉得今天的年轻同学
[00:15:06--00:15:06] 知道比我那个时候
[00:15:06--00:15:08] 优秀多得多了
[00:15:08--00:15:10] 都很有自己的想法
[00:15:10--00:15:10] 对
[00:15:10--00:15:11] 现在00后的小天才们
[00:15:11--00:15:11] 对
[00:15:11--00:15:13] 我反正我在高明的时候
[00:15:13--00:15:14] 没有任何想法
[00:15:14--00:15:15] 是老板让我干什么
[00:15:15--00:15:16] 我就认真干
[00:15:16--00:15:18] 想办法年底我要升职加薪
[00:15:18--00:15:20] 就非常简单粗暴
[00:15:20--00:15:20] 对
[00:15:20--00:15:21] 但直到
[00:15:21--00:15:23] 我觉得直到
[00:15:23--00:15:23] 到这个
[00:15:23--00:15:25] 这个字节工作
[00:15:25--00:15:27] 那个时候开始才形成了
[00:15:27--00:15:28] 慢慢形成了自己的产品
[00:15:28--00:15:30] 第一为什么要做产品
[00:15:30--00:15:32] 第二是我的产品偏好是什么
[00:15:32--00:15:33] 就开始慢慢的形成
[00:15:33--00:15:35] 直到我觉得第一次创业结束
[00:15:35--00:15:37] 在这之后
[00:15:37--00:15:38] 基本就已经比较稳定
[00:15:38--00:15:38] 没有变过
[00:15:38--00:15:40] 你前面这些所有的履历经历
[00:15:40--00:15:41] 它的逻辑是什么
[00:15:41--00:15:43] 你好像做过很多的产品
[00:15:43--00:15:44] 它们之间好像没什么关系
[00:15:44--00:15:44] 对
[00:15:44--00:15:46] 其实这就是
[00:15:46--00:15:47] 这次创业
[00:15:47--00:15:49] 我这次离开阿里
[00:15:49--00:15:50] 开启一个创业
[00:15:50--00:15:52] 最核心的一个理由
[00:15:52--00:15:53] 就是我在23年
[00:15:53--00:15:55] 10月
[00:15:55--00:15:57] 10月1的时候就去度假
[00:15:57--00:15:58] 就在京都
[00:15:58--00:15:59] 就在鸭川边上
[00:15:59--00:16:01] 有一天没睡着觉
[00:16:01--00:16:03] 我就自己一个人跑到鸭川边
[00:16:03--00:16:04] 在那坐着
[00:16:04--00:16:05] 那里很美
[00:16:05--00:16:06] 对对对很美
[00:16:06--00:16:08] 我从夜里2点一直坐到凌晨5点
[00:16:08--00:16:10] 就拿了一罐啤酒在那坐着
[00:16:10--00:16:11] 一个人是吧
[00:16:11--00:16:11] 就一个人
[00:16:11--00:16:13] 那天做了很多
[00:16:13--00:16:13] 想了很多事情
[00:16:13--00:16:16] 做了一些很重要的决定
[00:16:16--00:16:18] 其中一个很简单的逻辑就是
[00:16:18--00:16:19] 我当时就在回看
[00:16:19--00:16:22] 自己过去的这十几年的工作和生活
[00:16:22--00:16:23] 以及
[00:16:23--00:16:25] 我是89年的
[00:16:25--00:16:27] 所以马上当时就35岁了
[00:16:27--00:16:29] 所以如何过35岁到45岁
[00:16:29--00:16:32] 当时是一个很重要的问题
[00:16:32--00:16:33] 这过去十几年
[00:16:33--00:16:34] 我自己我觉得做的
[00:16:34--00:16:36] 有很多地方做的还可以
[00:16:36--00:16:37] 但其中我自己最不满意的
[00:16:37--00:16:39] 就是没有长坡后续
[00:16:39--00:16:41] 不管是人还是事都没有
[00:16:41--00:16:44] 身边的同伴也换了很多
[00:16:44--00:16:45] 做的产品就像你说的
[00:16:45--00:16:47] 我做过很多类型的产品
[00:16:47--00:16:48] 做过资金类的产品
[00:16:48--00:16:49] 做过红包
[00:16:49--00:16:51] 做过相册工具
[00:16:51--00:16:52] 做过图像工具
[00:16:52--00:16:53] 做过
[00:16:53--00:16:54] 社交
[00:16:54--00:16:56] 做过短视频
[00:16:56--00:16:58] 后来对在优酷还做过长视频
[00:16:58--00:17:00] 对这个做过内容
[00:17:00--00:17:02] 对后来又去比如说做妙鸦
[00:17:02--00:17:04] 其实又回到了AI图像产品
[00:17:04--00:17:05] 对很杂
[00:17:05--00:17:08] 所以我当时离开的最重要的原因
[00:17:08--00:17:10] 就是因为我给自己35岁到45岁
[00:17:10--00:17:13] 定了一个目标立了个flag
[00:17:13--00:17:15] 就是我想35岁到45岁
[00:17:15--00:17:17] 跟同一群人做同一件事情
[00:17:17--00:17:19] 在大厂其实也是很难控制这个事情
[00:17:19--00:17:21] 这个事是你不受控的
[00:17:21--00:17:23] 你身边要跟谁在一起
[00:17:23--00:17:25] 什么你当然可以有一个规划
[00:17:25--00:17:27] 你可以去可以跟你的老板聊
[00:17:27--00:17:29] 但终究这个事情是有不可抗力的
[00:17:29--00:17:31] 而且我觉得在大厂里你去迎接变化
[00:17:31--00:17:32] 去拥抱变化是一个
[00:17:32--00:17:34] 我觉得大厂是基本素质
[00:17:34--00:17:36] 由于想要实现后面那个目标
[00:17:36--00:17:38] 所以就只能是自己
[00:17:38--00:17:40] 自己来组织到底要跟什么人在一起
[00:17:40--00:17:42] 到底要做一件什么样的事情
[00:17:42--00:17:46] 你在大厂属于很会往上爬的那种人吗
[00:17:46--00:17:48] 我觉得我很不是
[00:17:48--00:17:51] 说实话我觉得满满
[00:17:51--00:17:53] 其实当然从结果上来讲
[00:17:53--00:17:54] 其实爬的还可以坦白说
[00:17:54--00:17:56] 你做努力值的时候是
[00:17:56--00:17:57] 我30岁就是啤酒了
[00:17:57--00:18:01] 所以很早
[00:18:01--00:18:03] 我16年在入职字节的时候
[00:18:03--00:18:04] 也是3个2
[00:18:04--00:18:05] 我不知道现在这个算什么
[00:18:05--00:18:07] 反正就还算是
[00:18:07--00:18:09] 如果单纯从打怪升级的角度
[00:18:09--00:18:10] 其实是速度还可以
[00:18:10--00:18:12] 但坦白来说
[00:18:12--00:18:14] 我觉得我并不是很擅长这个游戏
[00:18:14--00:18:15] 我并不是很擅长这个游戏
[00:18:15--00:18:16] 以及我也不是很喜欢
[00:18:16--00:18:17] 那你是怎么打怪升级的呢
[00:18:17--00:18:19] 如果你不擅长的话
[00:18:19--00:18:22] 因为其实我觉得大厂当中
[00:18:22--00:18:23] 这个游戏有两种玩法
[00:18:23--00:18:24] 一种玩法
[00:18:24--00:18:27] 你通过战胜外部的敌人
[00:18:27--00:18:28] 来打怪升级
[00:18:28--00:18:29] 就是什么意思
[00:18:29--00:18:30] 在某某战役赢了
[00:18:30--00:18:32] 所以你达到结果
[00:18:32--00:18:33] 就是你打赢了
[00:18:33--00:18:34] 明确是你打的
[00:18:34--00:18:35] 那当然就会有结果
[00:18:35--00:18:36] 就是外部战役
[00:18:36--00:18:37] 外部战役
[00:18:37--00:18:38] 还有一种方式就是内部战役
[00:18:38--00:18:40] 其实你并不需要真的打赢了
[00:18:40--00:18:41] 外部的敌人
[00:18:41--00:18:42] 你只要打赢身边人就可以了
[00:18:42--00:18:44] 就是你361
[00:18:44--00:18:44] 因为是那个3
[00:18:44--00:18:46] 你就会成为升级的人
[00:18:46--00:18:48] 坦白说就是
[00:18:48--00:18:49] 45678910
[00:18:49--00:18:50] 这样的一个游戏
[00:18:50--00:18:52] 会让绝大部分人
[00:18:52--00:18:53] 变成像
[00:18:53--00:18:54] 内作战的人
[00:18:54--00:18:55] 这是我在大厂
[00:18:55--00:18:56] 待了很多年之后
[00:18:56--00:18:58] 发现一个很难克服的一个
[00:18:58--00:18:59] 这是一个地心引力
[00:18:59--00:19:00] 对 你只要有这套体系
[00:19:00--00:19:02] 人很难免地去想要
[00:19:02--00:19:04] 用内部游戏去赢
[00:19:04--00:19:05] 外部游戏其实更难
[00:19:05--00:19:07] 对外部游戏一定是更难的
[00:19:07--00:19:08] 或者是这么说
[00:19:08--00:19:09] 有两个点吧
[00:19:09--00:19:09] 第一个点
[00:19:09--00:19:10] 外部游戏肯定是更难的
[00:19:10--00:19:12] 有很多的不确定性
[00:19:12--00:19:13] 第二个原因是
[00:19:13--00:19:15] 也跟周期有关
[00:19:15--00:19:15] 比如说你在
[00:19:15--00:19:17] 比如说我刚开始工作
[00:19:17--00:19:19] 12年 13年 15 16年
[00:19:19--00:19:20] 就全都是黄金周期
[00:19:20--00:19:21] 你在任何一个公司
[00:19:21--00:19:22] 任何一个大厂
[00:19:22--00:19:23] 因为大家经常
[00:19:23--00:19:23] 比喻叫
[00:19:23--00:19:25] 你在电梯上俯卧撑就可以了
[00:19:25--00:19:26] 因为这个电梯在往上走
[00:19:26--00:19:27] 所以你有很多事情
[00:19:27--00:19:29] 可以去获得外部的结果
[00:19:29--00:19:32] 但到了18 19年
[00:19:32--00:19:32] 再比如说
[00:19:32--00:19:33] 如果一个新的人
[00:19:33--00:19:35] 进入这个互联网行业
[00:19:35--00:19:35] 他确实面临
[00:19:35--00:19:37] 很长一段时间的真空期
[00:19:37--00:19:38] 整个互联网行业
[00:19:38--00:19:39] 没有什么新的事情
[00:19:39--00:19:41] 就从抖音之后
[00:19:41--00:19:42] 其实互联网
[00:19:42--00:19:43] 很久没有出现过
[00:19:43--00:19:44] 那种真正意义上
[00:19:44--00:19:47] 能够改变很多事情的产品
[00:19:47--00:19:49] 所以外部游戏
[00:19:49--00:19:50] 是需要周期的
[00:19:50--00:19:52] 就比如说今天AI的诞生
[00:19:52--00:19:53] 就又提供
[00:19:53--00:19:54] 外部游戏的机会
[00:19:54--00:19:55] 带来了增量
[00:19:55--00:19:56] 如果没有增量
[00:19:56--00:19:57] 那也很难免
[00:19:57--00:19:59] 大家会去变成内部游戏
[00:19:59--00:20:00] 所以你更擅长
[00:20:00--00:20:01] 打外部游戏
[00:20:01--00:20:01] 还是内部游戏
[00:20:01--00:20:03] 我觉得是喜欢吧
[00:20:03--00:20:04] 喜欢外部游戏
[00:20:04--00:20:04] 对
[00:20:04--00:20:06] 比如说我再次回到阿里
[00:20:06--00:20:07] 我们团队也挺大的
[00:20:07--00:20:08] 多少人当时
[00:20:08--00:20:09] 我最多的时候
[00:20:09--00:20:09] 接近管理300个人
[00:20:09--00:20:11] 职能也挺全的
[00:20:11--00:20:13] 正常做一个管理层中层
[00:20:13--00:20:15] 其实是可以
[00:20:15--00:20:16] 按部就班的去做的
[00:20:16--00:20:17] 但我几乎每年
[00:20:17--00:20:18] 坚持了要做一款新产品
[00:20:18--00:20:19] 我每年自己
[00:20:19--00:20:20] 非要做一个新产品
[00:20:20--00:20:20] 所以没有
[00:20:20--00:20:21] 还不是我做的
[00:20:23--00:20:23] 我每年都做
[00:20:23--00:20:24] 只不过很多
[00:20:24--00:20:25] 最后就也不行
[00:20:25--00:20:26] 因为各种感染原因
[00:20:26--00:20:27] 不行
[00:20:27--00:20:31] 我自己底层的快乐
[00:20:31--00:20:31] 就在于此
[00:20:31--00:20:33] 就在于创造产品
[00:20:33--00:20:34] 如果不让我创造产品
[00:20:34--00:20:36] 内部游戏的话
[00:20:36--00:20:37] 我可能没有办法
[00:20:37--00:20:38] 非常快乐
[00:20:38--00:20:39] 会很无聊
[00:20:39--00:20:40] 听起来你第一次创业
[00:20:40--00:20:41] 是第一次觉醒吗
[00:20:41--00:20:42] 但是没有觉醒彻底
[00:20:42--00:20:45] 我觉得第一次创业
[00:20:45--00:20:46] 到最后是很困惑的
[00:20:46--00:20:47] 是很困惑的
[00:20:47--00:20:51] 但是我已经感受到了
[00:20:51--00:20:52] 自己什么东西
[00:20:52--00:20:53] 是一定要去做的
[00:20:53--00:20:54] 创造的快乐
[00:20:54--00:20:55] 对我而言非常重要
[00:20:55--00:20:56] 非常重要
[00:20:56--00:20:57] 在大厂为什么
[00:20:57--00:20:58] 没有创造的快乐
[00:20:58--00:20:59] 在大厂也是有
[00:20:59--00:21:00] 创造的快乐
[00:21:00--00:21:01] 一定是有的
[00:21:01--00:21:03] 但是有两个点
[00:21:03--00:21:04] 第一个点就是
[00:21:04--00:21:05] 你得遇到
[00:21:05--00:21:07] 可以再做增量的周期
[00:21:07--00:21:09] 确实是一个大前提
[00:21:09--00:21:09] 还是要有环境
[00:21:09--00:21:10] 对
[00:21:10--00:21:12] 是整个社会环境
[00:21:12--00:21:12] 如果没有新要素
[00:21:12--00:21:13] 没有新变化
[00:21:13--00:21:15] 你确实也很难创造
[00:21:15--00:21:17] 因为如果你在
[00:21:17--00:21:17] 一个大厂的话
[00:21:17--00:21:18] 你要创造的
[00:21:18--00:21:20] 最终一定是有机会
[00:21:20--00:21:21] 很大的事情
[00:21:21--00:21:21] 才值得创造
[00:21:21--00:21:23] 你比如说
[00:21:23--00:21:24] 我的一次创业
[00:21:24--00:21:25] 最后结束的那个产品
[00:21:25--00:21:26] 坦白说
[00:21:26--00:21:28] 我认为如果我是一个大厂的话
[00:21:28--00:21:29] 我是不会去做这个事
[00:21:29--00:21:30] 因为它上限就是不少
[00:21:30--00:21:32] 我们当时遇到最大的问题
[00:21:32--00:21:33] 就是我们的用户
[00:21:33--00:21:34] 有很低龄的问题
[00:21:34--00:21:35] 平均年龄应该就是
[00:21:35--00:21:36] 个一除二的样子
[00:21:36--00:21:38] 所以你会发现
[00:21:38--00:21:39] 用户的up是很难
[00:21:39--00:21:40] 做得很高
[00:21:40--00:21:41] 它的商业模式
[00:21:41--00:21:41] 就不是那么健康
[00:21:41--00:21:43] 因为都是未成年人充值
[00:21:43--00:21:44] 这也是我后来
[00:21:44--00:21:45] 决定要关掉它的
[00:21:45--00:21:46] 一个主要的原因之一
[00:21:46--00:21:48] 所以你在大厂去创造的话
[00:21:48--00:21:49] 你一定是因为
[00:21:49--00:21:50] 这个东西
[00:21:50--00:21:51] 还是有很高的天花板
[00:21:51--00:21:53] 所以如果
[00:21:53--00:21:54] 又没有新要素
[00:21:54--00:21:55] 这个周期
[00:21:55--00:21:56] 不是一个新周期
[00:21:56--00:21:57] 那你就看不到
[00:21:57--00:21:58] 大天花板的东西
[00:21:58--00:21:59] 其实你就很难去创造
[00:21:59--00:22:00] 很难去创造
[00:22:00--00:22:02] 当然AI肯定是
[00:22:02--00:22:03] 打开了一个很大的天花板
[00:22:03--00:22:03] 所以我觉得
[00:22:03--00:22:04] 今天的大厂内部
[00:22:04--00:22:05] 肯定也有很多创造的机会
[00:22:05--00:22:06] 不是说
[00:22:06--00:22:07] 一定没有创造的机会
[00:22:07--00:22:08] 对 所以
[00:22:08--00:22:09] 比如说我离开大厂
[00:22:09--00:22:10] 创业不是因为
[00:22:10--00:22:11] 创造这件事
[00:22:11--00:22:13] 而是因为十年的事情
[00:22:13--00:22:14] 我觉得今天的大厂内
[00:22:14--00:22:15] 一定是可以创造的
[00:22:15--00:22:17] 但比如说18 19年
[00:22:17--00:22:18] 那个周期内
[00:22:18--00:22:19] 是很难创造的
[00:22:19--00:22:20] 我还是很难理解
[00:22:20--00:22:21] 你第一次结束的时候
[00:22:21--00:22:22] 是觉得自己很困惑
[00:22:22--00:22:23] 我不知道
[00:22:23--00:22:23] 为什么要创业
[00:22:23--00:22:24] 对 其实你看
[00:22:24--00:22:25] 一个人到底
[00:22:25--00:22:26] 为什么要创业
[00:22:26--00:22:27] 这个事有很多理由
[00:22:27--00:22:29] 抛开表象你说的理由
[00:22:29--00:22:29] 但内心
[00:22:29--00:22:31] 内心深处你真实的理由
[00:22:31--00:22:32] 这个事情是很难骗
[00:22:32--00:22:33] 你至少不能骗自己
[00:22:33--00:22:35] 核心是不能骗自己
[00:22:35--00:22:36] 你看有的人
[00:22:36--00:22:37] 其实为了发财
[00:22:37--00:22:38] 其实是为了赚钱
[00:22:38--00:22:40] 有的人是为了成名
[00:22:40--00:22:41] 或者叫证明自己
[00:22:41--00:22:42] 就像
[00:22:42--00:22:43] 大家都知道
[00:22:43--00:22:44] 我很牛 我很厉害
[00:22:44--00:22:45] 有的人是
[00:22:45--00:22:45] 就想当老板
[00:22:45--00:22:47] 我就是想当老板
[00:22:47--00:22:48] 我就是不想给别人打工
[00:22:48--00:22:48] 我就想当老板
[00:22:48--00:22:49] 有的人是
[00:22:49--00:22:51] 就想实现某个愿望
[00:22:51--00:22:52] 我就一定要让
[00:22:52--00:22:53] 这个东西发生
[00:22:53--00:22:53] 对
[00:22:53--00:22:54] 很多种理由
[00:22:54--00:22:56] 我觉得第一次创业
[00:22:56--00:22:57] 结束的时候
[00:22:57--00:22:58] 之所以困惑
[00:22:58--00:22:59] 是因为我出发的时候
[00:22:59--00:22:59] 的理由是
[00:22:59--00:23:01] 我觉得回看的话
[00:23:01--00:23:02] 现在真实理由
[00:23:02--00:23:03] 你就不要骗自己的话
[00:23:03--00:23:04] 然后证明自己
[00:23:04--00:23:06] 我觉得我很牛了
[00:23:06--00:23:06] 我要出名
[00:23:06--00:23:08] 我要让别人都看到我
[00:23:08--00:23:08] 我是个特别牛的人
[00:23:08--00:23:10] 你装上一个下行周期
[00:23:10--00:23:11] 我觉得周期是一方面
[00:23:11--00:23:12] 今天回看
[00:23:12--00:23:14] 我觉得是很难成功的
[00:23:14--00:23:14] 那个时间
[00:23:14--00:23:15] 我有很多地方
[00:23:15--00:23:16] 是注定无法成功
[00:23:16--00:23:17] 但最后的困惑点就在于
[00:23:17--00:23:19] 好像那个目标被否定了
[00:23:19--00:23:20] 但我当时也没有
[00:23:20--00:23:22] 找到另外一个动机
[00:23:22--00:23:23] 我没有立即切
[00:23:23--00:23:25] 没有能够顺利切换到
[00:23:25--00:23:26] 另一个动机
[00:23:26--00:23:27] 比如说某一件事情
[00:23:27--00:23:29] 特别值得我去做
[00:23:29--00:23:30] 所以我今天去
[00:23:30--00:23:31] 有一个想法
[00:23:31--00:23:32] 我认为创业最好的理由
[00:23:32--00:23:33] 就是两个
[00:23:33--00:23:34] 一个很理性的
[00:23:34--00:23:35] 不谈道德的创业
[00:23:35--00:23:36] 只有两个理由
[00:23:36--00:23:37] 特别适合创业
[00:23:37--00:23:38] 一个是你就想当老板
[00:23:38--00:23:40] 你不想打工
[00:23:40--00:23:41] 你不想给别人工作
[00:23:41--00:23:42] 那你创业的第一天
[00:23:42--00:23:43] 你就成功了
[00:23:43--00:23:45] 你的期望收益是百分之百
[00:23:45--00:23:46] 哪怕这是一个
[00:23:46--00:23:48] 听上去很low的理由
[00:23:48--00:23:48] 其实这是一个
[00:23:48--00:23:49] 很好的创业理由
[00:23:49--00:23:50] 因为你一定会成功的
[00:23:50--00:23:52] 哪怕这个公司
[00:23:52--00:23:52] 最后
[00:23:52--00:23:52] 很不咋地
[00:23:52--00:23:53] 要么你就是
[00:23:53--00:23:55] 特别想要让一件事发生
[00:23:55--00:23:56] 你甚至
[00:23:56--00:23:57] 就算你自己
[00:23:57--00:23:58] 没有让它发生
[00:23:58--00:23:59] 别人让它发生了
[00:23:59--00:23:59] 你觉得也很好
[00:23:59--00:24:00] OK
[00:24:00--00:24:01] 这件事情是已经
[00:24:01--00:24:02] 你参与到一个
