[00:00:04--00:00:06] Hello 大家好,我是小骏
[00:00:06--00:00:10] 春节前后,一款AI Native的产品Elise
[00:00:10--00:00:12] 引起了小圈层人的关注
[00:15:02--00:15:03] 然后就是找团队
[00:15:03--00:15:04] 对
[00:15:04--00:15:05] 我觉得我团队里面
[00:15:05--00:15:07] 需要一些AI背景的人进来
[00:15:07--00:15:09] 同时在做这两件事情吧
[00:15:09--00:15:09] 对
[00:15:09--00:15:11] 然后同时就是
[00:15:11--00:15:13] 我会很快地去搭产品的demo
[00:15:13--00:15:14] 我们也很快地
[00:15:14--00:15:15] 做了产品的demo
[00:15:15--00:15:17] 你决定创业以后
[00:15:17--00:15:18] 做的头几件事情是什么
[00:15:19--00:15:21] 你的团队是怎么搭起来的呀
[00:15:21--00:15:23] 当时还是一些传统的AI公司
[00:15:23--00:15:25] 当时新的AI公司也并不多
[00:15:25--00:15:27] 比如说
[00:15:27--00:15:29] 超参数这种做游戏AI的
[00:15:29--00:15:30] 做强化学习的
[00:15:30--00:15:31] 然后
[00:15:31--00:15:32] 比如商汤
[00:15:32--00:15:33] 对吧
[00:15:33--00:15:35] 我在深圳我能reach到的就是这些公司
[00:15:35--00:15:36] 那会从这些公司里面
[00:15:36--00:15:39] 找了一些人过来
[00:15:39--00:15:41] 你是因为去深圳工作
[00:15:41--00:15:42] 所以你把公司放在了深圳吗
[00:15:42--00:15:43] 为什么你没有
[00:15:43--00:15:44] 因为要AI创业
[00:15:44--00:15:45] 然后回到北京
[00:15:45--00:15:46] 或者到上海
[00:15:46--00:15:49] 你为什么选择了深圳
[00:15:49--00:15:51] 因为当时我还是有家游戏公司
[00:15:51--00:15:53] 这家公司在深圳
[00:15:53--00:15:55] 所以基本上人各方面
[00:15:55--00:15:56] 来了就是深圳人
[00:15:56--00:15:57] 有很多东西都在这边
[00:15:57--00:15:59] 所以就在这儿
[00:15:59--00:16:01] 但深圳确实AI人才会偏少
[00:16:01--00:16:03] 肯定没有北京那么好
[00:16:03--00:16:04] 深圳的AI创业氛围怎么样
[00:16:04--00:16:05] 现在
[00:16:05--00:16:07] 我觉得氛围应该也很火热吧
[00:16:07--00:16:08] 我们公司在深圳
[00:16:08--00:16:09] 我觉得跟其他公司
[00:16:09--00:16:10] 还是比较格格不入的
[00:16:10--00:16:12] 因为这边可能偏AI硬件
[00:16:12--00:16:16] 或者偏直接AI出海搞钱那种
[00:16:16--00:16:17] 我们的话还是偏一些宏大叙事
[00:16:17--00:16:18] 对
[00:16:19--00:16:21] 命运的流转就怎么样就过来了
[00:16:21--00:16:21] 对
[00:16:23--00:16:25] 那我们先来聊聊
[00:16:25--00:16:26] 你们最近的这款
[00:16:26--00:16:27] 关注度比较高的一个产品
[00:16:27--00:16:28] ELYS
[00:16:28--00:16:29] 你们能不能讲讲
[00:16:29--00:16:30] 这款产品是怎么出现的
[00:16:30--00:16:31] 因为我们去年聊的时候
[00:16:31--00:16:33] 其实你还没有这个产品的规划
[00:16:33--00:16:33] 对吗
[00:16:33--00:16:35] 我们去年应该是10月份见了
[00:16:36--00:16:37] 当时其实已经有了
[00:16:37--00:16:39] 当时我的心中已经是
[00:16:39--00:16:40] 热血沸腾了
[00:16:40--00:16:42] 当时出了SORROW对吧
[00:16:42--00:16:42] 然后当时
[00:16:42--00:16:44] 我记得咱们也聊了SORROW
[00:16:44--00:16:46] 我记得我好像给你
[00:16:46--00:16:48] 把Sam Altman就是
[00:16:48--00:16:49] 彻底吹了一波
[00:16:49--00:16:51] 觉得他是世界上最牛逼的CEO
[00:16:51--00:16:52] 什么之类的
[00:16:52--00:16:53] 当然我现在依然认为
[00:16:53--00:16:55] 他是世界上最牛逼的CEO之一
[00:16:55--00:16:57] 当时见你的时候
[00:16:57--00:16:58] 那咱们那次聊
[00:16:58--00:16:59] 我从欧洲回来
[00:16:59--00:17:00] 其实
[00:17:00--00:17:02] ELYS这个整个的想法的出行
[00:17:02--00:17:03] 我已经完全有了
[00:17:03--00:17:06] 而且我觉得终于我想明白了这件事情
[00:17:06--00:17:07] 也就是AI时代网络效应
[00:17:07--00:17:09] 到底应该怎么做
[00:17:09--00:17:10] 当时我们决定做它
[00:17:10--00:17:13] 也是因为之前做EVE的时候
[00:17:13--00:17:14] 我记得上次咱们就聊了很多
[00:17:14--00:17:15] 我们的机器系统
[00:17:15--00:17:17] 以及我们对Context本身的处理
[00:17:17--00:17:18] 我认为我们有很多问题
[00:17:18--00:17:19] 我们有很好的理解
[00:17:19--00:17:21] 和我们的工程基础
[00:17:21--00:17:23] 那但是过去的EVE
[00:17:23--00:17:24] 它其实是个单机产品
[00:17:24--00:17:27] 就和过去的所有的AI工具类产品
[00:17:27--00:17:28] 其实是一样的
[00:17:28--00:17:28] 过去三年
[00:17:28--00:17:29] 所有的AI产品
[00:17:29--00:17:30] 大部分你会发现
[00:17:30--00:17:33] 它都是去Empower单个节点
[00:17:33--00:17:35] 它是在单个节点提效
[00:17:35--00:17:35] 或者是如何
[00:17:35--00:17:36] 或者是陪伴
[00:17:36--00:17:37] 或者是怎么样
[00:17:37--00:17:39] 它是一个单机产品
[00:17:39--00:17:40] 但是我们从移动互联网走过来
[00:17:40--00:17:43] 这一帮所谓的古典互联网产品经理
[00:17:43--00:17:46] 我们其实都会在追求网络效应
[00:17:46--00:17:47] 如果我们看不到网络效应
[00:17:47--00:17:48] 那其实
[00:17:48--00:17:48] 这个产品本身
[00:17:48--00:17:50] 我们天然就会认为
[00:17:50--00:17:51] 它的想象空间
[00:17:51--00:17:52] 其实就已经
[00:17:52--00:17:54] 它的天花板就是比较低的
[00:17:54--00:17:55] 它不会有个终极的
[00:17:55--00:17:57] 无限的想象力的天花板
[00:17:57--00:17:59] 所以elise它是一个
[00:17:59--00:18:02] 把我们的对context处理能力
[00:18:02--00:18:04] 去变成在网络效应里面去发挥
[00:18:04--00:18:06] 而不是在单点发挥的
[00:18:06--00:18:07] 这样的一个产品
[00:18:07--00:18:08] 所以在那个点上
[00:18:08--00:18:09] 我们认为elise
[00:18:09--00:18:11] 它可能是一个
[00:18:11--00:18:14] 甚至比EVE还要更大的一个叙事
[00:18:14--00:18:17] 所以就在当时
[00:18:17--00:18:17] 其实我们已经很忙
[00:18:17--00:18:20] 因为当时EVE也要从此上线
[00:18:20--00:18:21] 我们已经非常非常忙的状态下
[00:18:21--00:18:24] 我们强行去分出了大概几个人
[00:18:24--00:18:25] 然后说OK
[00:18:25--00:18:27] 我们现在有新的想法
[00:18:27--00:18:29] 这个项目可能必须得做
[00:18:29--00:18:30] 我知道大家现在很忙
[00:18:30--00:18:31] 但是我也没办法
[00:18:31--00:18:34] 大家现在就空缩上再直接乘以二
[00:18:34--00:18:34] 对
[00:18:34--00:18:36] 但是我们必须得做这个产品
[00:18:36--00:18:38] 你是在欧洲出去玩
[00:18:38--00:18:39] 自己想清楚的是吗
[00:18:39--00:18:43] 就是欧洲之行想到的这个idea
[00:18:43--00:18:44] 也不是想到了这个idea
[00:18:44--00:18:45] 这个idea我们一直都在想
[00:18:45--00:18:47] 就是网络效应对吧
[00:18:47--00:18:49] 然后所谓的赛博分身
[00:18:49--00:18:53] 那因为其实我们始终在做一件事情
[00:18:53--00:18:56] 就是包括之前EVE的slogan也是
[00:18:56--00:18:59] 所谓陪伴就是一个跟你超级对齐的人
[00:18:59--00:19:02] 陪你去面对世界
[00:19:02--00:19:04] 我觉得这件事情其实
[00:19:04--00:19:05] 我认为它应该是
[00:19:05--00:19:06] AI世界最大的一件事情
[00:19:06--00:19:08] 包括现在open cloud其实也是
[00:19:08--00:19:09] 因为发现open cloud
[00:19:09--00:19:11] 可能是让很多人感受到的一个点
[00:19:11--00:19:13] 是好像有一个人
[00:19:13--00:19:13] 我在养他
[00:19:13--00:19:14] 然后他在工作也好
[00:19:14--00:19:17] 他在陪着我去外面的世界里面去逛
[00:19:17--00:19:17] 然后去帮我逛
[00:19:17--00:19:18] 然后叼拔东西
[00:19:18--00:19:18] 对吧
[00:19:18--00:19:20] 他其实有点这种感觉
[00:19:20--00:19:22] 所以这是个一以贯之的东西
[00:19:22--00:19:23] 然后我们发现
[00:19:23--00:19:26] 就是elis是能够彻底把这件事情
[00:19:26--00:19:29] 发挥到极致的一个事情
[00:19:29--00:19:31] 我觉得到elis出来之前
[00:19:31--00:19:33] 大家其实已经好像有点接受
[00:19:33--00:19:36] AI这个产品没有网络效应这件事情了
[00:19:36--00:19:36] 对
[00:19:36--00:19:37] 我觉得过去大家的产品
[00:19:37--00:19:39] 其实都还是比较工具化的产品
[00:19:39--00:19:41] 所以你在欧洲是想清楚了什么
[00:19:41--00:19:43] 你觉得网络效应还是可以做的
[00:19:43--00:19:45] 我觉得我是想清楚
[00:19:45--00:19:47] context的流动吧
[00:19:47--00:19:49] 因为对于单机的产品来讲
[00:19:49--00:19:50] context是固定的
[00:19:50--00:19:53] 其实你只需要去
[00:19:53--00:19:56] 人类去面对一个AI
[00:19:56--00:19:57] 然后这个AI有很多你的context
[00:19:57--00:19:59] 它来不断给你输出
[00:19:59--00:20:00] 对吧
[00:20:00--00:20:02] 但是在一个网络节点中
[00:20:02--00:20:04] 那其实就是有很多个节点
[00:20:04--00:20:05] 每个节点都是真人
[00:20:05--00:20:07] 每个真人背后都有很多很多的context
[00:20:07--00:20:09] 那这些context之间它如何交互
[00:20:09--00:20:10] 我可能那段时间
[00:20:10--00:20:13] 把这段时间的交互去想明白了
[00:20:13--00:20:17] 就是是通过我的分身和你的分身
[00:20:17--00:20:17] 去交互
[00:20:17--00:20:20] 而不是我跟你直接通过AI去交互
[00:20:20--00:20:21] 对
[00:20:21--00:20:23] 相当于就是我们俩的分身先去预交互
[00:20:23--00:20:25] 或者是我的分身先给你的真人交互
[00:20:25--00:20:26] 这些都OK
[00:20:26--00:20:29] 也就是前面的前置的步骤
[00:20:29--00:20:32] 前置的步骤是需要有AI来去参与
[00:20:32--00:20:33] 或者我这么说吧
[00:20:33--00:20:35] 我直接来说一下这个事情
[00:20:35--00:20:37] 当时我们想到的它的最大的范式上
[00:20:37--00:20:38] 也是什么
[00:20:38--00:20:39] 就传统的互联网
[00:20:39--00:20:41] 你会发现它的连接效率是非常低的
[00:20:41--00:20:44] 我可以大概去给你表述一下
[00:20:44--00:20:46] 就是过去的互联网和现在互联网的区别啊
[00:20:46--00:20:48] 我们还是用Tender这个例子
[00:20:48--00:20:50] 你过去你如果在Tender上找一个人
[00:20:50--00:20:53] 你需要去划一千张卡片
[00:20:53--00:20:56] 有三十张可能跟你匹配上了
[00:20:56--00:20:58] 然后匹配上的这些人
[00:20:58--00:21:00] 你再去用同样的话术再去跟他们聊
[00:21:00--00:21:01] 每个聊几百轮
[00:21:01--00:21:04] 最终你可能获得几个有效的连接
[00:21:04--00:21:05] 它也不一定是有效的
[00:21:05--00:21:06] 这是过去的互联网
[00:21:06--00:21:07] 所以过去的互联网
[00:21:07--00:21:11] 其实它就是一些低微的标签化的信息
[00:21:11--00:21:13] 那比如说Tender上面就是一些你的照片
[00:21:13--00:21:14] 对吧
[00:21:14--00:21:15] 大家都说看脸嘛
[00:21:15--00:21:16] 那有一些你的什么
[00:21:16--00:21:17] 爱好的标签
[00:21:17--00:21:19] 你喜欢滑雪或者是你是什么学校毕业的
[00:21:19--00:21:20] 顶多是这些东西
[00:21:20--00:21:23] 那你只能依据这些来去判断
[00:21:23--00:21:25] 然后人类去大量的做工
[00:21:25--00:21:26] 来去做这个信息商见
[00:21:26--00:21:29] 最终帮你去筛出一些可能跟你合适的人
[00:21:29--00:21:30] 这是过去的互联网
[00:21:30--00:21:31] 然后新的互联网
[00:21:31--00:21:33] 它跟过去互联网最大的区别是什么
[00:21:33--00:21:34] 其实就是新的互联网
[00:21:34--00:21:36] 第一次有了context
[00:21:36--00:21:37] 这也是我认为AI时代最重要的东西
[00:21:37--00:21:41] 就是AI时代终于有一个东西
[00:21:41--00:21:44] 有一个LM能够去真正的去智能化的理解
[00:21:44--00:21:46] 一个非常长的context
[00:21:46--00:21:49] 比如说几十万上百万的context的长度的东西
[00:21:49--00:21:50] 它是能够理解的
[00:21:50--00:21:53] 然后这是跟传统的地位标签最大的不同的地方
[00:21:53--00:21:57] 那么你可以理解为AI时代的互联网
[00:21:57--00:21:59] 它就是有很多的节点
[00:21:59--00:22:00] 这个跟之前是一样的
[00:22:00--00:22:02] 但是它不同的是每个节点
[00:22:02--00:22:03] 它会有大量的context在
[00:22:03--00:22:07] 那如果我们能用大模型
[00:22:07--00:22:10] 让这些context之间流动起来
[00:22:10--00:22:12] 让这些context去连接起来
[00:22:12--00:22:14] 那么这就应该是一个全新范式的
[00:22:14--00:22:16] AI native的社交模式
[00:22:16--00:22:18] 它是一个新的网络
[00:22:18--00:22:22] 所以是因为我看到了这样的一个新范式
[00:22:22--00:22:25] 然后我认为这件事情其实是个非常非常大的事情
[00:22:25--00:22:29] 所以我们在当时EVE已经非常忙的情况下
[00:22:29--00:22:31] 我们也还是开了elis这个项目
[00:22:31--00:22:33] 因为这件事情实在是太大了
[00:22:33--00:22:35] 然后另外一个层面就是它和EVE
[00:22:35--00:22:37] EVE其实有非常好的synergy
[00:22:37--00:22:40] 因为EVE之前的记忆系统
[00:22:40--00:22:43] 就是我们一直在对外吹嘘的我们记忆系统很强
[00:22:43--00:22:45] 这个东西EVE的记忆系统是
[00:22:46--00:22:48] 很明显的context处理
[00:22:48--00:22:50] 那现在其实我们要的只是说
[00:22:50--00:22:51] 依然是同样的记忆系统
[00:22:51--00:22:54] 让这些context去流动起来就好了
[00:22:54--00:22:58] 所以本身这两个产品也会有非常大的synergy
[00:22:58--00:23:02] 然后所以我们认为可以再开一个项目
[00:23:02--00:23:06] 就是我们当时立项elis这个项目的原因
[00:23:06--00:23:09] 那你怎么获得这些context呢
[00:23:09--00:23:11] 对你问到了一个很关键的问题
[00:23:11--00:23:13] 其实这是这个产品设计的关键
[00:23:13--00:23:14] 就比如说你吧
[00:23:14--00:23:15] 就你刚刚提到这个问题对吧
[00:23:15--00:23:16] 你进来之后
[00:23:16--00:23:18] 其实那个onboarding流程很长
[00:23:18--00:23:20] 然后你好像也没有跟他聊什么
[00:23:20--00:23:21] 你其实很急
[00:23:21--00:23:22] 就是你快点说完
[00:23:22--00:23:23] 我不想跟你聊
[00:23:23--00:23:24] 我想赶紧进到这个app
[00:23:24--00:23:25] 看看他到底是什么
[00:23:25--00:23:26] 那你进去之后呢
[00:23:26--00:23:27] 你就会发现你的分身
[00:23:27--00:23:29] 好像出去评论也不怎么像你
[00:23:29--00:23:31] 因为他确实没有多少你的记忆
[00:23:31--00:23:33] 他确实不是很像你
[00:23:33--00:23:36] 所以这个产品最难的点
[00:23:36--00:23:38] 在于它是一种双重人气
[00:23:38--00:23:40] 相当于你的context要从零
[00:23:40--00:23:42] 开始到一个足够像你的状态
[00:23:42--00:23:45] 然后你这个产品本身的网络相应
[00:23:45--00:23:46] 它里面的人
[00:23:46--00:23:48] 也需要从零到一个足够多的人
[00:23:48--00:23:49] 它的人气其实是挺难的
[00:23:49--00:23:50] 双重人气
[00:23:50--00:23:53] 然后context随波其实是最难的
[00:23:53--00:23:55] 那么这是产品设计的关键
[00:23:55--00:23:56] 如果你也是体验了一下产品
[00:23:56--00:23:57] 你会发现
[00:23:57--00:24:00] 我们在这个里面的很多地方
[00:24:00--00:24:03] 它其实都会弹出你的记忆增加了
[00:24:03--00:24:05] 我不知道你有没有看到这个操作
[00:24:05--00:24:07] 就是在你去刷帖的时候
[00:24:07--00:24:08] 你去给了条评论
[00:24:08--00:24:10] 或者你去认可了你自己的评论
[00:24:10--00:24:12] 或者你跟分身去布置个任务
[00:24:12--00:24:13] 或者怎么样
[00:24:13--00:24:14] 它都会弹出来一个
[00:24:14--00:24:15] 说
[00:24:15--00:24:16] 记忆增加
[00:24:16--00:24:19] 然后让你是否去确认还是否认
[00:24:19--00:24:20] 你如果确认的话
[00:24:20--00:24:21] 你就增加那个记忆
[00:24:21--00:24:23] 它其实是无处不在的
[00:24:23--00:24:25] 这个是我认为这个产品最核心的关键
[00:24:25--00:24:26] 就是context failure
[00:24:26--00:24:27] 我把它叫
[00:24:27--00:24:28] 那也就是说
[00:24:28--00:24:31] 你在这个产品里面所有的交互
[00:24:31--00:24:34] 都会是冲着你的context增加去的
[00:24:34--00:24:35] 当它增加的时候
[00:24:35--00:24:37] 你的记忆又完善了一些
[00:24:37--00:24:38] 你context又多了一些
[00:24:38--00:24:41] 然后当你看到它多的时候
[00:24:41--00:24:43] 你的分身就会从网络上去
[00:24:43--00:24:44] 帮你叼回来一些更好的东西
[00:24:44--00:24:46] 当你意识到这个循环的时候
[00:24:46--00:24:49] 你就会再去增加自己的context
[00:24:49--00:24:51] 让你感受到这个飞轮效应
[00:24:51--00:24:53] 然后让你进入一个正向的循环
[00:24:53--00:24:56] 所以我们现在的流程的用户
[00:24:56--00:24:58] 其实它都是感受到这个循环
[00:24:58--00:25:01] 它就会不断再去达到自己的分身
[00:25:01--00:25:03] 所以这个分身越来越像我
[00:25:03--00:25:04] 它可能是我能在这个系统里
[00:25:04--00:25:05] 获得的正反馈吗
[00:25:05--00:25:06] 就我作为一个用户
[00:25:06--00:25:08] 我获得的正反馈是什么呢
[00:25:08--00:25:11] 你获得正反馈是连接
[00:25:11--00:25:12] 我随便举个例子吧
[00:25:12--00:25:14] 我春节在我老家
[00:25:14--00:25:16] 我是新疆乌鲁木齐人
[00:25:16--00:25:18] 我在伊犁斯上约了一个局
[00:25:18--00:25:20] 然后这是一个真实的案例
[00:25:20--00:25:22] 我当时其实也想做个实验
[00:25:22--00:25:24] 我在伊犁斯对着我的分身说
[00:25:24--00:25:25] 我接下来三天
[00:25:25--00:25:27] 我要在乌鲁木齐的丝绸之路
[00:25:27--00:25:28] 滑雪场滑雪
[00:25:28--00:25:30] 那现在其实我很想找一帮人
[00:25:30--00:25:31] 共一块滑
[00:25:31--00:25:32] 因为我不想自己去滑
[00:25:32--00:25:34] 同时我在小红书也发了个帖
[00:25:34--00:25:35] 我说我要找雪搭子
[00:25:35--00:25:36] 对吧
[00:25:36--00:25:37] 我后三天在丝绸之路
[00:25:37--00:25:38] 我开车去我还可以带大家去
[00:25:38--00:25:39] 有没有人来找我
[00:25:39--00:25:40] 带大家一起
[00:25:40--00:25:43] 然后小红书上显然是不会有人回我的
