[00:00:01--00:00:03] 为什么你做这件事情比大部分人都早
[00:20:57--00:20:59] 所以我觉得最大的区别
[00:20:59--00:21:01] 就是说语言模型
[00:21:01--00:21:04] 提供了一个足够强的鲜艳
[00:21:04--00:21:05] 这个鲜艳使得你可以推理
[00:21:05--00:21:07] 而推理又可以
[00:21:07--00:21:09] 在不同环境间泛化
[00:21:09--00:21:11] 所以它核心是推理能力
[00:21:11--00:21:12] 进而能泛化
[00:21:12--00:21:14] 因为你研究agent和智能体
[00:21:14--00:21:14] 非常早
[00:21:14--00:21:16] 就是从你的视角
[00:21:16--00:21:17] agent它到底是一个
[00:21:17--00:21:17] 什么样的演变
[00:21:17--00:21:18] 历史
[00:21:18--00:21:20] 它是怎么一步步发展到今天的
[00:21:20--00:21:21] 对我可以说一下我自己的理解
[00:21:21--00:21:23] 但是可能并不完整
[00:21:23--00:21:25] 或者是有一些错误
[00:21:25--00:21:28] 就是我觉得最早的agent
[00:21:28--00:21:31] 就是我们被叫成为
[00:21:31--00:21:31] good old fashion
[00:21:31--00:21:35] agent或者说叫就符号主义
[00:21:35--00:21:36] 其实想法就很简单
[00:21:36--00:21:38] 就是说我注重的是推理
[00:21:38--00:21:41] 然后我推理的方式
[00:21:41--00:21:42] 就是说我是怎么想的
[00:21:42--00:21:45] 我就把这些规则设计出来
[00:21:45--00:21:47] 然后让让让让
[00:21:47--00:21:49] iAI也也这么做
[00:21:49--00:21:49] 就是说
[00:21:51--00:21:53] 如果我的温度高于三十度
[00:21:53--00:21:55] 这个空调就应该降温
[00:21:55--00:21:56] 基于这样的
[00:21:56--00:21:57] 规则
[00:21:57--00:21:58] 这样的 i ai
[00:21:58--00:22:01] 然后这个事情其实是可以造出来很多
[00:22:01--00:22:03] 最早的智能体了
[00:22:03--00:22:05] 包括最早的robots
[00:22:05--00:22:06] 最早的
[00:22:06--00:22:07] 对
[00:22:08--00:22:09] 证明数学定理的
[00:22:09--00:22:10] 包括很多其他的系统
[00:22:10--00:22:12] 都是这样创造出来了
[00:22:12--00:22:13] 但是很快
[00:22:13--00:22:13] 比如说
[00:22:14--00:22:15] 1980年的
[00:22:15--00:22:17] 大家发现这东西是有瓶颈了
[00:22:17--00:22:19] 你不管写多少规则
[00:22:19--00:22:24] 你还是很难涵盖
[00:22:24--00:22:25] 这个世界上所有可能发生的情况
[00:22:25--00:22:30] 当时就是符号主义
[00:22:30--00:22:31] 演变到极致
[00:22:31--00:22:32] 就是说我们要去做
[00:22:32--00:22:33] 这专家系统
[00:22:33--00:22:33] 或者做很多
[00:22:33--00:22:35] 我们去找很多专家
[00:22:35--00:22:36] 我们把这世界上
[00:22:36--00:22:38] 所有可能的规则全部写下来
[00:22:38--00:22:39] 那我们是不是就有AGI
[00:22:39--00:22:40] 或者说有一个
[00:22:40--00:22:41] 非常通用的有用的系统
[00:22:41--00:22:42] 但最后发现
[00:22:42--00:22:44] 好像你不管写多少规则
[00:22:44--00:22:46] 还是有很多特殊情况
[00:22:46--00:22:46] 你处理不了
[00:22:46--00:22:48] 而且你写的这些规则
[00:22:48--00:22:50] 也只能在这一个任务上面管用
[00:22:50--00:22:51] 对吧
[00:22:51--00:22:51] 比如说你写了一个
[00:22:51--00:22:53] 怎么去诊断
[00:22:53--00:22:55] 这个心脏病的这样一个系统
[00:22:55--00:22:57] 那你写了很多很多规则
[00:22:57--00:22:58] 但是你还是
[00:22:58--00:22:59] 没有办法去涵盖
[00:22:59--00:23:00] 所有可能出现的情况
[00:23:00--00:23:03] 因为人是一个
[00:23:03--00:23:05] 就是他会说任何事情
[00:23:05--00:23:05] 对吧
[00:23:05--00:23:07] 你没有办法去handle
[00:23:07--00:23:09] 然后你写了这样一个
[00:23:09--00:23:09] 心脏病的系统
[00:23:09--00:23:10] 你没有办法去处理
[00:23:10--00:23:11] 比如说肺病
[00:23:11--00:23:13] 那这个事情就导致了
[00:23:13--00:23:15] 第一次这个AI的寒冬
[00:23:15--00:23:15] 对吧
[00:23:15--00:23:18] 然后我们有neural network
[00:23:18--00:23:19] 有了神经网络
[00:23:19--00:23:21] 然后我觉得第二波
[00:23:21--00:23:22] 就是Agent的兴起
[00:23:22--00:23:26] 就是deep reinforcement learning
[00:23:26--00:23:28] 就是深度强化学习
[00:23:28--00:23:30] 标志性的实践
[00:23:30--00:23:31] 就比如说DeepMind
[00:23:31--00:23:32] 去做这些视频游戏
[00:23:32--00:23:33] 去做AlphaGo
[00:23:33--00:23:37] 然后包括我们有些
[00:23:37--00:23:39] OpenAI玩机器手
[00:23:39--00:23:40] 或者Dota
[00:23:40--00:23:41] 或者这样的一些游戏
[00:23:41--00:23:44] 然后这个的核心就是说
[00:23:44--00:23:45] 我有一个
[00:23:45--00:23:48] 有一个可以无穷次玩的
[00:23:48--00:23:50] 这样一个虚拟的环境
[00:23:50--00:23:52] 然后我有一个奖励
[00:23:52--00:23:54] 然后我有一个非常
[00:23:54--00:23:58] 通用的这个网络架构
[00:23:58--00:24:00] 然后我就去像黑盒一样
[00:24:00--00:24:02] 就是去学怎么去把这个reward
[00:24:02--00:24:03] 去improve
[00:24:03--00:24:06] 然后他就变强
[00:24:06--00:24:07] 然后这个事情
[00:24:07--00:24:08] 我觉得取得了很多成功
[00:24:08--00:24:11] 就是我觉得可能最有名的事情
[00:24:11--00:24:12] 是AlphaGo
[00:24:12--00:24:15] 对但是我觉得还是有同样的问题
[00:24:15--00:24:19] 就是说你去做任何一个环境
[00:24:19--00:24:26] 你需要去做很多环境specific的工程
[00:24:26--00:24:27] 就是说我去做Dota
[00:24:27--00:24:33] 那我需要做很多基于这个环境的
[00:24:33--00:24:35] 比如说HP tuning
[00:24:35--00:24:36] 或者工程
[00:24:36--00:24:37] 或者很多其他东西
[00:24:37--00:24:41] 但是可能最大的问题还是他没有办法泛滑
[00:24:41--00:24:42] 你去学了一个围棋的agent
[00:24:42--00:24:43] 你没有办法去玩其他游戏
[00:24:43--00:24:45] 你去做
[00:24:45--00:24:48] 你去你去学的任何一个环境
[00:24:48--00:24:49] 你没办法去泛滑到另一个环境
[00:24:49--00:24:51] 那这个事情肯定很不好
[00:24:51--00:24:52] 对吧
[00:24:52--00:24:56] 而且如果你的所有能solve的环境都是这些虚拟的环境
[00:24:56--00:24:59] 或者说可以无穷次玩的
[00:24:59--00:25:01] 像游戏一样的环境
[00:25:01--00:25:04] 那你没有办法找到很好的真实世界的应用
[00:25:06--00:25:10] 我觉得可能第三波的agent的就是从大语言模型开始
[00:25:10--00:25:13] 我们发现他可以去做推理
[00:25:13--00:25:15] 然后基于推理
[00:25:15--00:25:17] 实际上是去可以做一些新的环境
[00:25:17--00:25:18] 比如说coding
[00:25:18--00:25:20] 比如说互联网
[00:25:20--00:25:23] 比如说各种各样的数字环境
[00:25:23--00:25:24] 然后这些数字环境有很大的特点
[00:25:24--00:25:27] 就是他大多数情况下是基于语言的
[00:25:27--00:25:28] 然后是需要推理的
[00:25:28--00:25:35] 所以我觉得就是就这一次agent主要的其实区别就有两方面
[00:25:35--00:25:37] 一方面是方法上
[00:25:37--00:25:39] 我们使用语言模型
[00:25:39--00:25:45] 使用推理去构建了很多处理各种各样问题的这样agent的环境
[00:25:45--00:25:50] 但另一方面就是说agent的环境也发生了一个进化
[00:25:50--00:25:58] 就是从最早的符号主义的比如证明数学定理到下围棋玩游戏
[00:25:58--00:26:01] 到今天我们去做互联网
[00:26:01--00:26:02] 去做coding
[00:26:02--00:26:03] 去做computer
[00:26:03--00:26:06] 去做这些真实世界的数字环境
[00:26:06--00:26:08] 所以我觉得是有两条线
[00:26:08--00:26:11] 大家可能往往会看到方法的这条线
[00:26:11--00:26:14] 但是会忽视了证物的这条线
[00:26:14--00:26:15] 但我觉得这两天
[00:26:15--00:26:17] 这两条线其实是相浮相沉
[00:26:17--00:26:19] 我其实一直有一个很基础的疑问
[00:26:19--00:26:21] 就是OpenAI有一个五个分级
[00:26:21--00:26:22] 就我们都很熟
[00:26:22--00:26:26] 从聊天机器人level1到推理者level2
[00:26:26--00:26:28] 到代理者agent level3
[00:26:28--00:26:30] 然后再到创新者和组织者
[00:26:30--00:26:32] 这个是level4和level5
[00:26:32--00:26:34] 那这五个分级
[00:26:34--00:26:35] 它内在逻辑是什么呀
[00:26:35--00:26:37] 为什么是先有聊天机器人推理者
[00:26:37--00:26:38] 然后再有了agent
[00:26:39--00:26:40] 对我觉得
[00:26:43--00:26:45] 这个事情的逻辑是什么
[00:26:45--00:26:47] 首先你要有一个语言的鲜艳知识
[00:26:47--00:26:51] 然后基于语言的鲜艳知识
[00:26:51--00:26:53] 可能你能做出来最早的应用
[00:26:53--00:26:54] 其实就是对话机器人
[00:26:54--00:26:57] 然后基于语言的这个鲜艳知识
[00:26:57--00:26:59] 下一步你需要能够推理
[00:26:59--00:27:02] 就是我们说step2就是resonator
[00:27:02--00:27:06] 当你有了很好的语言鲜艳知识和推理能力之后
[00:27:06--00:27:09] 实际上你才能去做各种各样的agent
[00:27:09--00:27:11] 或者说能翻话的agent
[00:27:11--00:27:13] 然后我觉得很明显
[00:27:13--00:27:14] 就是今天
[00:27:15--00:27:19] agent最重要的几个进步的方向
[00:27:19--00:27:22] 一个就是说能让他有自己的reward
[00:27:22--00:27:24] 能让他自己探索
[00:27:24--00:27:27] 另一个是说multi agent
[00:27:27--00:27:29] 能够让他形成组织
[00:27:29--00:27:31] 我觉得就是这两个事情
[00:27:31--00:27:33] 我觉得可能是正交的
[00:27:33--00:27:35] 或者说是可以平行发展的
[00:27:35--00:27:37] 我觉得就是说谁是level 4
[00:27:37--00:27:38] 谁是level 5
[00:27:38--00:27:39] 我觉得这个我不确定
[00:27:39--00:27:41] 但是我觉得这两个事情是很显然
[00:27:41--00:27:43] 下一步需要做的
[00:27:43--00:27:45] 所以从level 2到level 5
[00:27:45--00:27:46] 就是你做的这一步
[00:27:46--00:27:47] 迅模型到用模型
[00:27:47--00:27:49] 这其实是一个很重要的一个跨越
[00:27:49--00:27:53] 或者说从单纯做推理
[00:27:53--00:27:56] 到把推理应用到做agent
[00:27:56--00:27:58] 去和环境交互
[00:27:58--00:28:01] agent目前有哪些主流的架构
[00:28:01--00:28:03] 这个形成共识了吗
[00:28:03--00:28:06] 我觉得我的感觉是
[00:28:06--00:28:09] 其实大多数时候
[00:28:09--00:28:11] 大家就是用类似于react的架构
[00:28:11--00:28:14] 就是说能够去推理
[00:28:14--00:28:15] 然后你可以去
[00:28:15--00:28:16] 产生一个action
[00:28:16--00:28:17] 就是这是一个最简单的事情
[00:28:17--00:28:18] 但是again
[00:28:18--00:28:19] 我觉得最简单的事情
[00:28:19--00:28:21] 可能还是work的最好的
[00:28:21--00:28:23] 然后我觉得可能基于特定的任务
[00:28:23--00:28:25] 你会有很多就是workflow
[00:28:25--00:28:28] 或者更specific的方法
[00:28:28--00:28:29] 但是我觉得最通用的方法
[00:28:29--00:28:31] 还是类似于react这样的方法
[00:28:31--00:28:33] 广秘你说
[00:28:33--00:28:35] 你自己最看重提升agent的能力的
[00:28:35--00:28:36] 是哪几个关键能力
[00:28:36--00:28:38] 之前有人提context
[00:28:38--00:28:41] 甚至long context的resonate
[00:28:41--00:28:42] 或者说工具调用
[00:28:42--00:28:44] 或者指令遵循
[00:28:44--00:28:45] 你刚才一说
[00:28:45--00:28:47] 一直在提resonate
[00:28:47--00:28:48] 如果提升agent的能力
[00:28:48--00:28:51] 你自己最看重哪几个能力
[00:28:51--00:28:53] 我觉得这是一个很好的问题
[00:28:53--00:28:56] 然后我就现在没有一个特别好的
[00:28:56--00:28:58] 就是能力的taxonomy
[00:28:58--00:29:00] 或者说这种划分系统
[00:29:00--00:29:03] 或者说每个人有自己的一个划分系统
[00:29:03--00:29:05] 就比如可能一个人会划分
[00:29:05--00:29:08] 比如说这个基于工具的能力
[00:29:08--00:29:09] 比如说我的coding能力
[00:29:09--00:29:11] 我的上网的能力
[00:29:11--00:29:12] 我的使用计算机的能力
[00:29:12--00:29:14] 我就是一种划分方法对吧
[00:29:14--00:29:15] 我觉得另一种划分方法
[00:29:15--00:29:19] 就比如说我的处理多模态的能力
[00:29:19--00:29:23] 我的处理长context的能力
[00:29:23--00:29:27] 然后我的resonate能力
[00:29:27--00:29:30] 我觉得这两种划分都是有道理的
[00:29:30--00:29:31] 对
[00:29:31--00:29:34] 然后可能对于现在来说
[00:29:34--00:29:36] 我觉得可能我最看重的是
[00:29:36--00:29:39] 处理context的能力
[00:29:39--00:29:41] 或者说memory的能力
[00:29:41--00:29:44] 然后基于它去做lifeline
[00:29:44--00:29:47] 或者上网的能力或者online能力的能力
[00:29:47--00:29:49] 你刚才一直在提到环境
[00:29:49--00:29:55] 你感觉code代码是一个实现AGI最重要的一个环境吗
[00:29:55--00:29:56] 可以做多轮的r
[00:29:56--00:29:59] 这个反馈也是闭环的
[00:29:59--00:30:02] 也是可以验证的
[00:30:02--00:30:09] 那你感觉如果在这个环境搭agent是不是会更快
[00:30:09--00:30:10] 对我觉得毫无疑问
[00:30:10--00:30:12] 这是最重要的环境之一
[00:30:12--00:30:14] 我觉得coding就有点像
[00:30:14--00:30:15] 人的手一样
[00:30:15--00:30:16] 对吧
[00:30:16--00:30:19] 就是说它是某种程度上来说
[00:30:19--00:30:22] AI最重要的affordance
[00:30:22--00:30:25] 就是对于物理世界来说
[00:30:25--00:30:27] 人的affordance
[00:30:27--00:30:29] 我不知道这个词用中文怎么翻译
[00:30:29--00:30:31] 但是就是对于人来说最重要的affordance
[00:30:31--00:30:35] 就是说我要制造出手能够使用的工具
[00:30:35--00:30:35] 对吧
[00:30:35--00:30:36] 比如锤子
[00:30:36--00:30:39] 比如说这个笔
[00:30:39--00:30:41] 比如说这个筷子
[00:30:41--00:30:41] 对吧
[00:30:41--00:30:42] 但是对于
[00:30:42--00:30:44] 对于
[00:30:44--00:30:46] 对于AI或者Digital的agent来说
[00:30:46--00:30:49] 可能最重要的最重要的affordance就是code
[00:30:49--00:30:50] 对
[00:30:50--00:30:53] 因为其他的affordance其实都是给人定义的
[00:30:53--00:30:58] 比如说你的网页或者你的小说或者别的东西
[00:30:58--00:30:59] 其实都是给人定义的
[00:30:59--00:31:01] 只有code是一个很自然的
[00:31:01--00:31:03] 是给机器定义的东西
[00:31:03--00:31:03] 对
[00:31:03--00:31:10] 然后我其实是可能22年
[00:31:10--00:31:13] 当时我就很拉笨一件事情就是说
[00:31:13--00:31:14] 很显然
[00:31:14--00:31:18] 就是做coding的agent是最重要的事情
[00:31:18--00:31:18] 那为什么没有人做
[00:31:18--00:31:22] 然后我们当时做了一个做的work叫intercode
[00:31:22--00:31:24] 就是当时所有的人都在做
[00:31:24--00:31:26] 比如说我有一个任务
[00:31:26--00:31:27] 我有个coding task
[00:31:27--00:31:29] 然后我产生一段code
[00:31:29--00:31:31] 然后我去evaluate
[00:31:31--00:31:31] 但我们就是说
[00:31:31--00:31:36] 那你为什么不把这个执行的结果返回给这个模型
[00:31:36--00:31:39] 你去做多轮的这种agent的task
[00:31:39--00:31:40] 然后把它变成一个环境
[00:31:40--00:31:43] 而不是一个单纯的任务
[00:31:43--00:31:44] 然后基于这个
[00:31:44--00:31:46] 我们后来又做了swebinch
[00:31:46--00:31:48] 然后sweagent
[00:31:48--00:31:51] 但有的时候我觉得很有意思的一点就是说
[00:31:51--00:31:53] 很显然一个东西非常非常重要
[00:31:53--00:31:55] 但是有的时候就是没有人做
[00:31:55--00:31:57] 所以说比如说你是一个研究员
[00:31:57--00:31:59] 你觉得你做的事情很重要
[00:31:59--00:32:01] 但是没有任何人觉得重要
[00:32:01--00:32:03] 或者在做
[00:32:03--00:32:04] 那可能并不是一件坏事
[00:32:04--00:32:06] 可能就是很重要
[00:32:06--00:32:07] 但是没有人做
[00:32:07--00:32:08] 对
[00:32:08--00:32:10] 这里有个很强的非共识
[00:32:10--00:32:13] 有的人觉得code可能是这一轮技术革命
[00:32:13--00:32:15] 最大的一个价值体现
[00:32:15--00:32:18] 但也有人觉得可以泛化到更多的任务里面
[00:32:18--00:32:24] 在整个电脑手机数字世界中都可以实现agent操作
[00:32:24--00:32:27] 人能做的95% 99%的任务
[00:32:27--00:32:30] 你觉得从code到整个数字世界
