[00:00:03--00:00:04] Hello 大家好,我是小骏
[00:00:04--00:00:07] 2026年除了嘉宾访谈
[00:18:26--00:18:30] 当时其实我觉得在英伟达给我的触动很大的一件事就是
[00:18:30--00:18:32] 我当时有机会跟
[00:18:32--00:18:33] 詹森
[00:18:33--00:18:34] 当时有机会跟
[00:18:34--00:18:36] 英伟达的可能
[00:18:36--00:18:36] Omniverse
[00:18:36--00:18:38] 的几个leader
[00:18:38--00:18:39] 有比较深入的交流
[00:18:39--00:18:43] 那我当时感受到其实英伟达在下一盘大棋
[00:18:43--00:18:45] 他其实真正侧重的
[00:18:45--00:18:47] 是机器人的仿真
[00:18:47--00:18:50] 那这件事他把它做成了一套平台
[00:18:50--00:18:52] 因为他特别相信
[00:18:52--00:18:53] 通过合成数据
[00:18:53--00:18:54] 通过仿真
[00:18:54--00:18:56] 这个是唯一的路径
[00:18:56--00:18:58] 来真正的让机器人
[00:18:58--00:19:00] 将来可以部署到世界各地
[00:19:00--00:19:02] 我当时其实也越来越
[00:19:02--00:19:05] 认为这个确实是后面的一个大趋势
[00:19:05--00:19:08] 在这样一个阶段呢我认为就是说
[00:19:08--00:19:10] 我真正应该出来去创业做的
[00:19:10--00:19:12] 不是一个自动驾驶的仿真
[00:19:12--00:19:14] 合成数据而是去
[00:19:14--00:19:17] 真正作为整个机器人产业的
[00:19:17--00:19:18] 数据的这个基建
[00:19:18--00:19:21] 整个机器人产业的这个数据的这个引擎
[00:19:21--00:19:26] 为什么要在外面做为什么不是在某一家公司做为什么这些机器人公司不是自己来做这件事情
[00:19:26--00:19:29] 怎么说呢其实我也是花了很长的时间去理解
[00:19:29--00:19:32] 我觉得在这儿呢其实更多的还是要去
[00:19:32--00:19:33] 想这件事的难度
[00:19:33--00:19:35] 它的市场的机会
[00:19:35--00:19:37] 以及呢我觉得可以与
[00:19:37--00:19:39] 比方说这个行业的一些公司去类比
[00:19:39--00:19:41] 比如说像Scale AI
[00:19:41--00:19:43] 这样的公司去类比
[00:19:43--00:19:44] 我认为
[00:19:44--00:19:47] 当这个市场的机会足够大
[00:19:47--00:19:49] 它的难度
[00:19:49--00:19:50] 相对的大
[00:19:50--00:19:53] 在这样的一个情况的时候
[00:19:53--00:19:54] 我认为在外部做
[00:19:54--00:19:56] 其实有更大的优势为什么
[00:19:56--00:19:59] 因为其实你可以招到更好的
[00:19:59--00:20:01] 更优秀的人才举一个例子就是
[00:20:01--00:20:02] 在Cruise
[00:20:02--00:20:03] 可能
[00:20:03--00:20:05] 最好的算法的人才
[00:20:05--00:20:07] 很难给到仿真团队
[00:20:07--00:20:08] 它一定会给到
[00:20:08--00:20:11] 感知的团队或者当时的预测的团队
[00:20:11--00:20:12] 对吧
[00:20:12--00:20:14] 那么在vmall
[00:20:14--00:20:16] 可能最好的数据的人才
[00:20:16--00:20:18] 并不见得会给到数据的基建团队
[00:20:18--00:20:20] 可能会给到算法团队
[00:20:20--00:20:22] 而在Scale AI
[00:20:22--00:20:22] 对吧
[00:20:22--00:20:25] 它会吸引到全世界最优秀的
[00:20:25--00:20:28] 算法的人才和数据的人才来为它
[00:20:28--00:20:29] 去打造一套数据的飞轮
[00:20:29--00:20:31] 我觉得一样的道理
[00:20:31--00:20:34] 就是我认为其实只要这件事足够的难
[00:20:34--00:20:38] 这件事它的商业的机会足够的大
[00:20:38--00:20:40] 我认为它就应该在外面做
[00:20:40--00:20:42] 除非就是说这件事可能比方说如果
[00:20:42--00:20:43] 它只是一个
[00:20:43--00:20:45] 自动驾驶的仿真
[00:20:45--00:20:47] 对吧那我觉得确实有可能
[00:20:47--00:20:50] 这件事并不值得完完全全在外面去做这件事
[00:20:50--00:20:54] 其实我们今天这个节目是想聊一个就是很专业相对niche
[00:20:54--00:20:56] 但是也很本质的一个话题就是数据
[00:20:56--00:21:00] 因为现在不管是大圆模型还是
[00:21:00--00:21:03] 巨神智能还是robotics都非常关切数据问题
[00:21:03--00:21:04] 不过两边阶段可能是不一样的
[00:21:04--00:21:07] 大圆模型遇到的是
[00:21:07--00:21:08] 数据撞墙了
[00:21:08--00:21:11] 没有更多的数据了互联网数据都已经吃完了
[00:21:11--00:21:14] 那对于robotics来说数据仍然是一片荒漠
[00:21:14--00:21:17] 那在你看来你觉得数据问题
[00:21:17--00:21:19] 有多重要啊它是本质问题吗
[00:21:19--00:21:23] 数据的问题其实我认为它对于AI是一个本质的问题
[00:21:23--00:21:25] 我觉得如果从
[00:21:25--00:21:28] 第一项原理上去思考的话
[00:21:28--00:21:29] 我其实
[00:21:29--00:21:32] 认为数据可能应该跟
[00:21:32--00:21:34] 人的教育的行业去类比
[00:21:34--00:21:38] 就是数据对于模型
[00:21:38--00:21:39] 或者数据对于智能
[00:21:39--00:21:41] 我觉得有点类似于
[00:21:41--00:21:42] 教育的行业
[00:21:42--00:21:44] 对于人的学习
[00:21:44--00:21:46] 数据约等于教育
[00:21:46--00:21:49] 我认为数据对于这个智能是极其关键的
[00:21:49--00:21:51] 因为我认为就是
[00:21:51--00:21:54] 数据对于智能就要类似于咱们人
[00:21:54--00:21:56] 去获取知识
[00:21:56--00:21:58] 来不断的去自我提升
[00:21:58--00:21:59] 那我认为知识
[00:21:59--00:22:02] 对于人的智能是极其关键的
[00:22:02--00:22:04] 第一性的这个需求
[00:22:04--00:22:04] 那
[00:22:04--00:22:08] 所以同理我认为数据对于这个智能是
[00:22:08--00:22:09] 至关重要的一件事
[00:22:09--00:22:11] 你会怎么定义数据
[00:22:11--00:22:15] 我觉得我可能更多的是从AI数据发展的不同阶段
[00:22:15--00:22:16] 来帮助
[00:22:16--00:22:20] 咱们去想一下怎么去定义AI数据这件事
[00:22:20--00:22:22] 我认为最早的这个数据
[00:22:22--00:22:24] 更多的类似于是
[00:22:24--00:22:27] 在最早的机器视觉的这个阶段
[00:22:27--00:22:28] 那当时李飞飞教授
[00:22:28--00:22:30] 去定义了ImageNet
[00:22:30--00:22:34] 那这个时候的数据更多的是一个数据集
[00:22:34--00:22:34] 对吧
[00:22:34--00:22:36] 它是一个静态的
[00:22:36--00:22:37] 包括图片
[00:22:37--00:22:41] 包括相对的真值标注的一个数据集
[00:22:41--00:22:42] 这个是最早的一个阶段
[00:22:42--00:22:44] 它是一个静态数据集的一个阶段
[00:22:44--00:22:47] 那么我觉得与人的这个
[00:22:47--00:22:48] 教育类比的话呢
[00:22:48--00:22:51] 它其实可能更多的是一个
[00:22:51--00:22:53] 偏一次性的
[00:22:53--00:22:54] 填鸭式的一个教育
[00:22:54--00:22:55] 比方说
[00:22:55--00:22:57] 一次性的买了一些教材
[00:22:57--00:22:58] 提供给了
[00:22:58--00:23:00] 一些同学们去学习
[00:23:00--00:23:02] 在后面的时候呢
[00:23:02--00:23:03] 其实我觉得
[00:23:03--00:23:04] 就到了scale AI
[00:23:04--00:23:06] 真正的去工业化
[00:23:06--00:23:08] 数据的生产这件事
[00:23:08--00:23:10] 那这个时候我觉得
[00:23:10--00:23:12] 数据呢可能更多的是一个
[00:23:12--00:23:13] 基于大规模的
[00:23:13--00:23:15] 工厂式的流程
[00:23:15--00:23:17] 包括后面的工艺
[00:23:17--00:23:19] 对吧把它
[00:23:19--00:23:21] 相对高时效性的
[00:23:21--00:23:23] 大规模的
[00:23:23--00:23:25] 保证质量的去生产出来
[00:23:25--00:23:29] 所以它更多的是一个工厂的生产大规模数据的一个流程
[00:23:29--00:23:34] 在这个时候呢我觉得有点类似于是一个偏量范式的教育
[00:23:34--00:23:38] 那再往后呢其实就到了我觉得大语言模型的时代
[00:23:38--00:23:41] 那大语言模型的时代我认为数据呢
[00:23:41--00:23:43] 由于可能预训练
[00:23:43--00:23:45] 已经把整个互联网的数据
[00:23:45--00:23:46] 都给用够了
[00:23:46--00:23:47] 那么数据的
[00:23:47--00:23:49] 重点呢开始转移到
[00:23:49--00:23:52] 后训练以及评价这个阶段
[00:23:52--00:23:54] 那么更多的是基于
[00:23:54--00:23:56] 越来越多的高阶的这些人
[00:23:56--00:23:57] 比如说
[00:23:57--00:23:59] 能力很强的工程师
[00:23:59--00:24:00] 物理学家
[00:24:00--00:24:02] 数学的金牌
[00:24:02--00:24:03] 律师
[00:24:03--00:24:04] 医生
[00:24:04--00:24:06] 那么基于他们呢
[00:24:06--00:24:07] 一方面来说去出题
[00:24:07--00:24:09] 然后提供评价标准
[00:24:09--00:24:10] 二
[00:24:10--00:24:13] 基于这些题就以及考核这个大模型
[00:24:13--00:24:15] 那这些反馈
[00:24:15--00:24:17] 发现相应的问题又针对这些问题
[00:24:17--00:24:19] 去给他们更多的信息
[00:24:19--00:24:21] 给他们更多的经验
[00:24:21--00:24:21] 传授
[00:24:21--00:24:23] 帮助他们去提升
[00:24:23--00:24:25] 在这个时候我觉得数据
[00:24:25--00:24:28] 就更加类似于是比方说教育的这个
[00:24:28--00:24:30] 更加高阶的一个阶段
[00:24:30--00:24:32] 就是这个施者
[00:24:32--00:24:34] 所以传道授业解惑也
[00:24:34--00:24:35] 那是
[00:24:35--00:24:36] 一个老师
[00:24:36--00:24:38] 根据你的这个
[00:24:38--00:24:38] 因材施教
[00:24:38--00:24:39] 根据你的能力
[00:24:39--00:24:40] 根据你的这个阶段
[00:24:40--00:24:42] 基于一些
[00:24:42--00:24:43] 对你的评价
[00:24:43--00:24:44] 发现了一些问题
[00:24:44--00:24:46] 并且基于这些问题给你
[00:24:46--00:24:47] 足够的
[00:24:47--00:24:48] 有经验的传授
[00:24:48--00:24:49] 反馈
[00:24:49--00:24:51] 来帮助你去提升
[00:24:51--00:24:53] 所以我认为这个其实是数据
[00:24:53--00:24:54] 的一个演变
[00:24:54--00:24:57] 那当然我认为从巨神来讲的话呢
[00:24:57--00:24:59] 他的数据又更加的复杂
[00:24:59--00:25:00] 比如说
[00:25:00--00:25:01] 在大圆模型的时候
[00:25:01--00:25:04] 数据可能是更多的是在数字的世界
[00:25:04--00:25:06] 那么基于
[00:25:06--00:25:08] 从评价的角度出发
[00:25:08--00:25:10] 给到这个模型更多的反馈
[00:25:10--00:25:11] 而巨神呢
[00:25:11--00:25:14] 其实我认为来讲可能更多的会在
[00:25:14--00:25:15] 物理的世界
[00:25:15--00:25:16] 那无论是在
[00:25:16--00:25:19] 真实的物理的世界还是在仿真的物理世界
[00:25:19--00:25:20] 基于评价
[00:25:20--00:25:21] 基于信号
[00:25:21--00:25:24] 提供更有效的
[00:25:24--00:25:25] 经验的传授
[00:25:25--00:25:26] 以及反馈
[00:25:26--00:25:27] 对
[00:25:27--00:25:30] 那么这个我认为可能是数据发展的不同的阶段
[00:25:30--00:25:34] 那么从这个角度来讲呢我觉得数据
[00:25:34--00:25:34] 可能
[00:25:34--00:25:36] 更多的应该被定义为
[00:25:36--00:25:39] 它是一个能够帮助你去学习的
[00:25:39--00:25:40] 信号
[00:25:40--00:25:42] 以及相应的这些经验的传授
[00:25:42--00:25:46] 所以他从一个静态的数据可能慢慢的变成一个教育的系统
[00:25:46--00:25:46] 对
[00:25:46--00:25:48] 那我觉得这个其实也很有意思
[00:25:48--00:25:49] 比如说
[00:25:49--00:25:51] 我还记得
[00:25:51--00:25:54] 最早的时候在自动驾驶
[00:25:54--00:25:56] 当时其实
[00:25:56--00:25:57] 数据的团队
[00:25:57--00:25:59] 他们提供的数据集
[00:25:59--00:26:01] 其实是没有什么反馈的
[00:26:01--00:26:03] 没有什么反馈的
[00:26:03--00:26:04] 比如说可能更多是算法的
[00:26:04--00:26:06] 算法团队提出了一些需求
[00:26:06--00:26:06] 对吧
[00:26:06--00:26:08] 然后数据的团队去交付
[00:26:08--00:26:11] 然后算法团队后面再提出更多的需求
[00:26:11--00:26:12] 对吧
[00:26:12--00:26:13] 那么咱们去看
[00:26:13--00:26:16] 现在的很多的数据标注页
[00:26:16--00:26:18] 自动驾驶的数据标注页
[00:26:18--00:26:20] 我觉得还是在这样一个阶段
[00:26:20--00:26:21] 对吧其实
[00:26:21--00:26:23] 这些数据的厂商公司
[00:26:23--00:26:25] 或者说内部的团队
[00:26:25--00:26:27] 他们其实对算法的状态
[00:26:27--00:26:29] 是没有了解的
[00:26:29--00:26:32] 他们更多的是被动性的去接受
[00:26:32--00:26:33] 算法提出的需求
[00:26:33--00:26:37] 并且提供相应的数据的交付
[00:26:37--00:26:39] 但是咱们再去看
[00:26:39--00:26:40] 比如说
[00:26:40--00:26:42] 大圆模型这个产业
[00:26:42--00:26:44] 那当然一个是scale
[00:26:44--00:26:46] 后面的比方说像Macor
[00:26:46--00:26:47] 像search
[00:26:47--00:26:49] 那他们更多的是
[00:26:49--00:26:52] 找了更多高阶的人
[00:26:52--00:26:56] 去给他的模型的客户的算法
[00:26:56--00:26:57] 提出了更多的评价
[00:26:57--00:27:00] 通过这些评价去
[00:27:00--00:27:03] 给这些他们的客户提供反馈
[00:27:03--00:27:03] 并且
[00:27:03--00:27:05] 基于这些反馈呢
[00:27:05--00:27:07] 针对性的提出了
[00:27:07--00:27:09] 更多刺激了更多的数据的需求
[00:27:09--00:27:10] 又帮助
[00:27:10--00:27:11] 这些客户
[00:27:11--00:27:15] 提供了更多的这些数据的需求来帮助他们的算法去提升
[00:27:15--00:27:17] 这样的一个闭环
[00:27:17--00:27:19] 那在这个阶段呢
[00:27:19--00:27:19] 其实
[00:27:19--00:27:23] 数据商是对这个客户的算法是
[00:27:23--00:27:25] 我觉得是很了如指掌的
[00:27:25--00:27:27] 因为其实真正的评价方
[00:27:27--00:27:29] 变成了数据商
[00:27:29--00:27:31] 对所以我觉得这个其实就很像
[00:27:31--00:27:33] 学生和老师的关系
[00:27:33--00:27:36] 对吧比方说如果是一个量范式的教育
[00:27:36--00:27:38] 那么可能老师对
[00:27:38--00:27:40] 学生可能并没有太多的了解
[00:27:40--00:27:43] 他只不过是一个填鸭式的一个教育
[00:27:43--00:27:47] 而对于一个更加高级的比方说大学的教授
[00:27:47--00:27:50] 或者是比方说物理奥赛班的这个
[00:27:50--00:27:51] 这个老师
[00:27:51--00:27:53] 与学生的关系那他们可能是
[00:27:53--00:27:55] 更加有针对性的
[00:27:55--00:27:56] 指导
[00:27:56--00:27:58] 我认为数据其实
[00:27:58--00:28:00] 在朝有针对性的指导
[00:28:00--00:28:01] 这个方向去演进
[00:28:01--00:28:03] 我们经常会在行业里听到几句话
[00:28:03--00:28:03] 一个教授
[00:28:03--00:28:04] 就标注
[00:28:04--00:28:06] 一个是有多少人工就有多少数据
[00:28:06--00:28:08] 能不能给大家形象化的解释一下
[00:28:08--00:28:11] 这两句话背后所蕴含的
[00:28:11--00:28:12] 工作量啊
[00:28:12--00:28:14] 就是他的工作具体包含哪些事情
[00:28:14--00:28:16] 他是一个怎么样的工作流程
[00:28:16--00:28:18] 我想说就是说
[00:28:18--00:28:20] 数据其实也在演变
[00:28:20--00:28:22] 他可能从最早的数据标注
[00:28:22--00:28:26] 到现在的可能是更多的数据的采集
[00:28:26--00:28:28] 我在这我可能举一些例子
[00:28:28--00:28:31] 比如说从数据标注页来讲的话呢
[00:28:31--00:28:32] 比如说最早的
[00:28:32--00:28:33] 这个scaleai
[00:28:33--00:28:36] 去提供这个自动驾驶的这个数据
[00:28:36--00:28:39] 那他可能是拿到了客户的
[00:28:39--00:28:40] 比方说
[00:28:40--00:28:42] 他的各种传感器的信息
[00:28:42--00:28:45] 那他可能做了更多的清洗的工作
[00:28:45--00:28:47] 更做了更多的切片的工作
[00:28:47--00:28:50] 在这个基础上他可能有自己的一套
[00:28:50--00:28:52] 工具链
[00:28:52--00:28:56] 那当然可能还更多的是一个人为主的一个流程
[00:28:56--00:28:58] 去基于这些工具链
[00:28:58--00:29:00] 基于他的一些规范流程
[00:29:00--00:29:02] 比如说这里画个框
[00:29:02--00:29:03] 这个是
[00:29:03--00:29:05] 自行车那个是
[00:29:05--00:29:06] 这个行人
[00:29:06--00:29:07] 包括可能
[00:29:07--00:29:08] 更加这个
[00:29:08--00:29:10] 持续性的这些
[00:29:10--00:29:12] 就这些数据把他们
[00:29:12--00:29:14] 标注出来
[00:29:14--00:29:16] 然后可能经过层层的标注
[00:29:16--00:29:17] 再往后发展可能是
[00:29:17--00:29:19] 首先先是自动化的标注
[00:29:19--00:29:21] 其次是人在环的这个质检
[00:29:21--00:29:23] 这样最终把数据生产出来
[00:29:23--00:29:27] 这个可能是一个比较传统的自动驾驶的
[00:29:27--00:29:28] 算法标注
[00:29:28--00:29:29] 这样一个产业
[00:29:29--00:29:31] 他需要多少人力啊
[00:29:31--00:29:32] 人力重吗
[00:29:32--00:29:33] 很大的一个人力
[00:29:33--00:29:36] 包括现在其实我觉得自动驾驶的标注行业
[00:29:36--00:29:38] 其实还是
[00:29:38--00:29:43] 当然我觉得他从客户端已经有很多的自动化的算法了
[00:29:43--00:29:45] 但是其实咱们比方说去看
[00:29:45--00:29:47] 整个产业可能有很多的基地
[00:29:47--00:29:48] 可能
[00:29:48--00:29:50] 很多的这个省市
[00:29:50--00:29:51] 都有很多的标注基地
[00:29:51--00:29:55] 那每个基地可能就有这个成千上万人
[00:29:55--00:29:56] 在做这个标注行业
[00:29:56--00:29:59] 所以整个市场上我估计可能会有
[00:29:59--00:30:01] 我不知道我估计可能会有十万人
[00:30:01--00:30:02] 几十万人
[00:30:02--00:30:03] 在做
