[00:00:01--00:00:08] 我觉得在硅谷,大家都觉得机器人可能是即将发生的一个最重要的变革
[00:18:22--00:18:25] 所以它可能只在一个非常小的区间内是工作的
[00:18:25--00:18:26] 对吧
[00:18:26--00:18:29] 然后当你开始做live demo
[00:18:29--00:18:30] 到你要真正落地
[00:18:30--00:18:32] 那可能是五到十年
[00:18:32--00:18:34] 你就想自动驾驶
[00:18:34--00:18:35] 对从最开始
[00:18:35--00:18:36] 比如在Daparobot Genetic Challenge
[00:18:36--00:18:38] 就是说我可以开20几公里
[00:18:38--00:18:41] 到后来每一个厂商都能说
[00:18:41--00:18:44] 在一个固定的园区里面做一个demo
[00:18:44--00:18:47] 到也许今天就算落地了
[00:18:47--00:18:51] 因为vimo和Tesla都有自己的自驾的产品
[00:18:51--00:18:53] 当中的确隔了10年
[00:18:53--00:18:54] 对吧
[00:18:54--00:18:57] 就是从demo到真正落地隔10年
[00:18:57--00:18:59] 并不是一个非常夸张的事情
[00:18:59--00:19:01] 现在L3 L4也没有真正的应用
[00:19:01--00:19:06] 我觉得vimo它其实是没有
[00:19:06--00:19:09] 它有的就是taxi的这样一个business
[00:19:09--00:19:09] 对吧
[00:19:09--00:19:10] 在旧金山
[00:19:10--00:19:11] 它还在有限区
[00:19:11--00:19:14] 但是它可以把driver真正的挪掉
[00:19:14--00:19:16] 所以我觉得已经越来越近了
[00:19:16--00:19:17] 但是这是另外一个例子
[00:19:17--00:19:20] 就是说从你有一个idea到你真正落地
[00:19:20--00:19:21] 其实非常遥远
[00:19:21--00:19:22] 所以我就在想
[00:19:22--00:19:23] 你看自动驾驶是一个这么
[00:19:23--00:19:27] 就是它的动作输出是一个这么有限的一个领域
[00:19:27--00:19:28] 都要这么多年
[00:19:28--00:19:31] 那机器人就让它一个领域一个领域的做就好了
[00:19:31--00:19:33] 为什么要去追求它的足够的繁华性能
[00:19:33--00:19:36] 我们为什么需要一个机器人的足够通用的大脑
[00:19:36--00:19:37] 来做机器人这件事情
[00:19:37--00:19:40] 我们就像自动驾驶一样
[00:19:40--00:19:40] 就是每一个领域做
[00:19:40--00:19:42] 让它做好每个领域的事是不是就好了
[00:19:42--00:19:43] 这是一个很好的问题
[00:19:43--00:19:47] 我觉得这里面很多争论都是比较philosophical的
[00:19:47--00:19:50] 我的感觉就是两条途径都是有可能的
[00:19:50--00:19:53] 你先做非常专业化的事情
[00:19:53--00:19:54] 然后你在一个领域落地
[00:19:54--00:19:58] versus你做一个最general的机器人
[00:19:58--00:20:00] 通用的人型机器人
[00:20:00--00:20:02] 我觉得并没有对错
[00:20:02--00:20:06] 但是这个世界的发展无关乎对错
[00:20:06--00:20:06] 或者是
[00:20:06--00:20:08] 这两条路equally可能
[00:20:08--00:20:10] 最后会发生什么
[00:20:10--00:20:13] 就是可能会有一个大佬
[00:20:13--00:20:14] 他可能是伊朗马斯克
[00:20:14--00:20:15] 可能是steve jobs
[00:20:15--00:20:17] 就是一个visionary的人
[00:20:17--00:20:20] 他灌输了一个概念
[00:20:20--00:20:21] 这个概念是说
[00:20:21--00:20:27] 这个人型机器人通用机器人是最终局的解决方案
[00:20:27--00:20:29] 当一个大佬发话以后
[00:20:29--00:20:31] 就会有很多follow
[00:20:31--00:20:33] 然后就会很多钱进来
[00:20:33--00:20:35] 然后就会有很多talent进来
[00:20:35--00:20:36] 然后最后就促使
[00:20:36--00:20:41] 其实另外就这一条路径成了真正的被解决的路径
[00:20:41--00:20:41] 对
[00:20:41--00:20:47] 所以说我觉得并不是说做specialized的机器人
[00:20:47--00:20:50] 然后一个一个就是domain去solve是错的
[00:20:50--00:20:53] 只是可能现在因为硅谷的发展
[00:20:53--00:20:57] 因为有一个大佬特别提倡这个方向
[00:20:57--00:21:00] 同时还有一个大语言模型
[00:21:00--00:21:01] 其实也就证明了
[00:21:01--00:21:03] 如果你做specialized model
[00:21:03--00:21:05] 以前的语言模型通常都是specialized模型
[00:21:06--00:21:06] 对吧
[00:21:06--00:21:09] 你做比如英语到中文的翻译
[00:21:09--00:21:09] 它可能是一个model
[00:21:09--00:21:11] 然后你做一个什么其他的vqa
[00:21:11--00:21:13] 可能是另外一个model
[00:21:13--00:21:16] 然后后来你发觉当你真正有一个generalist model的时候
[00:21:16--00:21:20] 那么specialist model就是完全不能与其竞争
[00:21:20--00:21:22] 对这也是另外一个例子
[00:21:22--00:21:26] 就是为什么大家更相信general的机器人
[00:21:26--00:21:28] 你刚才提到过去一年进展非常的快
[00:21:28--00:21:30] 可能超出预期
[00:21:30--00:21:32] 它的进展快来自于哪些变量
[00:21:32--00:21:35] 一个是VLM的发展
[00:21:36--00:21:37] 比如说Gemini的发展
[00:21:37--00:21:39] 比如说GPT的发展
[00:21:39--00:21:40] 比如说有很多技术的变革
[00:21:40--00:21:43] 比如说现在很多model就是叫thinking model
[00:21:43--00:21:43] 对吧
[00:21:43--00:21:45] 它在inference time
[00:21:45--00:21:47] 它可以用很多的token budget
[00:21:47--00:21:52] 来提高你的最后答案的准确性
[00:21:52--00:21:53] 对吧
[00:21:53--00:21:56] 这个是一个从技术角度一个比较好的变革
[00:21:56--00:22:00] 然后这个使得其实robot can think as well
[00:22:00--00:22:02] 就是我们最新的Gemini Robotics 1.5
[00:22:02--00:22:04] 其实有一个比较重要的突破
[00:22:04--00:22:05] 就是利用这个thinking的能力
[00:22:06--00:22:06] 对吧
[00:22:06--00:22:07] 这是技术上的
[00:22:07--00:22:11] 第二个就是从重视程度上
[00:22:11--00:22:13] 就是我觉得在硅谷
[00:22:13--00:22:16] 大家都觉得就是机器人
[00:22:16--00:22:20] 可能是即将发生的一个最重要的变革
[00:22:20--00:22:23] 所以所有的公司都投入巨资
[00:22:23--00:22:25] 去传他们的机器人团队
[00:22:25--00:22:27] 去做机器人大模型
[00:22:27--00:22:30] 所以如果就是CEO们都重视了
[00:22:30--00:22:31] 那么分配的资源也好
[00:22:31--00:22:33] 算力也好
[00:22:33--00:22:34] 就会增长
[00:22:34--00:22:35] 所以说这个使得
[00:22:35--00:22:38] 从另外一个角度也加速了机器人的发展
[00:22:38--00:22:40] 第三点就是
[00:22:40--00:22:43] 因为这个使得硅谷现在非常卷
[00:22:43--00:22:46] 就是以前大家觉得这个996是中国传统
[00:22:46--00:22:47] 那现在硅谷也是996
[00:22:47--00:22:49] 现在是现在也是996
[00:22:49--00:22:51] 对至少做AI做机器人的肯定是996
[00:22:51--00:22:52] 为什么会996呢
[00:22:52--00:22:57] 就是没有人想输在这场这个competition里面
[00:22:57--00:22:57] 对
[00:22:57--00:23:00] 因为所有人都希望自己的公司
[00:23:00--00:23:02] 或自己团队是世界第一的
[00:23:02--00:23:04] 如果你是世界第二的
[00:23:04--00:23:05] 你团队里最优秀的人
[00:23:05--00:23:07] 我觉得我要去那个世界第一的团队
[00:23:07--00:23:09] 因为在那能做成事儿
[00:23:09--00:23:10] 所以要防止这个发生
[00:23:10--00:23:13] 你就只能加速工作加倍工作
[00:23:13--00:23:16] 使得你永远保持在这个就是第一梯队
[00:23:16--00:23:18] 或者是整个行业的最前列
[00:23:18--00:23:19] 对
[00:23:19--00:23:21] 然后使得大家花了更多的精力
[00:23:21--00:23:25] 更多的时间在这个科研上
[00:23:25--00:23:26] 这也是为什么
[00:23:26--00:23:28] 就是我觉得最近发展特别快的原因
[00:23:28--00:23:29] 这是最近一年发生的变化
[00:23:29--00:23:31] 还是最近两三年
[00:23:31--00:23:32] 我觉得可能是最近一年半
[00:23:32--00:23:33] 一年半
[00:23:33--00:23:34] 一年半到两年的时间
[00:23:34--00:23:35] 对
[00:23:35--00:23:36] GPT出来之后
[00:23:36--00:23:37] 对
[00:23:37--00:23:38] 然后又过了一段时间
[00:23:38--00:23:39] 基本上就是在GPT出来之后
[00:23:39--00:23:42] 大家意识到这个东西可以用在机器人上
[00:23:42--00:23:43] 然后大家就开始非常卷
[00:23:43--00:23:44] 嗯
[00:23:44--00:23:47] 你刚才说为了有两个关键的阶段
[00:23:47--00:23:49] 一个是要先到达GPT-3的时刻
[00:23:49--00:23:51] 然后再去落地
[00:23:51--00:23:53] 那你觉得从现在这个节点到GPT-3中间
[00:23:53--00:23:55] 插了哪几波
[00:23:55--00:23:56] 就有哪些关键的问题解决了
[00:23:56--00:23:57] 可能它就到了
[00:23:57--00:23:59] 我觉得一个最大的问题吧
[00:23:59--00:24:00] 可能还是数据问题
[00:24:00--00:24:01] 对
[00:24:01--00:24:03] 就是对于你做语言模型来说
[00:24:03--00:24:05] 数据是free的
[00:24:05--00:24:08] 就是网上已经有那么多就是语言数据
[00:24:08--00:24:09] 然后wikipedia
[00:24:09--00:24:12] 然后你可以digitalize很多的书本之类的
[00:24:12--00:24:13] 互联网数据
[00:24:13--00:24:15] 数据太多了
[00:24:15--00:24:19] 而且语言相对来说也是一个就是narrow domain
[00:24:19--00:24:20] compared to robotics
[00:24:20--00:24:23] 但是robotics就是在一个非常复杂的
[00:24:23--00:24:25] 就instruction environment里面
[00:24:25--00:24:26] 你可以发生任何事情
[00:24:26--00:24:27] 所以说我觉得它需要几大量的
[00:24:27--00:24:29] 非常diverse的数据
[00:24:29--00:24:32] 但这个数据又是现在不存在的
[00:24:32--00:24:34] 现在有很多startup叫data foundry
[00:24:34--00:24:34] 对
[00:24:34--00:24:35] 他们就是
[00:24:35--00:24:39] 就是通过比如说摇操的方式来collect很多数据
[00:24:39--00:24:41] 通过simulation的方式来collect很多数据
[00:24:41--00:24:44] 把这个数据卖给做模型的厂
[00:24:44--00:24:44] 对大厂
[00:24:44--00:24:51] 然后所以我觉得数据还是一个从根本上制约发展的这样一个bottleneck
[00:24:51--00:24:53] 那它与模型面对的是数据墙的问题
[00:24:53--00:24:55] 机器人领域是没有数据的问题
[00:24:55--00:24:56] 对
[00:24:56--00:24:56] 是的
[00:24:56--00:24:58] 一个是数据还有其他的吗
[00:24:58--00:25:00] 我现在看到的其实最最明显就是数据
[00:25:00--00:25:01] 我确信就是如果
[00:25:01--00:25:04] 就现在的数据量完全没有办法
[00:25:04--00:25:07] saturate就是model的能力
[00:25:07--00:25:09] 所以现在当你数据大到一定程度上
[00:25:09--00:25:14] 我肯定会发现第二个瓶颈可能是比如说模型的architecture
[00:25:14--00:25:15] 或者是其他的
[00:25:15--00:25:17] 但是因为现在数据是如此的少
[00:25:17--00:25:20] 所以你还没有发现到第二个瓶颈是什么
[00:25:20--00:25:21] 那到底需要什么样的数据
[00:25:21--00:25:22] 怎么定义一个好数据
[00:25:22--00:25:27] 因为真实数据真实世界的数据就是太变化莫测了
[00:25:27--00:25:28] 对
[00:25:28--00:25:28] 对
[00:25:28--00:25:31] 所以需要很多很多很不一样的数据
[00:25:32--00:25:34] 我觉得机器人领域经常大家会聊
[00:25:34--00:25:36] 就是数据金字塔
[00:25:36--00:25:36] 对
[00:25:36--00:25:38] 这个金塔是这样子
[00:25:38--00:25:40] 就最底层就是非常scalable
[00:25:40--00:25:41] 非常大量的数据
[00:25:41--00:25:44] 这个数据可能是互联网上有的数据
[00:25:44--00:25:47] 然后上面一层是可能是video数据
[00:25:47--00:25:50] 而且这些video数据有可能是我们叫ego centric video数据
[00:25:50--00:25:54] 就是你从人的视角看到你做事情的那种数据
[00:25:54--00:25:55] 这种数据也非常多
[00:25:55--00:25:57] YouTube上其实有很多这样的数据
[00:25:57--00:25:59] 这样数据也非常容易踩
[00:25:59--00:26:02] 因为你做事情你可能无非就是在额外戴一个眼镜
[00:26:02--00:26:04] 或戴一个camera就能踩这样的数据
[00:26:04--00:26:05] 所以它量也非常大
[00:26:05--00:26:09] 但是因为人和robot它的形态是很不一样的
[00:26:09--00:26:11] 所以这个数据也不是特别的有用
[00:26:11--00:26:12] 知道大家还不知道怎么用它
[00:26:12--00:26:14] 在上面可能是比如说simulation数据
[00:26:14--00:26:18] 这个数据其实和robot形态可能更接近了
[00:26:18--00:26:21] 这个数据也有很多比如说robot action的标注
[00:26:21--00:26:23] 但是有一个叫sim to real gap
[00:26:23--00:26:25] 就是你做在simulation的数据
[00:26:25--00:26:28] 和真实世界的物理毕竟还是不一样的
[00:26:28--00:26:28] 对吧
[00:26:28--00:26:30] 它只是一个数学的简化
[00:26:30--00:26:32] 在上面可能就是robot specific数据
[00:26:32--00:26:33] 你通过摇操
[00:26:33--00:26:36] 或者其他方式获得的机器人数据
[00:26:36--00:26:38] 所以大家一般认为有这样一个金字塔
[00:26:38--00:26:43] 就是你每一个level的数据都需要
[00:26:43--00:26:44] 但是你需要的量不一样
[00:26:44--00:26:46] 然后你采集不同level的数据
[00:26:46--00:26:48] 你需要的cost也不一样
[00:26:48--00:26:50] 但是这些数据都很重要
[00:26:50--00:26:52] 这是你心相与认为的观点吗
[00:26:52--00:26:53] 就是这样一个数据
[00:26:53--00:26:54] 我觉得是这样的观点
[00:26:54--00:26:54] 对
[00:26:54--00:26:57] 就是底层的数据它有很多量
[00:26:57--00:26:58] 很大量
[00:26:58--00:27:01] 但是它可能它的质量不是特别高
[00:27:01--00:27:03] 因为它跟机器人有很大的gap
[00:27:03--00:27:03] 对
[00:27:03--00:27:06] 但是通常大家都说在训练机身模型的时候
[00:27:06--00:27:09] 你有预训练和后训练
[00:27:09--00:27:11] 就是pre training post training
[00:27:11--00:27:12] 在预训练的时候
[00:27:12--00:27:14] 你可以用各种各样极大量的数据
[00:27:14--00:27:15] 在预训练阶段
[00:27:15--00:27:19] 它需要学会的只是一个intuition
[00:27:19--00:27:20] 或者是对物理的理解
[00:27:20--00:27:24] 它并不一定要对自我形态的认知
[00:27:24--00:27:25] 或者对task
[00:27:25--00:27:27] 对任务的认知
[00:27:27--00:27:28] 但是它需要学会物理
[00:27:28--00:27:30] 所以你只需要很大量的数据
[00:27:30--00:27:32] 但在精彩最顶端的时候
[00:27:32--00:27:33] 你需要就是这个机器人
[00:27:33--00:27:35] 它是这样一个甲爪
[00:27:35--00:27:36] 它是这样一个构型
[00:27:36--00:27:38] 然后你做这一个任务
[00:27:38--00:27:40] 比如说我打开这个瓶盖
[00:27:40--00:27:42] 它需要非常精细的
[00:27:42--00:27:43] 就是非常高质量的数据
[00:27:43--00:27:46] 但那个数据量可能不需要很大
[00:27:46--00:27:49] 所以我觉得整个金字塔都非常的重要
[00:27:49--00:27:50] 其实关于数据
[00:27:50--00:27:51] 然后关于架构有很多的争论
[00:27:51--00:27:52] 这个我们稍后再说
[00:27:52--00:27:54] 我们先来聊聊你们最近的工作
[00:27:54--00:27:57] 你们刚发布Gemini Robotics 1.5
[00:27:57--00:27:59] 将AI agents带入了物理世界
[00:27:59--00:28:00] 在这个工作中
[00:28:00--00:28:01] 你觉得最重要的发现是什么
[00:28:01--00:28:03] 我觉得有两个比较重要的发现
[00:28:03--00:28:04] 第一个发现
[00:28:04--00:28:07] 就是我们把Thinking加入了VoA模型
[00:28:07--00:28:09] 就是以前的VoA模型
[00:28:09--00:28:12] 它的输入是图像
[00:28:12--00:28:16] 它的输入是语言来表达的任务是什么
[00:28:16--00:28:19] 然后它的输出就是马达的角度
[00:28:19--00:28:21] 比如说就直接对机器人的控制
[00:28:21--00:28:24] 现在我们就是把叫Thinking Trace
[00:28:24--00:28:26] 就是这个机器人是怎么想的
[00:28:26--00:28:27] 把它也作为输出
[00:28:27--00:28:29] 所以说比如说我要做一个Task
[00:28:29--00:28:30] 这个Task说
[00:28:30--00:28:33] 我把我的衣服
[00:28:33--00:28:34] 按照颜色分类
[00:28:34--00:28:37] 于是机器人得先想
[00:28:37--00:28:38] 这个任务题还挺复杂的
[00:28:38--00:28:40] 你得想这个是红色的
[00:28:40--00:28:42] 所以要扔到红色那一堆里面
[00:28:42--00:28:43] 这个衣服是白色的
[00:28:43--00:28:45] 所以要扔到白色那一堆里面
[00:28:45--00:28:47] 所以它其实有很多很小的步骤
[00:28:47--00:28:49] 而以前就是上一代的机器人模型
[00:28:49--00:28:52] 它是没有办法想这么细致的东西
[00:28:52--00:28:55] 做一个这么叫Multi-Step Task
[00:28:55--00:28:56] 就现在这一代模型
[00:28:56--00:28:58] 就是它能想说这个是什么颜色
[00:28:58--00:29:00] 然后如果我知道这个是什么颜色
[00:29:00--00:29:02] 那么下一步应该做什么
[00:29:02--00:29:02] 所以它是
[00:29:03--00:29:04] 输出是先是一些文本
