[00:00:01--00:00:15] Hello 大家好 我是小骏
[00:00:15--00:00:18] 今天我们来到了美国硅谷
[00:21:17--00:21:19] 然后bottoms of非常的非常的facebook
[00:21:19--00:21:24] 所以我们公司其实某种程度上呃并没有一个定义文化的机会
[00:21:24--00:21:30] 我们某种程度上沿袭了呃呃我们大部分的早期创始员工他们本来的文化
[00:21:30--00:21:32] 好的关于facebook我们后面还会聊到
[00:21:32--00:21:33] 好好
[00:21:33--00:21:34] 我们先回来
[00:21:34--00:21:34] 嗯
[00:21:34--00:21:36] 你在广州那个城市是怎么长大的
[00:21:36--00:21:36] 对
[00:21:36--00:21:36] 嗯
[00:21:36--00:21:39] ,就是呃打打数学竞赛
[00:21:39--00:21:41] 然后呃我看看百家讲坛
[00:21:41--00:21:43] 我是非常喜欢这个百家讲坛
[00:21:43--00:21:48] 对我非常喜欢就是所有的就是呃中国的这个呃文学与历史啊
[00:21:48--00:21:50] 我喜欢就是看那些历史故事
[00:21:50--00:21:52] 我当时记得就是一中天讲三国
[00:21:52--00:21:54] 然后呃珠子百家
[00:21:54--00:21:57] 然后就是还是非常快乐的一段时间
[00:21:57--00:21:59] 我特别喜欢文学就是黄永裕
[00:21:59--00:22:02] 他有一本书叫大牙大牙宝胡同讲二号
[00:22:02--00:22:05] 然后比我老的老头啊就是那本书的书名
[00:22:05--00:22:06] 然后其中讲到了
[00:22:06--00:22:10] 这个呃中国的这个文艺界呃就是画家
[00:22:10--00:22:11] 然后作家
[00:22:11--00:22:13] 然后他们呃各种各样的画家
[00:22:13--00:22:15] 版画家雕塑家
[00:22:15--00:22:18] 然后呃他们都住在这样的一个北京的一个胡同里面
[00:22:18--00:22:20] 我妈妈她是她是北京的北京人
[00:22:20--00:22:23] 所以说我们家某种程度上我们虽然住在广州
[00:22:23--00:22:27] 然后又有受很多这种呃呃精神文化的这个影响
[00:22:27--00:22:27] 对
[00:22:27--00:22:30] 所以我发现你小时候自由注意力是很旺盛的
[00:22:30--00:22:32] 啊很很旺盛的自由注意力
[00:22:32--00:22:32] 嗯
[00:22:32--00:22:35] 因为你并没有把所有的时间都集中在数学上
[00:22:35--00:22:36] 我
[00:22:36--00:22:42] 我对我也被数学教练小时候就批批评说不是最刻苦的那一个
[00:22:42--00:22:42] OK
[00:22:42--00:22:45] 但是我如果遇到一道题
[00:22:45--00:22:48] 这个题就是要跟这道题去死磕
[00:22:48--00:22:53] 我就就是某种程度上你如果看我花了多少时间在那道题上
[00:22:53--00:22:54] 你会说这个小孩很刻苦
[00:22:54--00:22:54] 哦
[00:22:54--00:22:56] 但这个过程中像玩一样
[00:22:56--00:22:58] 他不他不像work
[00:22:58--00:22:58] 嗯
[00:22:58--00:23:06] 就我觉得区分说是呃这个框框住了的这种呃限制性注意力和自由注意力的这个其实一个主体感知
[00:23:06--00:23:09] 就是你到底觉得你是在玩还是在工作
[00:23:09--00:23:13] 然后我觉得呃我小时候大部分的事情都感觉是想玩
[00:23:13--00:23:16] 然后就是那些学校的作业就是一般课间就是写完
[00:23:16--00:23:19] 然后我放学之后就所有的时间我就是
[00:23:19--00:23:21] 可以做一些其他的其他的事情
[00:23:21--00:23:22] 呃
[00:23:22--00:23:28] 后来就是大概是初一的时候呃发现就是可以去可以发现了一个一个事情
[00:23:28--00:23:32] 就我可以去找一些就是更高等的数学书看
[00:23:32--00:23:36] 就小时候是呃意识到说我一直要做数学竞赛嘛
[00:23:36--00:23:42] 所以我要比如说三年级做五年级的数学竞赛提及就是一直做数学竞赛更更更更更高级的
[00:23:42--00:23:46] 但是到初中的时候就开始我为什么不去学学高等数学呢
[00:23:46--00:23:48] 所以就是开始看就是呃未积分的啊
[00:23:48--00:23:51] 就是等十分习负分习
[00:23:51--00:23:51] 哇
[00:23:51--00:23:52] 然后就觉得非常有意思
[00:23:52--00:23:54] 因为他不像是一个零和游戏了
[00:23:54--00:23:57] 就是做数学竞赛的时候总觉得
[00:23:57--00:24:06] 其实其实比如说在这个呃广东省的这种奥数这种这个训练环境下呃比较痛苦的一点就是你的
[00:24:06--00:24:08] 同学们他们要跟你考同一场试
[00:24:08--00:24:11] 所以对于一个一个小孩来说
[00:24:11--00:24:13] 这种友谊的这种概念也比较复杂
[00:24:13--00:24:16] 就是竞争他就是特别存在
[00:24:16--00:24:18] 但是你如果是看高等数学
[00:24:18--00:24:22] 这个你这他没有他不是一个零和游戏
[00:24:22--00:24:23] 他是一个正和游戏
[00:24:23--00:24:26] 你你可以自己就是到你想到的这个深度广度
[00:24:26--00:24:31] 然后你可以找一些你们班里就是对这个比较感兴趣的同学们一块去讲
[00:24:31--00:24:35] 然后你们不需要某一天同时去参加某一个考试
[00:24:35--00:24:38] 所以那但是你还是要回来打这场零和游戏
[00:24:38--00:24:40] 对我还是要打这个零和游戏
[00:24:40--00:24:42] 然后这个就是零和游戏上就非常吃亏了
[00:24:42--00:24:45] 有些时候看到一个一个一个卷子吧
[00:24:45--00:24:48] 就是四道题最后一道你就发现是数论
[00:24:48--00:24:49] 数论多美啊
[00:24:49--00:24:54] 你你可能刚最近看了这个高等高等数学里面去学了更多
[00:24:54--00:24:59] 就是数论的呃呃这种这种这种高级的这个这个概念
[00:24:59--00:25:02] 然后你就一套卷子你如果你的理智会告诉你
[00:25:02--00:25:04] 你要在这个零和游戏中取得高分
[00:25:04--00:25:07] 你应该先把第一道欧式几何题把它做出来
[00:25:07--00:25:09] 接着你做第二道代数不等式
[00:25:09--00:25:12] 然后最后这道数论题大概率你是做不出来的
[00:25:12--00:25:14] 你要是做出来你就进省队了
[00:25:14--00:25:19] 然后所以呃你不应该拿到这个卷子的第一课先从最后这道题开始
[00:25:19--00:25:23] 但是我当时由于我呃就是课外的这种非常浓厚的兴趣
[00:25:23--00:25:25] 加上我非常的喜欢数论
[00:25:25--00:25:26] 我长大也是就是做数论
[00:25:26--00:25:29] 我我我觉得我非常非常的爱数论
[00:25:29--00:25:31] 于是我就会先从这道题开始
[00:25:31--00:25:33] 然后一般来说这个时间就开始流逝
[00:25:33--00:25:34] 然后再一个呃
[00:25:34--00:25:36] 一个一个一个固定的一个比赛时长中
[00:25:36--00:25:39] 这是一个不是最优的策略
[00:25:39--00:25:40] 你是一个竞争力很强的人吗
[00:25:40--00:25:46] 因为你刚才也提到呃就是在打比赛的过程中
[00:25:46--00:25:48] 这是一场零和游戏也会影响一些友谊
[00:25:48--00:25:50] 你是一个竞争力很强的人
[00:25:50--00:25:53] 我觉得我在呃拒绝被驯化成为一个竞争力很强的人
[00:25:53--00:25:56] 你在拒绝对我在拒绝被驯化成为一个
[00:25:56--00:25:57] 你初中的时候意识到的
[00:25:57--00:26:04] 我我意识到的对我当时你你很难不意识到你你小学数学奥奥数奥奥林匹克学校的时候
[00:26:04--00:26:04] 我记得
[00:26:04--00:26:06] 四年级到六年级对吧
[00:26:06--00:26:08] 每每一个月考一次试
[00:26:08--00:26:17] 然后每一个学期之后他把你呃一班到二十四班全部重新排列嗯呃就是说你如果二十二二十三二十四班是重点班
[00:26:17--00:26:21] 呃然后就是呃一班在这个楼底二十四班在楼顶
[00:26:21--00:26:30] 然后你每每学期之后就是把你这个呃就是同学们就是换换教室二十四班的下去了下到十九班了不是重点班
[00:26:30--00:26:31] 你楼梯也往下走
[00:26:31--00:26:33] 你这个心情肯定也不是特别好
[00:26:33--00:26:33] 你一般在哪
[00:26:33--00:26:34] 呃一般在楼底
[00:26:34--00:26:35] 啊
[00:26:35--00:26:37] 我我当时进去的时候我是四班
[00:26:37--00:26:39] 然后我记得就是就在这个洗手间旁边
[00:26:39--00:26:42] 这个感觉就是说明这个我入学考试考的是真差
[00:26:42--00:26:42] 对吧
[00:26:42--00:26:43] 不是天赋型选手
[00:26:43--00:26:51] 就某足了就是想上这个二十二二十三二十四的那个楼顶呃听说楼顶这个风景也好对吧
[00:26:51--00:27:02] 就这个一个一个四年级的一个小朋友他肯定是会呃有这种就是争强好胜心就是在一个比较呃呃大家就会有这种压力的感受
[00:27:02--00:27:04] 然后呃我后面是觉得就是
[00:27:04--00:27:05] 这个不好玩
[00:27:05--00:27:08] 我不想玩这个后面是什么时候呃初中吧
[00:27:08--00:27:14] 初初一初二就我开始看这个呃高等数学书的时候我就开始不太想玩这个游戏了
[00:27:14--00:27:16] 嗯那你做出了什么样的改变呢
[00:27:16--00:27:17] 在你不想玩这个游戏之后
[00:27:17--00:27:20] 嗯就客观条件上你还是要去参加那些考试
[00:27:20--00:27:21] 你还是要去排名
[00:27:21--00:27:22] 你还是要去竞赛
[00:27:22--00:27:24] 我不是那么在意了
[00:27:24--00:27:26] 就是我一直不到初三
[00:27:26--00:27:29] 我没有就是初三要打初中数学联赛了
[00:27:29--00:27:34] 然后我就是呃开始初一到初我零到零
[00:27:34--00:27:34] 初
[00:27:34--00:27:37] 初中数学联赛我才开始准备初中数学联赛
[00:27:37--00:27:38] 最后好像好像也考的非常好
[00:27:38--00:27:42] 这个初中数学联赛就是反正我当时还特别就是惊讶
[00:27:42--00:27:43] 我觉得我肯定是要考杂
[00:27:43--00:27:46] 但是呃初中数学联赛考的挺好
[00:27:46--00:27:50] 然后到高中的时候就是更多的时间就是呃当时还学英语
[00:27:50--00:27:53] 对高中的时候又又更多的去学英语
[00:27:53--00:27:55] 毕竟当时也打算是要出国
[00:27:55--00:27:59] 所以就是更多的时间花在这一些这一些事情上面
[00:27:59--00:28:04] 然后嗯呃我我其实觉得做出来的改变
[00:28:04--00:28:07] 其实就是我发现一个有意思的事情
[00:28:07--00:28:08] 就是你在一个群体里面
[00:28:08--00:28:12] 你如果发现大家有一个很清晰定义的一个目标
[00:28:12--00:28:14] 然后每个人都往这个目标
[00:28:14--00:28:17] 也就是当时的不管是下一个季度的什么数学竞赛
[00:28:17--00:28:20] 开始呃准备的时候
[00:28:20--00:28:23] 呃然后你自己有一套完全不一样的这个呃
[00:28:23--00:28:26] mental model世界世界的这个模型
[00:28:26--00:28:30] 你就会开始找呃这个群体里面的一个tribe
[00:28:30--00:28:31] 一个部落
[00:28:31--00:28:33] 嗯你会希望能够去建立一个小的一个部落
[00:28:33--00:28:40] 嗯然后去找看谁跟你一样想读这个跟这个考试没有关系的书
[00:28:40--00:28:42] 然后你就会和这些人成为很好的朋友
[00:28:42--00:28:45] 我记得我初中的时候有一个有一个游戏
[00:28:45--00:28:48] 我到现在其实我们也在有时候现在无聊也在玩
[00:28:48--00:28:50] 就是你有一个n乘n的一个格子
[00:28:50--00:28:51] 你有一个棋盘
[00:28:51--00:28:53] 比如说八乘八的一个棋盘
[00:28:53--00:28:56] 然后你可以从这个任何的一个格子开始去走马步棋
[00:28:56--00:28:58] 就是你只能去走这个跳马
[00:28:58--00:29:02] 就是二乘三就是的这个每一步你只能这么走
[00:29:02--00:29:03] 然后你呃连续的
[00:29:03--00:29:04] 这样去走
[00:29:04--00:29:06] 然后你每走到一个格子
[00:29:06--00:29:09] 你就不要1234就这么开始飙
[00:29:09--00:29:12] 最后你的目标是说我能够走满每一个格子
[00:29:12--00:29:15] 不成不重复嗯或者说你走不满每一个格子
[00:29:15--00:29:17] 你希望走到一个更高的一个数
[00:29:17--00:29:18] 比如说八乘八的话
[00:29:18--00:29:19] 你希望尽量靠近64
[00:29:19--00:29:21] 你不要再呃50你就停了
[00:29:21--00:29:24] 你希望至少到个59就是
[00:29:24--00:29:24] 这个这个游戏
[00:29:24--00:29:27] 我当时我记得我初中就和好几个好朋友我们一块玩
[00:29:27--00:29:32] 然后我们就特别希望呃呃我们一个一开始开始比看谁的数更大
[00:29:32--00:29:33] 后面我们就希望能够去
[00:29:33--00:29:38] 证明说任何n至少是5的一个一个棋盘
[00:29:38--00:29:41] 你永远有一种能够走满整个棋盘的方式
[00:29:41--00:29:45] 我们希望拿就是我们当时猜测应该能拿数学归纳法去证明
[00:29:45--00:29:47] 如果你要去拿数学归纳法去证明
[00:29:47--00:29:55] 你就需要在呃n比较小的情况下去构造一些呃比较呃有代表性的一些base case基础情况
[00:29:55--00:29:57] 于是这个是一个非常复杂的工程
[00:29:57--00:30:03] 然后我们所有的这一些对这个游戏比较感兴趣的同学在华富呃我们就开始去构造
[00:30:03--00:30:05] 然后非常难构造
[00:30:05--00:30:07] 然后所以就是群策群力一起构造
[00:30:07--00:30:12] 让我有一点想到我们等会我们应该会聊到的就是形式化证明
[00:30:12--00:30:16] 比如说陶哲轩老师还有就是呃呃alex counterovic
[00:30:16--00:30:20] 他们做这个素数呃素数定理的这个这个证明
[00:30:20--00:30:24] 然后他们就是把他也是分了很多项不同的项目
[00:30:24--00:30:33] 让全世界的几百个数学家和另的这个编程呃呃这个编程编程的同学一起去把这个事情搭起来
[00:30:33--00:30:33] 有点像是一样的东西
[00:30:33--00:30:39] 像就是数学其实某种程度上大家强调说这一个人他是一个天才
[00:30:39--00:30:45] 他一个人证明了一个困扰其他所有人几百年的一个猜想
[00:30:45--00:30:47] 然后他是一个多么厉害的数学家
[00:30:47--00:30:50] 他有一种呃个体性的一个强调
[00:30:50--00:30:53] 就是说这一个人他非常厉害
[00:30:53--00:30:56] 但数学如果你去看呃软件工程师
[00:30:56--00:31:00] 他们几百个人几千个人去做一个一个project
[00:31:00--00:31:01] 一个大的一个项目
[00:31:01--00:31:03] 他是合作性的合作性
[00:31:03--00:31:14] 就需要一个比较好的一个结构和把他就是把这个呃任务去分散分散成不同的小任务呃这个过程其实我觉得是很有意思的
[00:31:14--00:31:17] 然后某种程度上在玩这个马步棋的时候
[00:31:17--00:31:22] 我们当时就是我反正一个人肯定是不可能把所有的这个这个这个例子找出来的
[00:31:22--00:31:26] 我需要我的这些同学们这个小部落的这个帮助多少人啊
[00:31:26--00:31:28] 这小部落一般是三到五个人三到五个对对对
[00:31:28--00:31:30] 都是数学很好的人啊
[00:31:30--00:31:32] 我们当时是那个数学班就我们整个班都是数学很好的人
[00:31:33--00:31:34] 然后就是上课就不听课了
[00:31:34--00:31:37] 就是就是传纸条那个纸条上就画着这个格子
[00:31:37--00:31:43] 就是说这个你看我又找出来这样的一个就是n等于比如说九的时候已经被我kill掉了
[00:31:43--00:31:45] 就是非常快乐的一个一段时间
[00:31:45--00:31:48] 你在这个这么快乐的时候你的成绩是什么样的
[00:31:48--00:31:53] 呃就我反正要不到大考我也不太我还还行吧
[00:31:53--00:31:59] 我反正也到了那个反正你的最终的目标就是你初中好像我们是90个人
[00:31:59--00:32:04] 你要进到一个二十二十五二十七个人的一个一个数学组高中这个数学组
[00:32:04--00:32:05] 所以我也进去了
[00:32:05--00:32:08] 我记得我们当时是啊七个女同学好像初中
