[00:00:04--00:00:08] 这个我还没答完,因为我觉得这还不是终极实力
[00:19:13--00:19:16] 我不是说的所有的方向都是在控制
[00:19:16--00:19:18] 只不过呢
[00:19:18--00:19:18] 等我
[00:19:19--00:19:21] 到毕业了后来才意识到
[00:19:21--00:19:23] 你一个东西如果控制不好
[00:19:24--00:19:25] 最根本的原因
[00:19:25--00:19:27] 是你对环境的感知不够好
[00:19:29--00:19:30] 好多年才意识到
[00:19:30--00:19:33] 就是说我研究了一个我认为行业不是最重要的
[00:19:34--00:19:34] 这个问题
[00:19:34--00:19:37] 结果就是等到毕业了我也发现好多没解决的问题
[00:19:37--00:19:38] 本质上
[00:19:38--00:19:40] 就比如说我控制抓一个杯子
[00:19:40--00:19:41] 对吧
[00:19:41--00:19:43] 就我如果想要抓到速度特别快特别准
[00:19:44--00:19:45] 你后来发现
[00:19:46--00:19:47] 你控制胳膊这个事不是最难的
[00:19:48--00:19:50] 其实是已经有比较好的进展了
[00:19:51--00:19:52] 所以我都是在那个
[00:19:52--00:19:55] 就在最尖端在push他一点点那些成就
[00:19:55--00:19:56] 而
[00:19:56--00:20:01] 本质上抓不住杯子的原因是有可能机器人看一眼这杯子他没认出来这个杯子
[00:20:01--00:20:05] 或者他认出来这个杯子但对杯子的位置没控制啊或者我们就像现在这个杯子啊
[00:20:06--00:20:07] 他是一个双层玻璃杯
[00:20:07--00:20:12] 就是说有没有可能摄像头看完他以为那个杯子比实际要小因为他没看明白外面
[00:20:13--00:20:14] 这都是很有趣的问题
[00:20:14--00:20:15] 那这些问题
[00:20:17--00:20:18] 我的博士课题解决不了
[00:20:19--00:20:21] 因为我已经受限于
[00:20:21--00:20:25] 机器人我那个年代的机器人对三维世界的理解
[00:20:25--00:20:26] 不够深刻
[00:20:27--00:20:30] 你在不够深刻的时候自己搞了那么多算法其实解决的问题
[00:20:31--00:20:31] 就我说的
[00:20:32--00:20:32] 没那么大事
[00:20:33--00:20:36] 对有点彪环的意思所以后来就
[00:20:37--00:20:38] 也没有进入学术界
[00:20:39--00:20:41] 后来就去硅谷工作了
[00:20:41--00:20:42] 已经很多的时间
[00:20:43--00:20:45] 在机器人这个行业当时感知的控制就推进到哪个
[00:20:46--00:20:46] 地步了
[00:20:48--00:20:49] 对就是
[00:20:49--00:20:50] 控制已经
[00:20:51--00:20:52] 极其雕花
[00:20:52--00:20:57] 有多雕花呢就是因为我后来工作的那家公司是全世界最大的硬盘公司
[00:20:57--00:20:58] 我是他的
[00:21:01--00:21:03] 就我们做到什么程度你可以想象
[00:21:03--00:21:04] 我其实做那个事
[00:21:04--00:21:05] 你也可以叫机器
[00:21:05--00:21:07] 他其实就是控制那个机械硬盘的那个用途
[00:21:07--00:21:08] 那种磁头运动
[00:21:08--00:21:11] 那个运动的速度之快和他对磁道的
[00:21:12--00:21:12] 之深啊
[00:21:13--00:21:14] 按他们的话说就有点像一个
[00:21:14--00:21:16] 全速飞行的飞机
[00:21:16--00:21:19] 在跑道上能捡起路边所有的高尔夫球
[00:21:19--00:21:20] 得到那个速度
[00:21:21--00:21:21] 其实已经
[00:21:22--00:21:23] 已经真的是在雕花
[00:21:24--00:21:24] 而
[00:21:25--00:21:27] 感知啊应该不需要感知啊因为还是封闭环境
[00:21:27--00:21:29] 而感知都是很差
[00:21:29--00:21:30] 就是你不论
[00:21:30--00:21:33] 那个年代还是甚至我觉得到今天吧
[00:21:33--00:21:37] 就包括我们今天看到的那么多的巨声的应用和车的应用
[00:21:37--00:21:39] 很多时候问题还是没感知
[00:21:39--00:21:40] 还是
[00:21:40--00:21:43] 前面你应该看明白这是个什么东西你没明白
[00:21:43--00:21:44] 即使有激光雷达
[00:21:45--00:21:46] 很多场景下
[00:21:46--00:21:51] 他觉得有问题他还是没看明白问题我觉得感觉还是一个挺大的挑战到今天为止
[00:21:51--00:21:53] 很多问题还是来自于本
[00:21:53--00:21:56] 但控制是一个当然车上其实没什么控制问题因为
[00:21:56--00:21:58] 车本身他的控制和传统控制是一样的
[00:21:58--00:21:59] 对那部分已经很好了
[00:21:59--00:22:00] 机器人上
[00:22:01--00:22:04] 我们说人行这类的吧可能会有一些就是因为他工业还不成熟
[00:22:05--00:22:05] 你做
[00:22:06--00:22:07] 学术研究的时候
[00:22:07--00:22:07] 会雕花吗
[00:22:07--00:22:09] 他做的管理控制的事情
[00:22:10--00:22:11] 应该是有很多伟大的学术成果的
[00:22:12--00:22:12] 像我们
[00:22:13--00:22:13] 应该说我吧
[00:22:13--00:22:16] 我觉得我做的很多的学术研究确实是这样
[00:22:16--00:22:18] 甚至我台北展过过来做的工业研究也是这样的
[00:22:18--00:22:19] 就是说
[00:22:19--00:22:21] 不如我给你讲工业研究吧
[00:22:21--00:22:22] 我们实验室特别多PHD
[00:22:23--00:22:24] 我去的那个WD
[00:22:24--00:22:25] 我们那个组
[00:22:26--00:22:27] 都是控制学的专家
[00:22:27--00:22:28] 都是PHD
[00:22:28--00:22:29] 做什么事呢
[00:22:29--00:22:31] 就是比如说你
[00:22:31--00:22:32] 找那个道对吧
[00:22:32--00:22:35] 我如果能把那个时间提高降低1%
[00:22:35--00:22:36] 你觉得好像
[00:22:37--00:22:37] 也没特别
[00:22:37--00:22:38] 厉害对不对
[00:22:38--00:22:39] 对吧
[00:22:39--00:22:40] 对大家就喊
[00:22:41--00:22:41] 不是的哟
[00:22:41--00:22:43] 他一年办几百万的硬盘
[00:22:43--00:22:45] 然后你的硬盘每年做那么多事
[00:22:45--00:22:47] 他如果能降低一点点时间
[00:22:47--00:22:48] 还能节约大量的成本
[00:22:49--00:22:49] 所以
[00:22:50--00:22:51] 在我看来就是这些
[00:22:51--00:22:52] 尤其在微股这些
[00:22:53--00:22:54] 全世界最有名的科技公司
[00:22:55--00:22:56] 的很多工作者
[00:22:56--00:22:57] 很多啊不是所有
[00:22:57--00:22:58] 有很多颠覆性的工作也是
[00:22:58--00:22:59] 这些人做的
[00:22:59--00:23:01] 但有很多工作者确实是
[00:23:01--00:23:04] 因为他量太大了所以他给你安排的工作是一个
[00:23:05--00:23:05] 雕花
[00:23:05--00:23:07] 但雕的1%创造价值
[00:23:07--00:23:08] 价值其实特别高
[00:23:08--00:23:09] 因为他成的那个基数
[00:23:10--00:23:10] 特别大
[00:23:11--00:23:11] 我给你举个例子
[00:23:12--00:23:13] 比如说我朋友是在那个
[00:23:14--00:23:15] YouTube
[00:23:15--00:23:16] YouTube做那个
[00:23:17--00:23:18] 算法
[00:23:18--00:23:21] 他解决什么问题因为YouTube是根据你看票的那个时长
[00:23:22--00:23:23] 他可以挣钱的嘛
[00:23:23--00:23:23] 广告费的嘛
[00:23:24--00:23:27] 你想象一下假设他有一个算法能让全世界看YouTube的人
[00:23:28--00:23:29] 停留时长多1%
[00:23:30--00:23:31] 你觉得厉害
[00:23:31--00:23:32] 商业价值很大
[00:23:32--00:23:35] 你停1%你的力量是不厉害对吧
[00:23:35--00:23:36] 但你想过就是
[00:23:36--00:23:37] 他停1%
[00:23:37--00:23:38] 你以后能多挣多少钱吗
[00:23:39--00:23:39] 是很大的
[00:23:40--00:23:42] 那就有人去雕那个花呀
[00:23:42--00:23:43] 可能有100个人在雕那个花呀
[00:23:44--00:23:44] 但这个
[00:23:45--00:23:46] 对我而言不是一个
[00:23:46--00:23:48] 很兴奋的事
[00:23:48--00:23:49] 在西部书记审学到什么了
[00:23:50--00:23:50] 在这个公司
[00:23:51--00:23:52] 大概一年多对吧
[00:23:53--00:23:57] 因为工程公司嘛你其实都不太可能有现在学术上的认知了
[00:23:57--00:23:59] 我觉得比较好的还是
[00:23:59--00:23:59] 我
[00:24:00--00:24:01] 我还是
[00:24:01--00:24:04] 挺比较深度的体会了
[00:24:04--00:24:07] 西方的这些典型的科技企业
[00:24:07--00:24:08] 他的运营方式
[00:24:08--00:24:10] 就是他的一些价值观呀
[00:24:11--00:24:12] 管理方法论呀
[00:24:13--00:24:14] 我觉得学到不少东西
[00:24:15--00:24:18] 我还是很感谢的包括我当时的老板怎么管理我
[00:24:18--00:24:19] 和
[00:24:19--00:24:20] 我当时
[00:24:20--00:24:22] 如何跟大家沟通就企业中
[00:24:23--00:24:23] 这些方式
[00:24:24--00:24:25] 这里面有两层含义
[00:24:26--00:24:27] 第一层含义是
[00:24:27--00:24:30] 到后来我们创立可赛的时候
[00:24:31--00:24:31] 还是有帮助的
[00:24:32--00:24:34] 因为有很多是非的事就是一公司
[00:24:34--00:24:35] 该不该这么做
[00:24:36--00:24:37] 你有工作经验的好事
[00:24:37--00:24:38] 就是你想想原来我们公司
[00:24:38--00:24:39] 该不该这么干是OK的
[00:24:40--00:24:42] 那有些事就说OK那公司里不能这么做
[00:24:43--00:24:47] 所以确实是我们吸取了很多西方的管理的这些最基本的规则
[00:24:47--00:24:48] 第二个是
[00:24:49--00:24:53] 在工作中跟大家交流也让我更理解西方的企业怎么做决策
[00:24:53--00:24:55] 那你像后来F赛
[00:24:55--00:24:56] 就将近10年以后
[00:24:57--00:24:58] 我们有那么多海外业务
[00:24:58--00:25:00] 其实你本身是要认为西方客户的
[00:25:01--00:25:03] 如果你没有对这方面的理解
[00:25:03--00:25:04] 你就
[00:25:04--00:25:05] 就
[00:25:05--00:25:07] 横冲直撞的去想要
[00:25:07--00:25:08] 推销你的产品还是可以的
[00:25:08--00:25:10] 这是什么大部分人认知是相反的
[00:25:11--00:25:12] 比如说
[00:25:12--00:25:13] 东方文化里
[00:25:14--00:25:15] 你很难想象
[00:25:15--00:25:16] 比如说当你跟
[00:25:16--00:25:17] 客户介绍你产品之后
[00:25:18--00:25:19] 你希望把缺点
[00:25:20--00:25:21] 使劲数
[00:25:21--00:25:23] 放在前面数
[00:25:23--00:25:24] 对吧
[00:25:24--00:25:26] 我觉得在西方文化里有不少
[00:25:26--00:25:28] 它的沟通方式就是这样
[00:25:28--00:25:29] 其次就是
[00:25:29--00:25:30] 我觉得更直接的
[00:25:31--00:25:35] 就是确实我们的海外客户他希望直接他特别害怕你到来让西方费他的
[00:25:35--00:25:36] 时间
[00:25:36--00:25:38] 然后东方文化里可能是避免冲突
[00:25:38--00:25:39] 是一个很重要的因素
[00:25:40--00:25:40] 在他那儿就还好
[00:25:41--00:25:42] 还是有挺多的我觉得就是
[00:25:43--00:25:45] 东西方文化的交流方式不论是
[00:25:45--00:25:47] 人和人之间还是企业和企业之间
[00:25:49--00:25:50] 像我们这样的企业本质上要
[00:25:51--00:25:51] 因为是
[00:25:52--00:25:53] 服务大客不待避客户
[00:25:53--00:25:57] 就是你本质上还是要对西方的组织文化以及
[00:25:57--00:25:58] 东方的
[00:25:58--00:25:59] 组织文化我们说车企
[00:26:00--00:26:00] 做点理解
[00:26:01--00:26:01] 并且你得有
[00:26:02--00:26:03] 不同的系统去跟他们沟通
[00:26:03--00:26:04] 否则的话就
[00:26:05--00:26:06] 就扭车
[00:26:06--00:26:07] 然后就
[00:26:07--00:26:08] 了不明了
[00:26:09--00:26:11] 你什么时候觉得你会创业
[00:26:11--00:26:13] 你应该没有想过变化科学家
[00:26:15--00:26:18] 对就是科学家这事儿在我读博的时候我一定程度上就放弃了
[00:26:19--00:26:23] 就是我感觉到也许是行业应该我觉得也不是所有的phd都能当科学家
[00:26:24--00:26:26] 我感觉就我们都在做控制
[00:26:26--00:26:29] 我后来发现控制里面感觉不太会出现伟大的科学家了
[00:26:29--00:26:31] 不认识你们都会有
[00:26:32--00:26:36] 有点像那种感觉就是说我觉得每一个行业都有他特定的那个时间级
[00:26:36--00:26:37] 会出现一大堆的
[00:26:37--00:26:39] 伟大的理论的奠基者
[00:26:39--00:26:43] 然后过以后大家有点像就是在修复修正拿来一些小东西
[00:26:44--00:26:46] 那我当时做控制我的感觉是
[00:26:46--00:26:48] 好像没有出现颠覆性的技术的机会了
[00:26:49--00:26:49] 这是一点
[00:26:49--00:26:51] 第二就是我也确实对
[00:26:51--00:26:56] 纯理论研究没有那么感兴趣因为我更感兴趣的还是把一个
[00:26:56--00:26:58] 好的理论研究的东西
[00:26:58--00:26:59] 甚至是一个技术
[00:27:00--00:27:01] 都不是科学是一个技术
[00:27:02--00:27:04] 能够带到更多的人面前
[00:27:04--00:27:05] 就我还是有这种
[00:27:06--00:27:07] 来自于
[00:27:07--00:27:09] 更多的人用我的东西带来的成就感
[00:27:09--00:27:11] 那这个我觉得
[00:27:11--00:27:14] 就导致于我不太可能去做一个科研的
[00:27:14--00:27:15] 工作者
[00:27:17--00:27:18] 就新增点不一样
[00:27:18--00:27:20] 我觉得科学家也是
[00:27:20--00:27:21] 只是大家的新增点不一样
[00:27:22--00:27:25] 为什么你学了吸血丹创业做激光雷达呢
[00:27:25--00:27:28] 我读过这多几两年的时候我就已经觉得
[00:27:29--00:27:31] 我没有明确说我一定会成为一个创业者
[00:27:32--00:27:34] 但我已经开始非常感兴趣
[00:27:34--00:27:39] 因为我从学习的相关领域有哪些
[00:27:39--00:27:40] 产品化的机会
[00:27:41--00:27:42] 坦率的讲
[00:27:43--00:27:44] 这个
[00:27:44--00:27:46] 我当时还那个
[00:27:46--00:27:48] 这都不好意思说了就是当年还
[00:27:49--00:27:50] 投简历投过波士顿动力
[00:27:51--00:27:53] 因为改变实验室都很熟的
[00:27:53--00:27:54] 然后
[00:27:54--00:27:57] 波士顿动力最终没有录取我
[00:27:57--00:28:00] 但他确实也说他说是我们做的很多东西
[00:28:00--00:28:01] 这些引用
[00:28:01--00:28:03] 是跟国防相关的
[00:28:03--00:28:04] 我们
[00:28:04--00:28:06] 我们不太会找这个非美国人
[00:28:06--00:28:09] 对对对是有这个
[00:28:10--00:28:11] 然后会有这个
[00:28:11--00:28:12] 然后
[00:28:12--00:28:13] 失望
[00:28:13--00:28:14] 当时是失望的
[00:28:14--00:28:18] 因为当时其实除了波士顿动力没有第二种
[00:28:19--00:28:20] 没有语术
[00:28:20--00:28:21] 没有这样的企业
[00:28:21--00:28:25] 然后当时波士顿动力就是谷歌一样的存在的
[00:28:25--00:28:26] 还挺酷的一家公司
[00:28:27--00:28:28] 是吗
[00:28:28--00:28:31] 我觉得一度是
[00:28:31--00:28:32] 但波士顿动力
[00:28:32--00:28:35] 波士顿动力还是一个技术故事
[00:28:35--00:28:37] 它变成后来变成一个资本故事
[00:28:38--00:28:38] 就够复杂一些
[00:28:39--00:28:40] 波士顿动力倒流
[00:28:40--00:28:41] 我觉得还是一个挺纯粹的技术故事
[00:28:42--00:28:43] 然后那个
[00:28:44--00:28:45] 我还挺喜欢的
[00:28:45--00:28:46] 但是我觉得挺有意思的
[00:28:46--00:28:48] 只是那个纯粹是一个技术的
[00:28:49--00:28:50] 崇拜的
[00:28:50--00:28:51] 选择
[00:28:51--00:28:55] 回头看我觉得历史真正的必然性是什么呢是
[00:28:55--00:28:56] 那个年代并不存在
[00:28:57--00:29:00] 巨声或者那有没有那个词啊那时候就叫机器人技术
[00:29:01--00:29:02] 那个时候其实并没有真正的
[00:29:03--00:29:04] 机器人技术
[00:29:04--00:29:05] 商业化
[00:29:06--00:29:06] 路径
[00:29:07--00:29:09] 当然今天有没有我们可能还需要
[00:29:09--00:29:10] DVD
[00:29:10--00:29:11] 但那个年代绝对没有
[00:29:12--00:29:16] 因为从14年到24年那个方向起码还没有形成足够的商业化
[00:29:16--00:29:18] 所以如果14年我
[00:29:18--00:29:20] 加入了波士顿动力
[00:29:20--00:29:21] 那我
[00:29:21--00:29:23] 一定也还是变成了一个科研工作者
[00:29:24--00:29:25] 他们并没有实现
[00:29:26--00:29:27] 应该不会创业了
[00:29:28--00:29:29] 不一定
[00:29:29--00:29:32] 这个就有点远了我不确定会怎么样了
[00:29:32--00:29:33] 说不定我就让波士顿动力
[00:29:34--00:29:35] make it great again
[00:29:35--00:29:37] 你为什么不做一数字的事
[00:29:39--00:29:42] 这是一个更大的话题就是说我觉得
[00:29:42--00:29:45] 我还是希望做在某一个时代
[00:29:46--00:29:48] 明显在形成足够商业化的事
[00:29:49--00:29:51] 就如果你看何在的理念里
[00:29:51--00:29:52] 我们其实
[00:29:53--00:29:54] 17年
[00:29:54--00:29:56] 16年开始做进来的
[00:29:56--00:29:58] 14年成立到16年开始做进来的
[00:29:58--00:30:00] 其实17年就形成了
[00:30:00--00:30:01] 就市场上很
[00:30:02--00:30:02] 很高的
[00:30:03--00:30:03] 成长
[00:30:04--00:30:07] 然后后来差不多1921年左右已经成为全球最大的工地商务
[00:30:07--00:30:08] 就是说
[00:30:08--00:30:10] 我还是更喜欢做
[00:30:12--00:30:16] 一东西一旦做出来就已经形成正向生产力和经济效益的产品
[00:30:17--00:30:17] 然后
[00:30:19--00:30:20] 在我看来这个
[00:30:20--00:30:21] 通用人形技术
[00:30:22--00:30:23] 还需要一些时间
[00:30:24--00:30:24] 然后呢
[00:30:24--00:30:27] 在这段过程中对我来讲是一个有一点点痛苦
[00:30:28--00:30:29] 有点像科研的感觉
[00:30:29--00:30:31] 就是说没有形成足够的商业化
[00:30:32--00:30:37] 而中央雷达这件事在我们的推动下这每年有一个大的商业化的台阶呢
[00:30:37--00:30:38] 那这个时候我觉得
[00:30:38--00:30:39] 更有趣
[00:30:39--00:30:40] 然后也跟他
[00:30:41--00:30:42] 就是因为我觉得
[00:30:43--00:30:44] 我为什么一直说商业化
[00:30:44--00:30:46] 就我觉得商业化对我而言不是钱
[00:30:47--00:30:48] 就我觉得
[00:30:48--00:30:51] 你那个没有商业化的公司也可以靠名字也有很多钱
[00:30:51--00:30:53] 我觉得商业化对我而言是一个
