[00:00:06--00:00:07] 在现在来说的话
[01:12:39--01:12:40] 我们可能就会用个整式件
[01:12:41--01:12:41] 最终没用
[01:12:42--01:12:43] 那么就造成了
[01:12:44--01:12:45] 整个的项目要多造一个
[01:12:46--01:12:47] 相当于是这样一个状态
[01:12:47--01:12:52] 其实也没啥精心弄错的就是你看到性能下降了然后你分析原因然后分析了半天
[01:12:52--01:12:55] 也不完全确定最终你就在整个的生产制造了
[01:12:56--01:12:58] 所有的内外部的供应商里面全部都按这个
[01:12:58--01:12:59] 猜测的原因去调
[01:12:59--01:13:01] 期待第2个能够成
[01:13:02--01:13:02] 第2个成了
[01:13:02--01:13:04] 那你就放心了
[01:13:04--01:13:05] 那心情最差的是因为什么呢
[01:13:06--01:13:07] 我是个情绪波动不是很大的人
[01:13:07--01:13:09] 过程中遇到困难心情肯定不好
[01:13:10--01:13:10] 对但是
[01:13:11--01:13:13] 整体我是一个情绪波动不是特别大的人
[01:13:13--01:13:16] 所以还好吧就是遇到困难了就
[01:13:17--01:13:20] 就心情可能会不好但你找到了结果了那心情就会好一些
[01:13:20--01:13:22] 点亮等离子体是在做什么
[01:13:22--01:13:24] 可视化是什么样的
[01:13:24--01:13:25] 最开始真空式的因为他是真空式的
[01:13:26--01:13:26] 他在这个空环境嘛
[01:13:26--01:13:29] 他是你把运行的实验气体冲进去
[01:13:29--01:13:31] 他其实是黑的
[01:13:31--01:13:32] 就是中性气体
[01:13:32--01:13:34] 你通过一些预电离的手段
[01:13:34--01:13:38] 比如电子枪或者是往里面打一些微波的功率去使得
[01:13:38--01:13:39] 一部分的
[01:13:40--01:13:41] 中性气体的电子
[01:13:41--01:13:43] 跑出去变成一个等离子体的状态
[01:13:43--01:13:44] 少部分的点
[01:13:44--01:13:45] 这个等离子体化
[01:13:45--01:13:50] 在这个过程中你同时让比如说磁体呀所有的其他系统按照你的设定去运行
[01:13:50--01:13:52] 最终你会看到这个枪体里面
[01:13:52--01:13:53] 他的
[01:13:53--01:13:55] 大面积都会变成等离子体
[01:13:55--01:13:56] 就会发光
[01:13:56--01:13:58] 就那个照片照出来的
[01:13:58--01:14:00] 而且这个等离子体的形状
[01:14:00--01:14:02] 和你设计的磁场的卫星
[01:14:03--01:14:04] 磁场加电流的卫星是基本一致的
[01:14:05--01:14:06] 所以就
[01:14:06--01:14:10] 实现了这台装置的启动一台托克马克的最开始启动就是需要将
[01:14:11--01:14:11] 中性气体
[01:14:12--01:14:15] 原子和电子混在一起的完整的中性气体
[01:14:15--01:14:16] 变成等离子体
[01:14:16--01:14:19] 把它产生等离子体你就启动了这台装置了
[01:14:19--01:14:22] 后面就把这个等离子体的参数一步步往上提
[01:14:22--01:14:23] 所以就是这个从
[01:14:24--01:14:25] 中性气体黑的状态
[01:14:25--01:14:26] 变成一个
[01:14:26--01:14:29] 跟你设计的差不多的等离子体的这个卫星
[01:14:30--01:14:31] 这个过程就是第一等离子体
[01:14:31--01:14:32] 的实现
[01:14:32--01:14:35] 第一等离子体对于任何一台聚变装置来说的话
[01:14:35--01:14:36] 它都意味着
[01:14:37--01:14:38] 你的所有的系统
[01:14:38--01:14:41] 都满足了你的这几的要求
[01:14:41--01:14:44] 且联合运行的时候达到了你的设计条件
[01:14:44--01:14:46] 后面就是一段一步一步推更高参数的
[01:14:47--01:14:49] 那就要加可能更多的设备了这样的一个过程
[01:14:49--01:14:52] 这个他的关键指标达到怎样比如那个Q值
[01:14:52--01:14:54] 这个跟Q值还没有关系
[01:14:54--01:14:55] 甚至红黄旗鼻
[01:14:55--01:14:57] 70这台装置都跟Q值没有什么关系
[01:14:57--01:14:59] 我们不是一个
[01:14:59--01:15:01] 高参数装置他做不到Q有意义
[01:15:01--01:15:03] 他的参成级大概就是17次方这个参数
[01:15:04--01:15:05] 比21次方差了4个数量级
[01:15:05--01:15:08] 所以红黄70并没有提很高的
[01:15:08--01:15:09] 科学的参数的目标
[01:15:09--01:15:10] 等离子体的参数性能
[01:15:10--01:15:13] 只不过第一等离子体他验证的是个工程的一个性能
[01:15:13--01:15:16] 就是我的所有的系统尤其是我的次体系统
[01:15:16--01:15:19] 按照我的设计规划能够把等离子体启动起来了
[01:15:20--01:15:21] 能够把这台装置运行起来了
[01:15:21--01:15:24] 虽然他时间很短大概是一秒以内时间的尺度
[01:15:24--01:15:25] 亮一下就灭了
[01:15:25--01:15:29] 他就证明了其实用这种材料建一个完整的装置他工程是可行的
[01:15:29--01:15:33] 所以我们期待看到装置的真空室内的摄像机
[01:15:33--01:15:34] 拍到
[01:15:34--01:15:39] 点亮等离子体这个瞬间且等离子体的密度我们能测到达到了设计的这个要求
[01:15:39--01:15:41] 那么这就是第一点离子体已经点亮了
[01:15:42--01:15:43] 红黄70对你来说意义是什么
[01:15:44--01:15:48] 红黄70其实我觉得是从两个层度去解释这个事啊
[01:15:48--01:15:50] 我觉得红黄70对于
[01:15:50--01:15:53] 整个聚变领域的意义其实就是证明了
[01:15:53--01:15:54] 用这种
[01:15:54--01:15:56] 非常难加工因为高温超导是一种
[01:15:57--01:15:58] 性能非常脆弱
[01:15:58--01:16:02] 加工过程中很容易造成损坏然后性能会往下掉
[01:16:02--01:16:04] 可加工性很差的一种材料
[01:16:04--01:16:06] 用这种材料去在
[01:16:06--01:16:07] 低温
[01:16:07--01:16:08] 强磁场
[01:16:08--01:16:10] 周围还有各种受热的环境下
[01:16:10--01:16:13] 去运行的话到底能不能造出来造出来
[01:16:13--01:16:16] 他能不能启动能不能运行这些事都是未知的
[01:16:16--01:16:21] 所以红黄70对于整个聚变的领域来说的话其实就是证明了
[01:16:21--01:16:22] 用
[01:16:22--01:16:22] 这样的
[01:16:23--01:16:24] 很难加工的材料
[01:16:24--01:16:26] 他是可以做出来一台完整装置
[01:16:26--01:16:28] 并且可以去进行实验运行的
[01:16:28--01:16:31] 当然对我们团队内部来说的话其实
[01:16:32--01:16:35] 他的意义不只是我们造出来了全世界
[01:16:35--01:16:36] 第一台全高温厂头和马克
[01:16:37--01:16:38] 而且我们的造法
[01:16:38--01:16:41] 是一个百分之百的自主设计
[01:16:42--01:16:43] 核心系统是
[01:16:43--01:16:44] 自己加工制造
[01:16:44--01:16:47] 整个的装配过程自己参与实验过程完全自己主导
[01:16:48--01:16:54] 这样的一个过程对包括我们二期的升级的话连装配这个过程也都是完全自己去进行自己团队的
[01:16:54--01:16:54] 去做的
[01:16:55--01:17:01] 所以他是一个对于这个团队来说他其实是一个从包括学习包括
[01:17:01--01:17:04] 一个积累以及对于未来的
[01:17:04--01:17:08] 造一台非常高参数装置来说的话我需要去掌握的一个
[01:17:09--01:17:10] 大型的飞镖设备
[01:17:11--01:17:17] 他的解决他的系统复杂性的问题非常复杂的一台设备和装置的时候其实不只是你每一个参数每一个
[01:17:17--01:17:19] 具体系统他的参数很高很难造
[01:17:19--01:17:24] 有一个非常大的问题就是你这么多的系统配合起来到底能不能装起来
[01:17:24--01:17:28] 能不能运行能不能达到你的指标对他的相互制约点是啥
[01:17:28--01:17:34] 这些事情其实在做70的过程中我们就积累了很多的这个经验还是那句话就是
[01:17:34--01:17:35] 当你的
[01:17:36--01:17:42] 整个装置对你不是一个黑盒的时候你才有信心说当我要升级这台装置或者我造一台
[01:17:42--01:17:43] 下一台装置的时候
[01:17:44--01:17:48] 我要修改什么东西当子系统出现矛盾的时候我要放弃什么东西
[01:17:48--01:17:53] 我要保留什么东西当整个建造过程中互相有一些影响干涉的时候
[01:17:53--01:17:54] 怎么去把它下载
[01:17:54--01:17:55] 这些事都是
[01:17:55--01:17:56] 在
[01:17:56--01:17:58] 系统复杂性层面上来说的话
[01:17:59--01:18:00] 红黄70给这个团队
[01:18:00--01:18:02] 带来的最大的价值吧
[01:18:02--01:18:07] 也就是说其实全世界范围内真正的从0到1设计并建造一台
[01:18:07--01:18:08] 高温超导头和马克的
[01:18:08--01:18:10] 团队全世界就我们一个团队
[01:18:11--01:18:12] 其他人还没有造出来过
[01:18:13--01:18:16] 你们说红黄70的国产率超96%那剩下40%是啥
[01:18:17--01:18:20] 剩下40%是一些进口的低温的
[01:18:20--01:18:22] 一些设备比如说一些低温的泵
[01:18:23--01:18:24] 还有一些低温的
[01:18:24--01:18:26] 发香还有一些传感器这些东西的话
[01:18:26--01:18:33] 当然也都有一些国产替代了但是确实有一些进口的设备它的稳定性呀
[01:18:33--01:18:34] 工程的参数呀
[01:18:34--01:18:35] 运行时长的保证
[01:18:35--01:18:37] 参数的不变呀这些事都做得更好一些
[01:18:38--01:18:40] 所以我们在
[01:18:40--01:18:45] 一些关键的系统上或者关键位置上还是会采用进口的设备就这几个
[01:18:46--01:18:49] 我记得你们开始就做了一个三步走战
[01:18:49--01:18:50] 这个你讲一下
[01:18:51--01:18:52] 最开始的话在
[01:18:53--01:18:54] 2021年22年的时候
[01:18:54--01:18:58] 刚开始判断把聚变到推到商业化这个过程中的话
[01:18:59--01:19:01] 我们有三个非常重要的装置
[01:19:02--01:19:04] 那么第1台其实就是当时
[01:19:04--01:19:07] 我们就要有红黄麒麟这台装置我们叫原理养鸡
[01:19:08--01:19:09] 就是说去验证
[01:19:09--01:19:14] 用这种新材料高温超导的材料去建一台完整装置到底工程可不可行
[01:19:14--01:19:18] 它的工程可行性的一个验证那么其实这台装置在我们去年的时候交付了
[01:19:19--01:19:22] 那么第2台装置就是我们的红黄170这台装置
[01:19:22--01:19:23] 它是一个能够
[01:19:24--01:19:25] 实现10倍能量增益的
[01:19:25--01:19:27] 并且在全世界范围内
[01:19:27--01:19:30] 成本最低的去实现这样一个性能的装置
[01:19:31--01:19:31] 这是
[01:19:32--01:19:34] 去验证用这种技术去造的话
[01:19:34--01:19:37] 它其实能做出来一个跟火电的成本差不多的一个
[01:19:37--01:19:37] 聚变的装置
[01:19:38--01:19:40] 在这种成本条件下
[01:19:40--01:19:43] 能不能去实现比如Q打1等于10
[01:19:43--01:19:44] 这样的一个聚变性能的参数
[01:19:44--01:19:45] 如果可以的话
[01:19:46--01:19:47] 那么其实
[01:19:47--01:19:48] 用来建一台
[01:19:48--01:19:49] 示范电站
[01:19:49--01:19:52] 它的核心的技术以及我一直在谈到这个成本这件事情
[01:19:53--01:19:53] 它都是一个
[01:19:54--01:19:55] 可以商业化的技术了
[01:19:55--01:19:59] 那么我们希望其实是在从现在开始三年时间就27年底之前
[01:19:59--01:20:00] 能够去
[01:20:00--01:20:01] 将这台装置建成
[01:20:01--01:20:03] 这就是我们的第二个里程碑
[01:20:03--01:20:05] 一旦这个装置建成
[01:20:05--01:20:07] 并且去实验运行
[01:20:07--01:20:09] 拿到了跟我们设计一样
[01:20:09--01:20:11] 比如Q大于10的这样一个结果的话
[01:20:11--01:20:12] 那么我们认为其实
[01:20:12--01:20:15] 基础是足以去支持我们建一台
[01:20:15--01:20:16] 区别的示范电站
[01:20:16--01:20:17] 就是我们的第三台装置
[01:20:17--01:20:21] 我们希望是在30到35年这个时间点
[01:20:21--01:20:23] 去建一个大概
[01:20:23--01:20:26] 电输出功率是在5转千瓦
[01:20:26--01:20:28] 这样一个中型的火力发电站规模的
[01:20:28--01:20:30] 一个区别的示范电站
[01:20:30--01:20:31] 然后当然了
[01:20:31--01:20:33] 第三台装置对我们来说
[01:20:33--01:20:35] 就是一个商品了
[01:20:35--01:20:36] 就是一个产品了
[01:20:36--01:20:38] 我们将它去卖给
[01:20:38--01:20:40] 国内去建聚变电站的业主
[01:20:40--01:20:42] 有可能是这些核电的业主
[01:20:42--01:20:43] 也有可能是在
[01:20:43--01:20:44] 无论刀刀去做的话
[01:20:44--01:20:45] 它因为不涉川
[01:20:45--01:20:47] 可能是一些地方的能源的央企
[01:20:47--01:20:49] 国企可能都有可能
[01:20:49--01:20:49] 对我们来说
[01:20:49--01:20:51] 我们去作为最核心的设备供应商
[01:20:51--01:20:53] 我们去托克马克
[01:20:53--01:20:54] 卖给这些核电业主
[01:20:54--01:20:55] 这周期好长
[01:20:55--01:20:58] 要从21年到35年
[01:20:58--01:21:00] 对差不多10到15年的时间点
[01:21:00--01:21:01] 是的
[01:21:01--01:21:02] 才有第一个产品
[01:21:02--01:21:04] 能够商业化的产品
[01:21:04--01:21:06] 你们最近不是发了今天磁体吗
[01:21:06--01:21:07] 对
[01:21:07--01:21:08] 这也是你们一个标志理事
[01:21:08--01:21:10] 它应该是对洪荒170非常关键
[01:21:10--01:21:11] 对吧
[01:21:11--01:21:12] 它是一个非常重要的部件
[01:21:12--01:21:12] 对
[01:21:12--01:21:15] 首先单说今天磁体本身的话
[01:21:15--01:21:19] 它现在应该是全世界磁场强度最高的
[01:21:19--01:21:22] 一个大孔径的磁体了
[01:21:22--01:21:23] 之前这个记录是
[01:21:23--01:21:25] 对开始提出高温超导
[01:21:25--01:21:26] 托克马克的技术路线
[01:21:26--01:21:28] 就美国CFS公司
[01:21:28--01:21:34] MIT他们在21年底做的一个叫TFMC的一个磁体
[01:21:34--01:21:35] 当时他们做到20特
[01:21:35--01:21:37] 对刚刚超过20特
[01:21:37--01:21:38] 你们现在是21.7
[01:21:38--01:21:40] 我们将这个参数又提高了
[01:21:40--01:21:42] 接近10%不到10%的状态
[01:21:42--01:21:42] 对
[01:21:42--01:21:46] 现在全世界有能力去做出来这种大孔径的
[01:21:46--01:21:48] 超过20特磁体的团队
[01:21:48--01:21:52] 其实就是我们还有美国的CFS这两个团队
[01:21:52--01:21:53] 毕竟我们刚刚一直说
[01:21:53--01:21:54] 用这个材料就是为了搞磁场
[01:21:54--01:21:58] 我们现在这个参数应该是全世界磁场强度最高的一个磁体了
[01:21:58--01:22:00] 磁场越大成本越低
[01:22:00--01:22:01] 装置越小
[01:22:01--01:22:03] 大孔径是什么意思
[01:22:03--01:22:07] 因为我们最终的这个等力磁体是要在去磁体的中间
[01:22:07--01:22:08] 他还要放很多的设备
[01:22:08--01:22:09] 包括成功式的东西
[01:22:09--01:22:10] 中间去包住等力磁体
[01:22:10--01:22:12] 所以我这个磁体的话
[01:22:12--01:22:14] 他其实是中间有一个很大的洞
[01:22:14--01:22:15] 大概是个米级别的洞
[01:22:15--01:22:18] 之所以有这个强调的原因是
[01:22:18--01:22:20] 其实很多高磁场的磁体
[01:22:20--01:22:23] 他都是大概是这种毫米或者厘米孔径的
[01:22:23--01:22:25] 中间是个很小的洞
[01:22:25--01:22:28] 因为大部分这种特别高磁场的磁体
[01:22:28--01:22:30] 都是用来做一些材料的实验
[01:22:30--01:22:33] 比如我只要能放出来一个很小的材料样品进去
[01:22:33--01:22:34] 提供一个高磁场
[01:22:34--01:22:36] 然后去测这个性能就好
[01:22:36--01:22:39] 所以这种场景和我们巨变的场景是很不一样的
[01:22:39--01:22:41] 那可能是个厘米或毫米孔径的磁体
[01:22:41--01:22:44] 而我们是个米级别孔径的磁体
[01:22:44--01:22:47] 当你中间的这个孔径变得很大的时候
[01:22:47--01:22:49] 实际上你的整个的设计
[01:22:49--01:22:52] 包括你的工艺的难度都会变得非常的大
[01:22:52--01:22:53] 毕竟你中间很小
[01:22:53--01:22:54] 你可以为了高磁场
[01:22:54--01:22:56] 你可以外面绕很多很多圈
[01:22:56--01:22:58] 而且他中间因为比较小
[01:22:58--01:22:59] 所以它是一个圆形的磁体
[01:22:59--01:23:01] 还是一个受力比较均匀的这样一个东西
[01:23:01--01:23:04] 当像我们这种D型的还是个E型的
[01:23:04--01:23:05] 中间是个米级别的孔径
[01:23:05--01:23:07] 你还要最高磁场很高的话
[01:23:07--01:23:09] 那么你就要去平衡掉
[01:23:09--01:23:11] 包括受力
[01:23:11--01:23:13] 包括你过程中的发热
[01:23:13--01:23:15] 所有的东西都是要占尺寸的
[01:23:15--01:23:16] 还有电流密度又要高
[01:23:16--01:23:18] 那么怎么去平衡力热电
[01:23:18--01:23:22] 这三个领域上的参数都达到很极限的参数
[01:23:22--01:23:25] 这就是大孔径磁体它要解决的问题了
[01:23:25--01:23:27] 你们怎么做到这个比较高特斯拉的磁场
[01:23:27--01:23:28] 我们是用这个
[01:23:28--01:23:29] 最高的了现在是
[01:23:29--01:23:30] 对
[01:23:30--01:23:32] 其实从原理上来说的话
[01:23:32--01:23:34] 要实现一个很高的磁场
[01:23:34--01:23:36] 你需要很大的电流
[01:23:36--01:23:38] 你通大电流产生一个大的磁场
[01:23:38--01:23:39] 那么一个最简单的想法就是
[01:23:39--01:23:41] 比如说我有一个内径的要求
[01:23:41--01:23:42] 就是我那大孔径的要求
[01:23:42--01:23:45] 那么我在外面产足够多的超导
[01:23:45--01:23:47] 超导的导线导体
[01:23:47--01:23:49] 那么我再给它通足够大的电流
[01:23:49--01:23:51] 它就总是能够形成一个很高的磁场
[01:23:51--01:23:51] 对
[01:23:51--01:23:53] 但是实际上这个过程中
[01:23:53--01:23:54] 你就会遇到新的问题
[01:23:54--01:23:57] 比如说当你磁场很大
[01:23:57--01:23:58] 电流
[01:23:58--01:23:59] 也很大的时候
[01:23:59--01:24:00] 其实我们物理上告诉你
[01:24:00--01:24:02] 其实你的受力是很大
[01:24:02--01:24:06] 因为你的安培力是等于磁场乘以电流的
[01:24:06--01:24:08] 就意味着当你的电流又大
[01:24:08--01:24:09] 磁场又大的时候
[01:24:09--01:24:12] 你导体自身就会在这个磁场下
[01:24:12--01:24:13] 会受巨大的力
[01:24:13--01:24:16] 那么当你这个力很大的时候
[01:24:16--01:24:17] 怎么办呢
[01:24:17--01:24:17] 一般大家就想
[01:24:17--01:24:19] 那我就加很多的结构材料
[01:24:19--01:24:21] 比如说我用很多的钢
[01:24:21--01:24:23] 我去把它的力扛住
[01:24:23--01:24:23] 那就可以
[01:24:23--01:24:26] 那这个事就会造成一个问题
[01:24:26--01:24:27] 就是如果你加了足够多的
[01:24:27--01:24:28] 结构材料
[01:24:28--01:24:30] 你可以把力去分摊掉
[01:24:30--01:24:33] 但是你的截面的工程电流密度就会掉下来
[01:24:33--01:24:37] 因为你大部分的截面的面积是没有办法通电的
[01:24:37--01:24:38] 它是结构材料
[01:24:38--01:24:38] 对
[01:24:38--01:24:41] 那么这个就跟我们的那个设计其实是有矛盾的
[01:24:41--01:24:43] 我们不仅要高磁场
[01:24:43--01:24:45] 而且要很高的工程电流密度
[01:24:45--01:24:47] 工程电流密度的好处是在于
[01:24:47--01:24:50] 我们可以在比如说达到相同的磁场的情况下
[01:24:50--01:24:52] 一个更高的工程电流密度就意味着
[01:24:52--01:24:54] 我这个截面的尺寸可以变得更小
[01:24:54--01:24:56] 这工程电流密度就是单位面积上通的电流嘛
[01:24:56--01:24:57] 对吧
[01:24:57--01:24:59] 当我电流总量定死了之后
[01:24:59--01:25:00] 电流密度越大
[01:25:00--01:25:01] 我的截面的面积就越小
[01:25:01--01:25:04] 那么最终就会使得我的装置可以造得更小
[01:25:04--01:25:07] 因为我就不需要那么大的面积去支持这个电流了
[01:25:07--01:25:09] 我可以造一个很小的面积去支持这个电流
[01:25:09--01:25:11] 今天磁体不仅是磁场最高的一个磁体
[01:25:11--01:25:14] 它还是工程电流密度最高的一个磁体
[01:25:14--01:25:16] 这两个参数同时达到
[01:25:16--01:25:20] 才能够去实现聚变的装置的小型化的这个目的
[01:25:20--01:25:20] 对
[01:25:20--01:25:21] 我刚刚说了
[01:25:21--01:25:22] 当你电流大了
[01:25:22--01:25:23] 磁场大了之后
[01:25:23--01:25:23] 不仅受力
[01:25:23--01:25:26] 其实是一方面是一个大的挑战
[01:25:26--01:25:27] 还有是让你电流
[01:25:27--01:25:27] 很大的时候
[01:25:27--01:25:28] 其实它会发热
[01:25:28--01:25:29] 大家都知道欧姆热
[01:25:29--01:25:32] 就是你是正比于电流的平方
[01:25:32--01:25:33] 再乘以电阻
[01:25:33--01:25:36] 当然比如说我们的当时在到22
[01:25:36--01:25:37] 接近22特的时候
[01:25:37--01:25:41] 大概它的单股电流是在20多千安
[01:25:41--01:25:42] 什么概念呢
[01:25:42--01:25:45] 就大概一纳欧的电阻
[01:25:45--01:25:47] 就有接近一瓦的发热量
[01:25:47--01:25:47] 对于低温来说
[01:25:47--01:25:49] 其实瓦级别的发热量就已经蛮大了
[01:25:49--01:25:50] 对
[01:25:50--01:25:52] 而它的要求是在这么大的电流下的话
[01:25:52--01:25:54] 你需要将你整个磁体的
[01:25:54--01:25:56] 你不可能所有都是超导
[01:25:56--01:25:57] 你还是会有一些
[01:25:57--01:25:58] 接头这些连接的部件
[01:25:58--01:26:00] 它过程中也会发热
[01:26:00--01:26:01] 你要把总发热量
[01:26:01--01:26:03] 比如控制在百瓦级别的话
[01:26:03--01:26:06] 你就需要将所有的这些连接
[01:26:06--01:26:08] 甚至加重过程中引入的一些电阻的话
[01:26:08--01:26:11] 要控制在一百纳欧这个量级
[01:26:11--01:26:14] 就是10的100乘以10的-9次方欧姆
[01:26:14--01:26:16] 就是你对于热学的控制
[01:26:16--01:26:19] 就需要去做到非常小的一个电阻
[01:26:19--01:26:21] 而且其实在这个情况下的话
[01:26:21--01:26:23] 你为了把这些几百瓦的热量散出去
[01:26:23--01:26:26] 你还要专门去在磁体里面设计出来
[01:26:26--01:26:28] 让它散热的流道
[01:26:28--01:26:32] 你要把这个制冷的害都给它供给到
[01:26:32--01:26:34] 你预测它可能会发热的地方
[01:26:34--01:26:37] 才能使这个磁体它稳定在你的设计温度下去运行
[01:26:37--01:26:38] 在这个过程中
[01:26:38--01:26:39] 你看刚刚已经说了
[01:26:39--01:26:42] 我的磁体为了高电功能电流密度
[01:26:42--01:26:43] 已经寸土寸金了
[01:26:43--01:26:45] 就不能放那么多结构材料
[01:26:45--01:26:46] 你还得挖出来一些洞
[01:26:46--01:26:49] 让你的流体让你的制冷东西还要过去
[01:26:49--01:26:53] 所以在你真正平衡力热电的过程中的时候
[01:26:53--01:26:55] 你就得去判断怎么样的一个设计
[01:26:55--01:26:56] 把这三个东西的
[01:26:56--01:26:57] 尺寸都压到极致
[01:26:57--01:26:59] 且能让它稳定
[01:26:59--01:27:02] 这样才能设计出来一个高磁场且高电流密度的这样一个磁体
[01:27:02--01:27:04] 所以这是在设计过程中
[01:27:04--01:27:08] 其实它就将所有的参数都推到了一个非常边界
[01:27:08--01:27:09] 非常极限的状态
[01:27:09--01:27:12] 这才刚刚完成了设计
[01:27:12--01:27:13] 设计完成了之后
[01:27:13--01:27:14] 到底这个东西能不能加工出来
[01:27:14--01:27:16] 我们刚说这个东西
[01:27:16--01:27:18] 你现在设计的都是完美的这些导体嘛
[01:27:18--01:27:18] 对吧
[01:27:18--01:27:20] 你是没有什么工程缺陷的
[01:27:20--01:27:22] 也不会在加工过程中性能还衰减
[01:27:22--01:27:22] 对吧
[01:27:22--01:27:24] 你要把这些超导带
[01:27:24--01:27:26] 把这些有各种非常复杂
[01:27:26--01:27:27] 结构的骨架
[01:27:27--01:27:28] 它们在并到一起
[01:27:28--01:27:29] 组装到一起
[01:27:29--01:27:30] 中间有绕制呀
[01:27:30--01:27:31] 进资呀
[01:27:31--01:27:32] 接头的制作呀
[01:27:32--01:27:33] 一系列的工序
[01:27:33--01:27:35] 最终性能都不衰减
[01:27:35--01:27:36] 才能够去交付
[01:27:36--01:27:39] 那么这个过程中的所有的工艺的开发
[01:27:39--01:27:41] 也是其实是非常困难的一件事
[01:27:41--01:27:44] 这个过程中你有大量的研究的过程
[01:27:44--01:27:45] 就打个比方
[01:27:45--01:27:46] 它类似于其实
[01:27:46--01:27:47] 比如说一个关键步骤
[01:27:47--01:27:49] 是我需要用这种金属
[01:27:49--01:27:54] 去把超导带和我的骨架去进行融合
[01:27:54--01:27:54] 对
[01:27:54--01:27:54] 否则的话
[01:27:54--01:27:56] 它如果是两个散件的
[01:27:56--01:27:57] 其实你收力是很差的
[01:27:57--01:27:59] 你要把它用金属给它融到一起
[01:27:59--01:28:02] 类似于烤面包一样
[01:28:02--01:28:04] 你这个烤箱的温度
[01:28:04--01:28:05] 时间
[01:28:05--01:28:06] 温度怎么往上去爬
[01:28:06--01:28:07] 停多长时间
[01:28:07--01:28:08] 等等很多的细节的参数
[01:28:08--01:28:10] 什么时候去加金属
[01:28:10--01:28:12] 什么时候把它融化成液体
[01:28:12--01:28:13] 什么时候回温
[01:28:13--01:28:15] 这是每一个细节的工程参数
[01:28:15--01:28:17] 都会影响你最终的性能
[01:28:17--01:28:18] 温度高了
[01:28:18--01:28:19] 超导带的性能就衰减了
[01:28:19--01:28:20] 对
[01:28:20--01:28:21] 然后温度不够的话
[01:28:21--01:28:21] 洗没有化
[01:28:21--01:28:22] 对吧
[01:28:22--01:28:24] 这些就是我说的
[01:28:24--01:28:26] 成百上千的ID声
[01:28:26--01:28:27] 是很细节的问题
[01:28:27--01:28:28] 就是你每天都需要遇到
[01:28:28--01:28:31] 而且真正当你把这个磁体做出来的时候
[01:28:31--01:28:32] 你才能相信
[01:28:32--01:28:35] 我这套工艺参数其实是可行的
[01:28:35--01:28:37] 那么这就是把这个磁体
[01:28:37--01:28:39] 真正做到这么高参数的一个磁体
[01:28:39--01:28:42] 你大概经历的从设计到制造的这些过程
[01:28:42--01:28:43] 需要去解决的问题
[01:28:43--01:28:44] 对
[01:28:44--01:28:46] 它相当于洪荒170的一个心脏还是什么
[01:28:46--01:28:49] 它其实是洪荒170的
[01:28:49--01:28:51] 有一个很关键的系统
[01:28:51--01:28:52] 就是环向磁场
[01:28:52--01:28:53] 叫TF
[01:28:53--01:28:54] 环向场磁体
[01:28:54--01:28:54] 对
[01:28:54--01:28:55] 环向场磁体
[01:28:56--01:28:57] 有18个
[01:28:57--01:29:01] 都是这18个磁体在170上拼起来之后
[01:29:01--01:29:04] 它的最高场大概是23特
[01:29:04--01:29:06] 而我为了充分验证
[01:29:06--01:29:09] 我在23特的条件下可以做出一个磁体
[01:29:09--01:29:11] 所以我的今天其实是用一个磁体
[01:29:11--01:29:13] 就实现了接近23特的这个参数
[01:29:13--01:29:14] 对
[01:29:14--01:29:18] 那么它其实是对于170的环向场磁体的一个
[01:29:18--01:29:21] 从设计到工艺的一个非常充分的验证
[01:29:21--01:29:23] 它不会直接上170
[01:29:23--01:29:25] 但是用制造
[01:29:25--01:29:29] 今天磁体的设计方法和工艺加工方法
[01:29:29--01:29:32] 我们肯定是能做出来170的那个环向场磁体的
[01:29:32--01:29:34] 因为那个磁体的参数其实没有这个高
[01:29:34--01:29:35] 它其实也是一个验证
[01:29:35--01:29:36] 它是个验证
[01:29:36--01:29:36] 对
[01:29:36--01:29:37] 它是个验证
[01:29:37--01:29:39] 那从今天磁体到洪荒170
[01:29:39--01:29:40] 它有多少步骤
[01:29:40--01:29:43] 还有也同样需要验证的这种磁系统
[01:29:43--01:29:44] 对的
[01:29:44--01:29:44] 有很多
[01:29:44--01:29:45] 对
[01:29:45--01:29:45] 洪荒170
[01:29:45--01:29:48] 如果按这个9到10个一级磁系统去看的话
[01:29:48--01:29:50] 其中有三个一级磁系统是成本最高的
[01:29:51--01:29:53] 磁体系统刚说过了
[01:29:53--01:29:54] 加热系统是一个系统
[01:29:54--01:29:55] 还有电源系统也是一个系统
[01:29:55--01:29:59] 那么这三个成本加起来大概占到了整个装置的
