[00:00:06--00:00:07] 在现在来说的话
[00:19:30--00:19:34] 毕竟你能量转化的过程中还是会有损耗嘛
[00:19:34--00:19:35] 所以一般来说的话
[00:19:35--00:19:36] 一台区变电站
[00:19:36--00:19:38] 它的根据你的电站的规模和大小不一样
[00:19:38--00:19:41] 它的设计范围大概是在Q等于5到Q等于30
[00:19:41--00:19:42] 这个区间内
[00:19:42--00:19:44] 你一般就能够把一台区变电站设计出来了
[00:19:44--00:19:45] 对
[00:19:45--00:19:47] 所以远大于1一般就是大一个数量级嘛
[00:19:49--00:19:53] 这个工程可行性的一般的标准就定到了Q等于10上
[00:19:53--00:19:56] 现在全球最高的水平是Q等于多少
[00:19:56--00:19:58] 在此约数就是最高的记录
[00:19:58--00:20:00] 其实托克马克拿到的
[00:20:00--00:20:02] 这是在90年代吧
[00:20:02--00:20:03] 90年代的时候
[00:20:03--00:20:05] 从刀穿等效
[00:20:05--00:20:06] 并没有用穿直接做实验
[00:20:06--00:20:08] 我是用刀刀的原料去做实验
[00:20:08--00:20:10] 但是因为在物理学上
[00:20:10--00:20:10] 有一个非常
[00:20:10--00:20:12] 大家都公认的一个方法
[00:20:12--00:20:13] 就是假设
[00:20:13--00:20:14] 我知道了这次实验的
[00:20:14--00:20:15] 等于自己的性质
[00:20:15--00:20:16] 我又假设
[00:20:16--00:20:17] 这次实验里面
[00:20:17--00:20:18] 一半是刀
[00:20:18--00:20:19] 一半是穿
[00:20:19--00:20:20] 而并不都是穿的话
[00:20:20--00:20:22] 因为它的唯一的区别
[00:20:22--00:20:23] 就是碰撞过程中
[00:20:23--00:20:25] 造成的发出的能量
[00:20:25--00:20:26] 它的散射鞋面会不一样
[00:20:26--00:20:28] 这个是一个很微观的
[00:20:28--00:20:29] 物理学测得很精准的东西
[00:20:29--00:20:31] 那么它可以通过
[00:20:31--00:20:33] 一个刀刀的实验结果
[00:20:33--00:20:33] 推算出
[00:20:33--00:20:34] 假如变成了
[00:20:34--00:20:37] 50% 50%的刀穿的话
[00:20:37--00:20:38] 它的Q值是多少
[00:20:38--00:20:40] 那么这个刀穿等效的
[00:20:40--00:20:41] 最高实验的记录是
[00:20:41--00:20:42] 日本做到的
[00:20:42--00:20:45] JT60U这台装置上
[00:20:45--00:20:46] 做到的就是Q等于1.25
[00:20:46--00:20:48] 就现在还是比较低的
[00:20:48--00:20:48] 刚刚过1
[00:20:48--00:20:49] 对
[00:20:49--00:20:51] 在前两年吧
[00:20:51--00:20:51] 时间不长
[00:20:51--00:20:54] 用惯性约束这条技术路线
[00:20:54--00:20:57] 就拿激光去打一个刀穿把
[00:20:57--00:20:58] 这个的话
[00:20:58--00:20:59] Q做到过1.5
[00:20:59--00:20:59] 当然
[00:20:59--00:21:01] 这个就直接是有刀有穿的
[00:21:01--00:21:01] 一个把合了
[00:21:01--00:21:05] 所以这个是真正的刀穿实验上
[00:21:05--00:21:06] 最高的记录
[00:21:06--00:21:07] 实际上是惯性约束这边
[00:21:07--00:21:10] 在美国的NIF这台装置上
[00:21:10--00:21:12] 实现的Q等于1.5
[00:21:12--00:21:12] 对
[00:21:12--00:21:14] 然后在全世界范围内
[00:21:14--00:21:16] 这个做到21次方
[00:21:16--00:21:17] 刚刚说的三层机
[00:21:17--00:21:17] 21次方
[00:21:17--00:21:19] 21次方数量级的
[00:21:19--00:21:20] 托克马克的话
[00:21:20--00:21:21] 其实大概有三台
[00:21:21--00:21:22] 就是刚刚说的
[00:21:22--00:21:23] 日本的JT60U
[00:21:23--00:21:24] 三到四台
[00:21:24--00:21:26] 美国有TFTR和D3D
[00:21:26--00:21:28] D3D这台装置
[00:21:28--00:21:29] 英国还有一台JET
[00:21:29--00:21:29] 对
[00:21:29--00:21:31] 这些都是几台装置
[00:21:31--00:21:33] 都接近10的21次方
[00:21:33--00:21:34] 也是因为在90年代
[00:21:34--00:21:36] 其实我们有了这样的
[00:21:36--00:21:38] 托克马克的非常高参数
[00:21:38--00:21:39] 接近于break even
[00:21:39--00:21:40] 或者Q等于1.25
[00:21:40--00:21:44] 这样一个已经超过break even的实验参数
[00:21:44--00:21:46] 所以全世界范围内说
[00:21:46--00:21:46] 那么下一台
[00:21:46--00:21:48] 我们做一台Q大于10的
[00:21:48--00:21:50] 也就有了Ether计划
[00:21:50--00:21:50] 那Ether计划
[00:21:50--00:21:52] 它拉距了非常长的时间
[00:21:52--00:21:54] 拉距几十年的时间
[00:21:54--00:21:55] 上面是我们讲的一些关键的词
[00:21:55--00:21:57] 那接下来我们能介绍一下
[00:21:57--00:21:58] 可控核聚变的演变的历史
[00:21:58--00:21:59] 好
[00:21:59--00:21:59] 这部分可以给大家介绍一下
[00:21:59--00:22:00] 可以给大家讲详细一点
[00:22:00--00:22:01] 好
[00:22:01--00:22:03] 其实最开始我们是介绍了一下
[00:22:03--00:22:05] 核反应的一个基本过程
[00:22:05--00:22:07] 总之就是用反应后的能量
[00:22:07--00:22:08] 质量的减少
[00:22:08--00:22:10] 然后转化成能量
[00:22:10--00:22:11] 就是爱因斯坦的智能方程
[00:22:11--00:22:13] 然后去释放能量的一个过程
[00:22:13--00:22:14] 对
[00:22:14--00:22:15] 聚变的话
[00:22:15--00:22:18] 最开始大家是做氢弹
[00:22:18--00:22:20] 大概是在70多年前吧
[00:22:20--00:22:22] 我们第一次使用掌握了
[00:22:22--00:22:23] 核聚变的能量
[00:22:23--00:22:25] 就是第一个氢弹的爆炸
[00:22:25--00:22:26] 当氢弹爆炸了之后
[00:22:26--00:22:28] 人们就在想
[00:22:28--00:22:29] 就是我怎么样
[00:22:29--00:22:31] 能够去把氢弹这种武器级别的
[00:22:31--00:22:32] 不受控的
[00:22:32--00:22:33] 它总之炸了
[00:22:33--00:22:35] 能量就释放出来的这么一个状态
[00:22:35--00:22:37] 变成基于我们的设计要求
[00:22:37--00:22:39] 比如说我这个时候
[00:22:39--00:22:40] 想要500兆瓦的电输出
[00:22:40--00:22:42] 我就能放出500兆瓦
[00:22:42--00:22:44] 如果说是一G瓦的电输出
[00:22:44--00:22:45] 就能放到一G瓦
[00:22:45--00:22:47] 这样根据我的设计要求
[00:22:47--00:22:49] 去释放能量的这种可控的状态
[00:22:49--00:22:51] 这个过程其实已经持续了
[00:22:51--00:22:53] 70年左右的一个周期了
[00:22:53--00:22:55] 对我觉得要给大家解释一下
[00:22:55--00:22:56] 你刚开始也提到了爱因斯坦的
[00:22:56--00:22:58] 相对论中的一个重要的方程
[00:22:58--00:22:59] 对
[00:22:59--00:22:59] 就是智能方程
[00:22:59--00:23:00] 对
[00:23:00--00:23:01] E等于MC方
[00:23:01--00:23:03] 对智能方程说的是
[00:23:03--00:23:05] 其实一个东西它有质量
[00:23:05--00:23:07] 就意味着它本身是储存着能量的
[00:23:07--00:23:07] 对
[00:23:07--00:23:10] 那么对于核反应来说的话
[00:23:10--00:23:12] 你其实可以看到的是
[00:23:12--00:23:13] 反应前它有一堆
[00:23:13--00:23:15] 比如说原子核
[00:23:15--00:23:17] 那么反应后它变成了
[00:23:17--00:23:19] 另外的一些原子核
[00:23:19--00:23:21] 但是我们会发现
[00:23:21--00:23:22] 如果这个反应的过程中
[00:23:22--00:23:26] 它反应后的所有产物的质量加起来
[00:23:26--00:23:28] 假设它比反应前的所有的
[00:23:28--00:23:31] 这个反应物的质量加起来要小的话
[00:23:31--00:23:33] 那么根据智能方程
[00:23:33--00:23:34] 我们就知道这个质量小了
[00:23:34--00:23:36] 能量总是要守恒的
[00:23:36--00:23:40] 那么它就会变成反应后产物的动能
[00:23:40--00:23:44] 那么这就是通过核反应去产生能量的过程
[00:23:44--00:23:46] 因为反应前的东西比较重
[00:23:46--00:23:46] 加起来比较重
[00:23:46--00:23:48] 反应后的加起来比较轻
[00:23:48--00:23:49] 但是为了能量守恒
[00:23:49--00:23:52] 那么反应后的这些轻的原子核
[00:23:52--00:23:55] 它就需要最终以动能的形式
[00:23:55--00:23:56] 把这个能量去守恒
[00:23:56--00:23:58] 那么这个反应的过程就是相当于两个
[00:23:58--00:24:01] 初始没什么能量的东西
[00:24:01--00:24:03] 装了之后变成了新的产物
[00:24:03--00:24:05] 然后前每个产物都携带有大量的动能
[00:24:05--00:24:08] 这个是爱因斯坦的智能方程
[00:24:08--00:24:09] 质量和能量可以相互转换
[00:24:09--00:24:09] 对的
[00:24:09--00:24:12] 告诉我们的预演出来的核反应的一个过程
[00:24:12--00:24:13] 同时它那个C是光速对吧
[00:24:13--00:24:14] C是光速
[00:24:14--00:24:16] 然后光速是一个非常大的值
[00:24:16--00:24:16] 对
[00:24:16--00:24:19] 所以非常小的一个质量的损失
[00:24:19--00:24:21] 就会产生巨大的能量
[00:24:21--00:24:22] 嗯
[00:24:22--00:24:25] 下来的话就是从人们掌握了氢氮技术之后的话
[00:24:25--00:24:28] 那么就在思考怎么去做到可控核聚变这个事
[00:24:28--00:24:29] 对
[00:24:29--00:24:30] 那么刚刚也说了
[00:24:30--00:24:32] 其实大体来说的话
[00:24:32--00:24:36] 在地球上你要不然用惯性约束去做这个可控核聚变
[00:24:36--00:24:37] 要不然用磁约束
[00:24:37--00:24:42] 实际上惯性约束包括比如说美国的刚刚说的做到Q等于1.5的NIF装置
[00:24:42--00:24:43] NIF装置
[00:24:43--00:24:47] 包括国内对对标的其实就是九院的这个神光这台装置啊
[00:24:47--00:24:53] 他们其实本质上都是在做全球进核的条件下的一些先进核武器的研究
[00:24:53--00:24:55] 包括你看美国NIF官网上
[00:24:55--00:24:56] 他也是这么写的
[00:24:56--00:24:56] 对
[00:24:56--00:24:58] 因为这套方法的话
[00:24:58--00:24:58] 它本质上
[00:24:58--00:25:00] 就不太适合民用啊
[00:25:00--00:25:03] 他需要用非常多的激光
[00:25:03--00:25:04] 非常短的时间内
[00:25:04--00:25:09] 非常同频的去照射在把核上来压缩把核产生一个反应
[00:25:09--00:25:12] 那么他没有办法去稳定的稳态的去做这个实验
[00:25:12--00:25:13] 而且我们也知道
[00:25:13--00:25:17] 其实把电能转化成激光的能量
[00:25:17--00:25:19] 这一步的折损是非常大的
[00:25:19--00:25:21] 大概能量转化下来只有3%都不到
[00:25:21--00:25:23] 所以虽然我们看着这个Q是1.5
[00:25:23--00:25:26] 就是聚变输出的能量除以输入
[00:25:26--00:25:28] 但你输入的其实是激光的能量
[00:25:28--00:25:32] 而并没有算是从怎么把端到端的从电转化到激光这一步
[00:25:32--00:25:33] 其实是不考虑的
[00:25:33--00:25:36] 所以这是为什么这两个原因吧
[00:25:36--00:25:37] 一个是没有办法稳定的运行
[00:25:37--00:25:39] 它只能短时间的脉冲的运行
[00:25:39--00:25:43] 第二个原因就是激光的转化效率极低
[00:25:43--00:25:45] 所以其实大家在做惯性约束的时候
[00:25:45--00:25:48] 就没有把它去当民用当发电的路线在做
[00:25:48--00:25:52] 它就是一个研究高效率核武器的这么一个方法
[00:25:52--00:25:54] 它能够有多长时间持续
[00:25:54--00:25:57] 它的一个反应大概是纳秒级别
[00:25:57--00:25:58] 哦是的
[00:25:58--00:25:59] -9次方秒
[00:25:59--00:26:00] 这是一个反应过程
[00:26:00--00:26:01] 那好快啊
[00:26:01--00:26:03] 为什么可以均用呢
[00:26:03--00:26:05] 你其实核反应的过程也很快
[00:26:05--00:26:08] 就氢弹它真正的爆炸过程也很快
[00:26:08--00:26:09] 那还有什么优点吗
[00:26:09--00:26:10] 这个惯性约束
[00:26:10--00:26:11] 从需求上来说吧
[00:26:11--00:26:14] 比如说其实早期的核武器
[00:26:14--00:26:15] 比如说氢弹
[00:26:15--00:26:17] 它的燃烧效率是很低的
[00:26:17--00:26:17] 什么意思呢
[00:26:17--00:26:21] 就比如说我有一大一大块可以用来去反应的原料
[00:26:21--00:26:24] 但实际上发生了这个核反应
[00:26:24--00:26:26] 通过了爱因斯坦的智能方程
[00:26:26--00:26:28] 真正释放能量的那一部分的
[00:26:28--00:26:29] 比例是很小的
[00:26:29--00:26:32] 就是大部分的原料其实是不会去参与反应的
[00:26:32--00:26:34] 它达不到反应条件或者反应就终止了
[00:26:34--00:26:37] 其实惯性约束一个方法就是
[00:26:37--00:26:38] 我怎么样能不能比如说
[00:26:38--00:26:41] 原来1% 2%的反应的比例
[00:26:41--00:26:43] 我提到80%
[00:26:43--00:26:44] 甚至提到更高
[00:26:44--00:26:47] 那我就可以充分的去实现这个核反应
[00:26:47--00:26:51] 去用最小的原料去释放出来最多的能量
[00:26:51--00:26:54] 这些都是其实惯性约束可以去研究的一些问题了
[00:26:54--00:26:56] 包括在这种短时间内
[00:26:56--00:26:57] 高温高压的条件下
[00:26:58--00:26:59] 反应过程中
[00:26:59--00:27:00] 它到底会经历什么样的过程
[00:27:00--00:27:03] 能够去提升它的反应效率
[00:27:03--00:27:04] 这些都是惯性约束
[00:27:04--00:27:07] 在这样一个受控的环境下去研究的一个问题
[00:27:07--00:27:11] 它的好处就是相比于氢弹来说的话
[00:27:11--00:27:13] 它当然是一个更可控更可测
[00:27:13--00:27:16] 更方便研究的这么一个反应环境了
[00:27:16--00:27:19] 如果我们最终目的是为了不是做科学研究
[00:27:19--00:27:20] 不是做武器研究
[00:27:20--00:27:23] 而是为了去做发电的话
[00:27:23--00:27:26] 那么我们的主要的方法其实就是这个次约束的方法了
[00:27:26--00:27:26] 对
[00:27:26--00:27:27] 次约束我刚才介绍了
[00:27:27--00:27:27] 就是
[00:27:27--00:27:30] 你不同的磁场的形状
[00:27:30--00:27:34] 就对应于不同的一种次约束的下面的一个分叉的技术路线
[00:27:34--00:27:37] 而在次约束的众多的技术路线里面的话
[00:27:37--00:27:40] 托克马克其实是在三成机
[00:27:40--00:27:44] 就是我们刚说的决定能量增益的物理参数做的最高的
[00:27:44--00:27:46] 而且高于其他的技术路线
[00:27:46--00:27:48] 大概至少两个数量级左右
[00:27:48--00:27:49] 甚至到四个数量级
[00:27:49--00:27:52] 那么在上个世纪的60年代左右的时候
[00:27:52--00:27:57] 其实苏联这边就想到了用这种甜甜圈一样的磁场卫星
[00:27:57--00:27:58] 这个技术路线
[00:27:58--00:28:00] 这个托克马克这个路线
[00:28:00--00:28:04] 并且其实他们造出来第一台装置就发现它的性能其实非常好
[00:28:04--00:28:09] 比其他的之前正在同步研究的技术路线的性能都要高很多
[00:28:09--00:28:12] 这就是大概从上世纪60 70年代开始的话
[00:28:12--00:28:14] 人们就把主要的精力
[00:28:14--00:28:17] 全世界范围内都把主要的精力投入到托克马克的原因
[00:28:17--00:28:20] 就是它的性能看起来要比其他的技术路线都要好
[00:28:20--00:28:21] 都要高
[00:28:21--00:28:24] 所以这个技术路线是一个共识的技术路线
[00:28:24--00:28:25] 全球都共识过
[00:28:25--00:28:25] 对的
[00:28:25--00:28:27] 包括其实现在全世界范围内的技术路线
[00:28:27--00:28:30] 你像中国之前两个大的科研院所
[00:28:30--00:28:31] 你像等立子所
[00:28:31--00:28:34] 585过去建的这些大装置全部都是托克马克
[00:28:34--00:28:38] 美国的这些几台高参数装置也都是托克马克
[00:28:38--00:28:40] 包括为什么全世界最大的装置
[00:28:40--00:28:41] Ether也是一台托克马克
[00:28:41--00:28:43] 就是因为它具有最多的人在研究
[00:28:43--00:28:45] 有最多的实验结果
[00:28:45--00:28:48] 而且在实验上真正做到过接近21次方的实验参数
[00:28:48--00:28:51] 全球大概有多少台托克马克
[00:28:51--00:28:52] 100台以上
[00:28:52--00:28:52] 100台
[00:28:52--00:28:55] 人们在不断的去建更高参数的托克马克
[00:28:55--00:28:57] 然后不断拿到更好的结果
[00:28:57--00:28:57] 它就
[00:28:57--00:28:59] 吸引到了更多的资金
[00:28:59--00:28:59] 一步一步的
[00:28:59--00:29:02] 就像我刚刚说到上世纪90年代的时候
[00:29:02--00:29:03] 全世界有三台
[00:29:03--00:29:04] 甚至到四台的时候
[00:29:04--00:29:06] 托克马克已经做到21次方了
[00:29:06--00:29:08] 那就产生了Ether计划
[00:29:08--00:29:08] 对
[00:29:08--00:29:10] 那么在这个过程中的话
[00:29:10--00:29:12] 其实也就经历了从早期
