[00:00:12--00:00:14] Hello 大家好,我是小骏
[00:00:14--00:00:17] 今天这期节目我们来到了美国纽约
[00:19:54--00:19:56] 怎么样能够发出来一篇论文吧
[00:19:56--00:19:58] 大概向他取取经
[00:19:58--00:19:59] 对
[00:19:59--00:20:00] 然后那时候
[00:20:00--00:20:01] 嗯
[00:20:01--00:20:02] 但那个时候
[00:20:02--00:20:03] 我觉得通过小迪
[00:20:03--00:20:04] 然后通过我看的这些书
[00:20:04--00:20:05] 已经基本上确定了
[00:20:05--00:20:07] 我觉得我这辈子就想做这个事
[00:20:07--00:20:08] 啊
[00:20:08--00:20:09] 我觉得这件事情可太有意思了
[00:20:09--00:20:10] 计算机视觉
[00:20:10--00:20:14] 呃那时候其实并没有这样一个名字在那
[00:20:14--00:20:16] 或者说慢慢开始有计算机视觉
[00:20:16--00:20:18] 这样一个一个terminology
[00:20:18--00:20:20] 但其实之前对吧
[00:20:20--00:20:23] 然后大家去处理图像或者view的信息
[00:20:23--00:20:24] 已经很长时间了
[00:20:24--00:20:26] 比如大家会做所谓image processing
[00:20:26--00:20:27] 就是图像处理啊
[00:20:27--00:20:30] 呃更多的是从这种we的major开始的
[00:20:30--00:20:31] 对
[00:20:31--00:20:34] 然后计算机视觉可能是啊
[00:20:34--00:20:35] 嗯
[00:20:35--00:20:37] 有慢慢变得更加更加popular
[00:20:37--00:20:38] 嗯
[00:20:38--00:20:39] 对
[00:20:39--00:20:43] 然后也也就是我开始学习这些之后的这些知识的时候吧
[00:20:43--00:20:45] 它开始变得越来越popular
[00:20:45--00:20:46] 对
[00:20:46--00:20:47] 然后呃
[00:20:47--00:20:50] 我刚说这个世界总不想让我们做这件事情
[00:20:50--00:20:53] 是因为在呃交大一三班的时候
[00:20:53--00:20:57] 其实还有另外一个特点是这个班里的每个学学生
[00:20:57--00:20:59] 在大三的时候都要出去实习一次
[00:20:59--00:21:00] 嗯
[00:21:00--00:21:01] 嗯
[00:21:01--00:21:02] 现在其实也蛮常规的
[00:21:02--00:21:07] 但其实在当时还是就是这个班的主要的这个这个发起人
[00:21:07--00:21:09] 叫渔泳老师啊
[00:21:09--00:21:10] 他的一个创举
[00:21:10--00:21:14] 所以那时候大部分人就是a三班会跟这个microsoft
[00:21:14--00:21:15] 呃
[00:21:15--00:21:19] researchation就是亚人亚人院有这么一个合作的一个项目
[00:21:19--00:21:21] 所以会把我们的很多学生送过去
[00:21:21--00:21:24] 然后做一个大概呃六个月的这样一个实习
[00:21:25--00:21:26] 对
[00:21:26--00:21:29] 所以呃我的
[00:21:29--00:21:31] 当初的就是如果我什么都不做的话
[00:21:31--00:21:33] 我就会去亚亚人院实习
[00:21:33--00:21:34] 对虽然也很好
[00:21:34--00:21:38] 但那时候呃其实没有一个做视觉的组
[00:21:38--00:21:41] 愿意接受a三班的本科生去实习
[00:21:41--00:21:42] 啊为什么呀
[00:21:42--00:21:43] 呃我不知道
[00:21:43--00:21:45] 可能是因为当初你像
[00:21:45--00:21:47] 玛依老师啊孙建老师都在那边啊
[00:21:47--00:21:49] 凯明的时候应该也在那边了
[00:21:49--00:21:54] 然后我觉得他们可能不喜欢有太多的这些啥也不懂的本科生
[00:21:54--00:21:55] 哦
[00:21:55--00:21:56] 过来参与这些事情对吧
[00:21:56--00:21:58] 他那个他们那个时候非常的人才积极
[00:21:58--00:21:59] 是的是的是的
[00:21:59--00:22:00] 没错
[00:22:00--00:22:01] 但但我们真的是什么也不懂
[00:22:01--00:22:02] 对吧
[00:22:02--00:22:04] 我觉得我我现在也慢慢能理解啊
[00:22:04--00:22:09] 呃但那时候呃有一个选择就是还是去msra
[00:22:09--00:22:12] 但是就不要做什么跟视觉相关的这些
[00:22:12--00:22:13] research了啊
[00:22:13--00:22:15] 然后于老师也跟我说说
[00:22:15--00:22:16] 哎呀其实你们本科生啊
[00:22:16--00:22:18] 现在最重要的还是
[00:22:18--00:22:20] 有一段研究的经历
[00:22:20--00:22:22] 学会怎么样做研究啊
[00:22:22--00:22:24] 呃具体做什么样的这个方向
[00:22:24--00:22:25] 方向不是很重要
[00:22:25--00:22:26] 嗯对
[00:22:26--00:22:27] 呃
[00:22:27--00:22:29] 但我觉得不行啊
[00:22:29--00:22:33] 我觉得我没办法接受我去做一个完全不一样的一个一个方向
[00:22:33--00:22:35] 我希望对这个领域了解的更多
[00:22:35--00:22:39] 我希望能够踏踏实实的啊做一些事情
[00:22:39--00:22:43] 然后希望有朝一日能像小迪师兄一样啊
[00:22:43--00:22:45] 能够发一篇cvpr的论文
[00:22:45--00:22:46] 对这是我当初的
[00:22:46--00:22:48] 小迪那时候就已经是你的偶像了是吗
[00:22:48--00:22:49] 有点有点
[00:22:49--00:22:50] 他他是很多人的偶像
[00:22:50--00:22:51] 对在教大的时候
[00:22:51--00:22:52] 哦
[00:22:52--00:22:54] 呃然后
[00:22:54--00:22:57] 所以我就开始琢磨这个事情怎么办
[00:22:57--00:22:58] 啊
[00:22:58--00:22:59] 然后就开始发邮件
[00:22:59--00:23:01] 所以联系了这个新加坡的
[00:23:01--00:23:02] nus
[00:23:02--00:23:03] 是吧
[00:23:03--00:23:04] 啊新加坡国立大学的
[00:23:04--00:23:05] 呃
[00:23:05--00:23:06] 盐水城老师的这个实验室
[00:23:06--00:23:07] 嗯
[00:23:07--00:23:08] 对啊
[00:23:08--00:23:09] 这件事情是完全我自己联系的
[00:23:09--00:23:11] 也没有也没有告诉于老师
[00:23:11--00:23:12] 啊
[00:23:12--00:23:13] 然后
[00:23:13--00:23:14] 等到敲定说哎
[00:23:14--00:23:16] 我可以有这么一个实习的机会
[00:23:16--00:23:17] 啊
[00:23:17--00:23:19] 然后他那边已经有一些
[00:23:19--00:23:20] 呃补贴
[00:23:20--00:23:25] 然后说什么时间什么样的这些这些这些架构已经都啊比较完善了
[00:23:25--00:23:26] 然后我就去找于老师
[00:23:26--00:23:27] 我说
[00:23:27--00:23:28] 于老师
[00:23:28--00:23:30] 我实在是不想去亚研院
[00:23:30--00:23:31] 啊
[00:23:31--00:23:33] 我想去这个新加坡的这个学校的这个组
[00:23:33--00:23:34] 去做我想做的研究
[00:23:34--00:23:35] 嗯
[00:23:35--00:23:36] 啊
[00:23:36--00:23:37] 于老师沉默了几秒钟
[00:23:37--00:23:38] 对
[00:23:38--00:23:39] 啊
[00:23:39--00:23:40] 可能我猜啊
[00:23:40--00:23:42] 我不知道我我我还没有问问过他这个问题
[00:23:42--00:23:44] 但我猜他心里的想法是啊
[00:23:44--00:23:46] 这个学生怎么这么刺头
[00:23:46--00:23:47] 嗯
[00:23:47--00:23:49] 因为在老师心中亚研院是一个更好的选择
[00:23:49--00:23:50] 是的
[00:23:50--00:23:51] 是的啊
[00:23:51--00:23:52] 一是一个更好的选择
[00:23:52--00:23:56] 二是我觉得也是能够让大家都听过
[00:23:56--00:23:57] 对吧
[00:23:57--00:23:59] 能够把大家聚聚合在一起啊
[00:23:59--00:24:01] 我觉得一是当然也方便管理了
[00:24:01--00:24:04] 第二也会有一些更多的这种 synergy 了吧
[00:24:04--00:24:06] 大家还是可以互相交流啊
[00:24:06--00:24:07] 啊
[00:24:07--00:24:08] 然后那那你去一个新的地方
[00:24:08--00:24:10] 这件事情到底意味着什么
[00:24:10--00:24:11] 嗯
[00:24:11--00:24:12] 这个地方到底靠不靠谱
[00:24:12--00:24:13] 你要做的事情靠不靠谱
[00:24:13--00:24:14] 啊
[00:24:14--00:24:15] 这件事情可能是不可控的
[00:24:15--00:24:16] 你纠结过吗
[00:24:16--00:24:17] 我我没有纠结
[00:24:17--00:24:18] 但但于老师
[00:24:18--00:24:19] 我觉得我也非常 appreciate 他
[00:24:19--00:24:21] 就是他反而反而沉默了几秒
[00:24:21--00:24:22] 最后说
[00:24:22--00:24:23] 好啊
[00:24:23--00:24:24] 你去吧
[00:24:24--00:24:25] 对
[00:24:25--00:24:26] 啊
[00:24:26--00:24:28] 然后我就去了
[00:24:28--00:24:31] 啊但是这件事情啊发生了之后
[00:24:31--00:24:32] 像水城这个组
[00:24:32--00:24:34] AOS 的这个实验室
[00:24:34--00:24:37] 变成了我学弟学妹之后的一个
[00:24:37--00:24:40] 可选择的一个一个一个一个 position
[00:24:40--00:24:41] 对啊
[00:24:41--00:24:43] 所以我觉得啊
[00:24:43--00:24:44] 对
[00:24:44--00:24:47] 所以我觉得我还是想 take 一些主观能动性吧
[00:24:47--00:24:49] 我觉得 take 一些 initiative
[00:24:49--00:24:51] 然后去做我自己想做的事情
[00:24:51--00:24:52] 对
[00:24:52--00:24:54] 在当时还非常早期
[00:24:54--00:24:56] 就是和图像相关的人工智能道路
[00:24:56--00:24:58] 那到底吸引你的是什么呀
[00:24:58--00:24:59] 嗯
[00:24:59--00:25:01] 他为什么吸引了你呢
[00:25:01--00:25:04] 让你做出了很多不一样的选择
[00:25:04--00:25:08] 因为我觉得我感受这个世界的方式就是通过视觉
[00:25:08--00:25:09] 嗯
[00:25:09--00:25:10] 我会想
[00:25:10--00:25:12] 我小时候可能也比较无聊吧
[00:25:12--00:25:13] 我就会想哎
[00:25:13--00:25:15] 人有这么多对吧
[00:25:15--00:25:16] 感官啊
[00:25:16--00:25:19] 如果非要让我让我去掉一个的话
[00:25:19--00:25:20] 我会去掉哪个
[00:25:20--00:25:21] 我觉得
[00:25:21--00:25:22] 也许我听不见
[00:25:22--00:25:24] 也许我没法说话
[00:25:24--00:25:25] 也许我
[00:25:25--00:25:26] 没有触觉
[00:25:26--00:25:27] 没有嗅觉
[00:25:27--00:25:28] 啊
[00:25:28--00:25:29] 我会过得很悲惨
[00:25:29--00:25:30] 但可能还可以接受
[00:25:30--00:25:32] 但如果我没有了视觉啊
[00:25:32--00:25:34] 那那我不能看动画片
[00:25:34--00:25:35] 我
[00:25:35--00:25:36] 我也不能看电影
[00:25:36--00:25:37] 我也不能打游戏了
[00:25:37--00:25:40] 我似乎是丧失了一个人的独立性
[00:25:40--00:25:42] 然后我觉得当然这件事情
[00:25:42--00:25:45] 这些最开始的想法和后来我看到的一些书里面
[00:25:45--00:25:46] 啊
[00:25:46--00:25:49] 讲的事情我觉得也蛮不谋而合的吧
[00:25:49--00:25:50] 嗯
[00:25:50--00:25:52] 因为你将来视觉信号
[00:25:52--00:25:54] 其实占了人的大脑这个皮层
[00:25:54--00:25:55] 呃
[00:25:55--00:25:56] 看你怎么说对吧
[00:25:56--00:25:58] 就主要的视觉区域可能有百分之
[00:25:58--00:25:59] 呃
[00:25:59--00:26:00] 百分之三十占整个大脑
[00:26:00--00:26:01] 但呃
[00:26:01--00:26:04] 整个大脑在你看到这个图像的时候
[00:26:04--00:26:06] 啊激活的部分可能要占到百分之七十
[00:26:06--00:26:07] 嗯
[00:26:07--00:26:08] 对吧
[00:26:08--00:26:11] 所以其实我们所有的人都是视觉动物
[00:26:11--00:26:12] 啊
[00:26:12--00:26:13] 然后这件事情
[00:26:14--00:26:15] 对
[00:26:15--00:26:16] 我我是这么觉得的
[00:26:16--00:26:17] 我也是一个视觉动物
[00:26:17--00:26:18] 我也很喜欢
[00:26:18--00:26:19] 啊
[00:26:19--00:26:20] 看一些东西
[00:26:20--00:26:21] 对
[00:26:21--00:26:22] 生物也是
[00:26:22--00:26:23] 不只是人
[00:26:23--00:26:24] 不只是人
[00:26:24--00:26:25] 对
[00:26:25--00:26:26] 嗯
[00:26:26--00:26:27] 所有动物其实不完全是这样
[00:26:27--00:26:31] 因为其实在530 million啊
[00:26:31--00:26:32] year ago
[00:26:32--00:26:33] 就530个百万啊
[00:26:33--00:26:34] 呃
[00:26:34--00:26:35] 年前
[00:26:35--00:26:38] 其实地球上其实是这些生物是没有眼睛了
[00:26:38--00:26:40] 大家都在这种深海里面生活
[00:26:40--00:26:41] 呃
[00:26:41--00:26:42] 暗无天日
[00:26:42--00:26:43] 对吧
[00:26:43--00:26:44] 大家都在深海里面
[00:26:44--00:26:45] 然后光打不进来
[00:26:45--00:26:47] 然后突然有一天啊
[00:26:47--00:26:50] 有一些生物能够呃
[00:26:50--00:26:52] 发展出来他们的视觉了
[00:26:52--00:26:53] 虽然还是很弱
[00:26:53--00:26:55] 只能看到一点渺茫的这个
[00:26:55--00:26:56] 这个这个信号
[00:26:56--00:26:57] 对吧
[00:26:57--00:26:58] 啊
[00:26:58--00:26:59] 但这时候他们就很厉害了
[00:26:59--00:27:03] 他们就能看到自己想要捕食的对象在哪儿
[00:27:03--00:27:06] 我就可以很快的游过去然后把吃掉
[00:27:06--00:27:07] 他还能躲避躲避天敌
[00:27:07--00:27:09] 有人要过来要抓我了
[00:27:09--00:27:10] 我立刻逃跑
[00:27:10--00:27:11] 啊
[00:27:11--00:27:13] 一旦视觉诞生了
[00:27:13--00:27:14] 呃
[00:27:14--00:27:19] 其他的生物在进化过程中不得不演化出更强的呃
[00:27:19--00:27:20] 这个这个视觉
[00:27:20--00:27:21] 对吧
[00:27:21--00:27:22] 因为因为如果你不有更强的视觉的话
[00:27:22--00:27:23] 你就会被吃掉
[00:27:23--00:27:24] 是吧
[00:27:24--00:27:26] 所以就展展开了一场军备竞赛
[00:27:26--00:27:27] 啊
[00:27:27--00:27:30] 所以这是所谓的韩武纪大爆发啊
[00:27:30--00:27:31] 啊
[00:27:31--00:27:32] 所谓的堪贝尔
[00:27:32--00:27:35] 就是说地球上在这个韩武纪之前
[00:27:35--00:27:38] 可能只有屈指可数的这些物种
[00:27:38--00:27:40] 但是过了韩武纪之后
[00:27:40--00:27:44] 突然到大爆炸式的多了几十万种这种物种啊
[00:27:44--00:27:45] 一个立定的siri
[00:27:45--00:27:46] 就一个一个理论
[00:27:46--00:27:47] 其实是说
[00:27:47--00:27:49] 这种大爆炸的啊
[00:27:49--00:27:51] 来源其实就是因为
[00:27:51--00:27:55] 在大家在视觉层面展展开了这种军备竞赛
[00:27:55--00:27:56] 是的
[00:27:56--00:27:57] 是的
[00:27:57--00:27:58] 所以所以你说的完全对
[00:27:58--00:28:02] 我觉得我觉得这其实是不是一个人特有的事情
[00:28:02--00:28:05] 我觉得所有的动物其实也是这样啊
[00:28:05--00:28:07] 然后所以呃
[00:28:07--00:28:09] 我对这件事情还是还是蛮感兴趣的
[00:28:09--00:28:10] 而且而且你知道呃
[00:28:10--00:28:13] 视觉这件事情其实也不只是一个感官啊
[00:28:13--00:28:18] 有一种说法是其实眼睛是唯一一个
[00:28:18--00:28:19] 它是大脑的一部分
[00:28:19--00:28:21] 但它是唯一一个暴露在
[00:28:21--00:28:23] 真实世界里面的大脑部分
[00:28:23--00:28:26] 因为其他的大脑部分都藏在我们的头骨背后
[00:28:26--00:28:27] 嗯
[00:28:27--00:28:28] 对吧
[00:28:28--00:28:29] 所以这样想的话
[00:28:29--00:28:32] 其实解决视觉不是要解决视觉本身
[00:28:32--00:28:34] 而是要解决智能本身
[00:28:34--00:28:35] 对
[00:28:35--00:28:37] 所以一切我觉得都是能串起来的
[00:28:37--00:28:41] 从你还没有进入大一的正式上学之前
[00:28:41--00:28:44] 那个在宿舍里躲着打游戏
[00:28:44--00:28:45] 虚度时光的你
[00:28:45--00:28:49] 然后到你找到了计算机视觉的这个人生的主线
[00:28:49--00:28:51] 这中间发生了什么呀
[00:28:51--00:28:52] 嗯
[00:28:52--00:28:54] 其实也没发生什么
[00:28:54--00:28:56] 其实很多时候我觉得都都来源于偶然吧
[00:28:56--00:28:57] 嗯
[00:28:57--00:29:01] 就像我如果当初也许没看这本书
[00:29:01--00:29:03] 然后我可能也不会走上这条路
[00:29:03--00:29:05] 但有时候我觉得这也是一种必然
[00:29:05--00:29:06] 我现在还是蛮相信
[00:29:06--00:29:08] 其实每个人都有自己的命运
[00:29:08--00:29:09] 嗯
[00:29:09--00:29:10] 或者说啊
[00:29:10--00:29:13] 我有时候跟学生说
[00:29:13--00:29:15] 你不要想着说你不做这件事
[00:29:15--00:29:17] 别人就会把这件事做了
[00:29:17--00:29:18] 你要想
[00:29:18--00:29:20] 如果你不做这件事
[00:29:20--00:29:23] 这件事在这世界上永远不会发生
[00:29:23--00:29:24] 好
[00:29:24--00:29:25] 这是什么意思呢
[00:29:25--00:29:26] 就是说
[00:29:26--00:29:29] 就是说你现在在做一个research topic
[00:29:29--00:29:30] 对吧
[00:29:30--00:29:32] 然后你做了这件事情
[00:29:32--00:29:36] 你是怎么样一步一步到达这个这个端点的
[00:29:36--00:29:37] 嗯
[00:29:37--00:29:41] 这件事情完全取决于你自己之前的个人的人生的经验成长的背景
[00:29:41--00:29:42] 可能是你看过的一本书
[00:29:42--00:29:46] 可能是你跟一些人的一段对话
[00:29:46--00:29:48] 可能就是你的genetically
[00:29:48--00:29:49] 呃
[00:29:49--00:29:52] 就是你的基因就是就是跟别人不一样
[00:29:52--00:29:53] 对吧
[00:29:53--00:29:56] 我觉得每一个个体在这个世界上都是很独立的
[00:29:56--00:29:58] 每个人都是这个世界的一个变量
[00:29:58--00:30:00] 每个人都是这世界上一个变量
[00:30:00--00:30:01] 然后有可能谁说的准呢
[00:30:01--00:30:05] 有可能你就是这个世界上最重要的那个变量
[00:30:05--00:30:07] 这是你的世界观
[00:30:07--00:30:09] 我觉得是我乐观的一面吧
[00:30:09--00:30:10] 哈哈哈
[00:30:10--00:30:11] 嗯
[00:30:11--00:30:15] 你在新加坡果立有获得你想获得的东西吗
[00:30:15--00:30:16] 呃
[00:30:16--00:30:17] 我觉得我觉得有
[00:30:17--00:30:19] 首先是我交了很多很好的朋友啊
[00:30:19--00:30:20] 之后我可以
[00:30:20--00:30:21] 也可以慢慢展开
[00:30:21--00:30:22] 但我认识了比如说
[00:30:22--00:30:23] 呃
[00:30:23--00:30:25] 其实当初带我的主要的这个
[00:30:25--00:30:27] 这个我的mentor是冯嘉石
[00:30:27--00:30:28] 啊
[00:30:28--00:30:30] 他当初是这个phd
[00:30:30--00:30:31] 学生
[00:30:31--00:30:33] 对然后他带着我然后做了一些工作啊
[00:30:33--00:30:38] 我们发表了一篇也不是鼎会很不幸本科还是没能发出一篇cvpr
[00:30:38--00:30:39] 嗯
[00:30:39--00:30:40] 但但发发表了一篇啊
[00:30:40--00:30:43] 还不错的这个bmvc的paper
